Area,Sales,Avg_Price,Med_Price
E01,5,"$428,566","$369,000"
E02,13,"$483,192","$475,000"
E03,13,"$235,538","$235,000"
E04,20,"$235,815","$227,500"
E05,35,"$322,711","$315,000"
E06,3,"$282,839","$270,000"
E07,48,"$298,558","$314,000"
E08,25,"$251,551","$239,900"
E09,76,"$294,292","$282,000"
E10,3,"$179,000","$165,000"
E11,23,"$241,613","$263,000"
