"REF_DATE","GEO","DGUID","Interprovincial migration","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1967-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","27063","","","","0"
"1967-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","30380","","","","0"
"1968-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","15888","","","","0"
"1968-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","15034","","","","0"
"1968-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","23313","","","","0"
"1968-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","28978","","","","0"
"1969-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","16207","","","","0"
"1969-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","13758","","","","0"
"1969-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","21789","","","","0"
"1969-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","25593","","","","0"
"1970-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","16149","","","","0"
"1970-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","16412","","","","0"
"1970-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","15050","","","","0"
"1970-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","31664","","","","0"
"1971-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","19270","","","","0"
"1971-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","15529","","","","0"
"1971-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","32150","","","","0"
"1971-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","28536","","","","0"
"1972-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","18585","","","","0"
"1972-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","14435","","","","0"
"1972-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","29135","","","","0"
"1972-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","26660","","","","0"
"1973-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","21383","","","","0"
"1973-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","19548","","","","0"
"1973-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","33816","","","","0"
"1973-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","34699","","","","0"
"1974-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","19864","","","","0"
"1974-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","22107","","","","0"
"1974-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","35075","","","","0"
"1974-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","34617","","","","0"
"1975-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","24792","","","","0"
"1975-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","18885","","","","0"
"1975-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","30603","","","","0"
"1975-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","31714","","","","0"
"1976-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","18970","","","","0"
"1976-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","19362","","","","0"
"1976-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","38317","","","","0"
"1976-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","18205","","","","0"
"1977-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","15679","","","","0"
"1977-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","20388","","","","0"
"1977-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","36912","","","","0"
"1977-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","17657","","","","0"
"1978-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","15079","","","","0"
"1978-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","19667","","","","0"
"1978-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","37801","","","","0"
"1978-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","18112","","","","0"
"1979-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","15442","","","","0"
"1979-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","20095","","","","0"
"1979-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","42046","","","","0"
"1979-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","20371","","","","0"
"1980-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","17155","","","","0"
"1980-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","22346","","","","0"
"1980-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","45552","","","","0"
"1980-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","22133","","","","0"
"1981-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","18560","","","","0"
"1981-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","24092","","","","0"
"1981-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","37179","","","","0"
"1981-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","18589","","","","0"
"1982-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","14465","","","","0"
"1982-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","19051","","","","0"
"1982-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","25450","","","","0"
"1982-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","11762","","","","0"
"1983-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","10685","","","","0"
"1983-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","15403","","","","0"
"1983-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","22115","","","","0"
"1983-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","10238","","","","0"
"1984-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","9428","","","","0"
"1984-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","10821","","","","0"
"1984-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","20653","","","","0"
"1984-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","12040","","","","0"
"1985-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","9053","","","","0"
"1985-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","11093","","","","0"
"1985-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","21434","","","","0"
"1985-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","12527","","","","0"
"1986-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","9422","","","","0"
"1986-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","12452","","","","0"
"1986-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","23032","","","","0"
"1986-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","11824","","","","0"
"1987-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","10359","","","","0"
"1987-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","13227","","","","0"
"1987-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","24593","","","","0"
"1987-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","15530","","","","0"
"1988-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","11908","","","","0"
"1988-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","15520","","","","0"
"1988-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","30864","","","","0"
"1988-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","17512","","","","0"
"1989-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","13524","","","","0"
"1989-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","17573","","","","0"
"1989-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","34169","","","","0"
"1989-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","19422","","","","0"
"1990-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","15029","","","","0"
"1990-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","23748","","","","0"
"1990-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","35676","","","","0"
"1990-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","16430","","","","0"
"1991-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","11713","","","","0"
"1991-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","20731","","","","0"
"1991-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","32941","","","","0"
"1991-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","15730","","","","0"
"1992-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","12543","","","","0"
"1992-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","20644","","","","0"
"1992-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","32671","","","","0"
"1992-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","15662","","","","0"
"1993-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","12511","","","","0"
"1993-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","19730","","","","0"
"1993-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","29546","","","","0"
"1993-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","13299","","","","0"
"1994-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","12351","","","","0"
"1994-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","18849","","","","0"
"1994-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","25340","","","","0"
"1994-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","13995","","","","0"
"1995-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","12609","","","","0"
"1995-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","17799","","","","0"
"1995-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","23911","","","","0"
"1995-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","15945","","","","0"
"1996-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","13365","","","","0"
"1996-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","18660","","","","0"
"1996-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","23620","","","","0"
"1996-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","13046","","","","0"
"1997-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","13514","","","","0"
"1997-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","17821","","","","0"
"1997-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","21861","","","","0"
"1997-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","11114","","","","0"
"1998-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","14555","","","","0"
"1998-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","18455","","","","0"
"1998-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","18428","","","","0"
"1998-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","10518","","","","0"
"1999-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","11037","","","","0"
"1999-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","16132","","","","0"
"1999-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","18435","","","","0"
"1999-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","10206","","","","0"
"2000-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","12238","","","","0"
"2000-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","15655","","","","0"
"2000-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","19261","","","","0"
"2000-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","10651","","","","0"
"2001-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","11129","","","","0"
"2001-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","14852","","","","0"
"2001-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","20916","","","","0"
"2001-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","11302","","","","0"
"2002-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","11658","","","","0"
"2002-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","20853","","","","0"
"2002-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","20905","","","","0"
"2002-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","11651","","","","0"
"2003-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","12099","","","","0"
"2003-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","18944","","","","0"
"2003-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","21323","","","","0"
"2003-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","11255","","","","0"
"2004-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","13344","","","","0"
"2004-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","18199","","","","0"
"2004-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","20993","","","","0"
"2004-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","14212","","","","0"
"2005-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","14033","","","","0"
"2005-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","21426","","","","0"
"2005-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","22959","","","","0"
"2005-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","14356","","","","0"
"2006-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","16181","","","","0"
"2006-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","19753","","","","0"
"2006-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","27836","","","","0"
"2006-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","17417","","","","0"
"2007-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","14329","","","","0"
"2007-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","19256","","","","0"
"2007-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","24962","","","","0"
"2007-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","14385","","","","0"
"2008-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","16113","","","","0"
"2008-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","21008","","","","0"
"2008-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","22929","","","","0"
"2008-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","14794","","","","0"
"2009-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","16924","","","","0"
"2009-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","18412","","","","0"
"2009-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","19631","","","","0"
"2009-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","10956","","","","0"
"2010-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","14840","","","","0"
"2010-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","18976","","","","0"
"2010-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","18030","","","","0"
"2010-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","13128","","","","0"
"2011-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","13365","","","","0"
"2011-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","17801","","","","0"
"2011-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","22585","","","","0"
"2011-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","13683","","","","0"
"2012-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","17332","","","","0"
"2012-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","22943","","","","0"
"2012-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","22529","","","","0"
"2012-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","11995","","","","0"
"2013-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","16436","","","","0"
"2013-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","24648","","","","0"
"2013-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","21093","","","","0"
"2013-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","13348","","","","0"
"2014-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","17067","","","","0"
"2014-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","26894","","","","0"
"2014-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","20588","","","","0"
"2014-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","13518","","","","0"
"2015-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","18350","","","","0"
"2015-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","26160","","","","0"
"2015-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","21452","","","","0"
"2015-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","10412","","","","0"
"2016-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","15038","","","","0"
"2016-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","21899","","","","0"
"2016-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","17904","","","","0"
"2016-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","9405","","","","0"
"2017-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","16039","","","","0"
"2017-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","21697","","","","0"
"2017-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","16276","","","","0"
"2017-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","10900","","","","0"
"2018-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","14803","","","","0"
"2018-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","24504","","","","0"
"2018-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","16252","","","","0"
"2018-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","11760","","","","0"
"2019-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","14400","","","","0"
"2019-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","24688","","","","0"
"2019-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","20415","","","","0"
"2019-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","12759","","","","0"
"2020-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","19140","","","","0"
"2020-04","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","23380","","","","0"
"2020-07","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","16978","","","","0"
"2020-10","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","12351","","","","0"
"2021-01","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v509063","7.2","21626","","","","0"


