"REF_DATE","GEO","DGUID","Labour force characteristics","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-05","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","5.4","","","","1"
"2019-06","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","5.7","","","","1"
"2019-07","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","5.9","","","","1"
"2019-08","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","5.9","","","","1"
"2019-09","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","5.5","","","","1"
"2019-10","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","5.6","","","","1"
"2019-11","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","5.8","","","","1"
"2019-12","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","5.5","","","","1"
"2020-01","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","5.2","","","","1"
"2020-02","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","5.5","","","","1"
"2020-03","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.4","","","","1"
"2020-04","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","11.1","","","","1"
"2020-05","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","15.4","","","","1"
"2020-06","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","14.2","","","","1"
"2020-07","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","14.6","","","","1"
"2020-08","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","13.0","","","","1"
"2020-09","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","11.0","","","","1"
"2020-10","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","10.7","","","","1"
"2020-11","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","10.4","","","","1"
"2020-12","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","10.8","","","","1"
"2001-01","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.6","","","","1"
"2001-02","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.6","","","","1"
"2001-03","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.0","","","","1"
"2001-04","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.2","","","","1"
"2001-05","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.6","","","","1"
"2001-06","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.7","","","","1"
"2001-07","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","70.2","","","","1"
"2001-08","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.8","","","","1"
"2001-09","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.4","","","","1"
"2001-10","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.4","","","","1"
"2001-11","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","70.0","","","","1"
"2001-12","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","70.2","","","","1"
"2002-01","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","70.5","","","","1"
"2002-02","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.7","","","","1"
"2002-03","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.9","","","","1"
"2002-04","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.6","","","","1"
"2002-05","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.1","","","","1"
"2002-06","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.8","","","","1"
"2002-07","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.0","","","","1"
"2002-08","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.9","","","","1"
"2002-09","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","70.2","","","","1"
"2002-10","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","70.3","","","","1"
"2002-11","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","70.0","","","","1"
"2002-12","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","70.2","","","","1"
"2003-01","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","70.6","","","","1"
"2003-02","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","70.8","","","","1"
"2003-03","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","70.5","","","","1"
"2003-04","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","70.6","","","","1"
"2003-05","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.9","","","","1"
"2003-06","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","70.0","","","","1"
"2003-07","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.9","","","","1"
"2003-08","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.7","","","","1"
"2003-09","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.6","","","","1"
"2003-10","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.4","","","","1"
"2003-11","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.1","","","","1"
"2003-12","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.9","","","","1"
"2004-01","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.6","","","","1"
"2004-02","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","70.2","","","","1"
"2004-03","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","70.2","","","","1"
"2004-04","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","70.4","","","","1"
"2004-05","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","70.4","","","","1"
"2004-06","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","70.1","","","","1"
"2004-07","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","70.1","","","","1"
"2004-08","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","70.1","","","","1"
"2004-09","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.0","","","","1"
"2004-10","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.4","","","","1"
"2004-11","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.6","","","","1"
"2004-12","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.5","","","","1"
"2005-01","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.8","","","","1"
"2005-02","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.0","","","","1"
"2005-03","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.3","","","","1"
"2005-04","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.1","","","","1"
"2005-05","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.9","","","","1"
"2005-06","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.9","","","","1"
"2005-07","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.6","","","","1"
"2005-08","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.2","","","","1"
"2005-09","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.7","","","","1"
"2005-10","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","70.1","","","","1"
"2005-11","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.9","","","","1"
"2005-12","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.5","","","","1"
"2006-01","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.8","","","","1"
"2006-02","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.2","","","","1"
"2006-03","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.3","","","","1"
"2006-04","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.4","","","","1"
"2006-05","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.4","","","","1"
"2006-06","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.4","","","","1"
"2006-07","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.6","","","","1"
"2006-08","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.1","","","","1"
"2006-09","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.6","","","","1"
"2006-10","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.1","","","","1"
"2006-11","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.1","","","","1"
"2006-12","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.8","","","","1"
"2007-01","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.5","","","","1"
"2007-02","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.2","","","","1"
"2007-03","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.0","","","","1"
"2007-04","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.8","","","","1"
"2007-05","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.7","","","","1"
"2007-06","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.9","","","","1"
"2007-07","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.9","","","","1"
"2007-08","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.9","","","","1"
"2007-09","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.5","","","","1"
"2007-10","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.7","","","","1"
"2007-11","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.8","","","","1"
"2007-12","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.8","","","","1"
"2008-01","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.6","","","","1"
"2008-02","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.0","","","","1"
"2008-03","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.5","","","","1"
"2008-04","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.9","","","","1"
"2008-05","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.7","","","","1"
"2008-06","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.4","","","","1"
"2008-07","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.1","","","","1"
"2008-08","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.0","","","","1"
"2008-09","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.1","","","","1"
"2008-10","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.7","","","","1"
"2008-11","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.2","","","","1"
"2008-12","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.7","","","","1"
"2009-01","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.5","","","","1"
"2009-02","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.8","","","","1"
"2009-03","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.4","","","","1"
"2009-04","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.6","","","","1"
"2009-05","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.5","","","","1"
"2009-06","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.0","","","","1"
"2009-07","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.1","","","","1"
"2009-08","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.1","","","","1"
"2009-09","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","67.2","","","","1"
"2009-10","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","67.8","","","","1"
"2009-11","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.3","","","","1"
"2009-12","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","67.7","","","","1"
"2010-01","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.1","","","","1"
"2010-02","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.3","","","","1"
"2010-03","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","67.8","","","","1"
"2010-04","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","67.7","","","","1"
"2010-05","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","67.9","","","","1"
"2010-06","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.0","","","","1"
"2010-07","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.3","","","","1"
"2010-08","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","69.1","","","","1"
"2010-09","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.0","","","","1"
"2010-10","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","67.8","","","","1"
"2010-11","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","67.6","","","","1"
"2010-12","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.5","","","","1"
"2011-01","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.8","","","","1"
"2011-02","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","67.8","","","","1"
"2011-03","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","67.7","","","","1"
"2011-04","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.0","","","","1"
"2011-05","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","67.8","","","","1"
"2011-06","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","67.6","","","","1"
"2011-07","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","66.9","","","","1"
"2011-08","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","66.8","","","","1"
"2011-09","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","66.8","","","","1"
"2011-10","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","66.4","","","","1"
"2011-11","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","66.6","","","","1"
"2011-12","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","66.1","","","","1"
"2012-01","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","66.6","","","","1"
"2012-02","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","65.9","","","","1"
"2012-03","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","66.6","","","","1"
"2012-04","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","66.4","","","","1"
"2012-05","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","66.7","","","","1"
"2012-06","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","66.9","","","","1"
"2012-07","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","67.1","","","","1"
"2012-08","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","67.2","","","","1"
"2012-09","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","67.5","","","","1"
"2012-10","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.1","","","","1"
"2012-11","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","67.7","","","","1"
"2012-12","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.0","","","","1"
"2013-01","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.0","","","","1"
"2013-02","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","67.8","","","","1"
"2013-03","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","67.7","","","","1"
"2013-04","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.3","","","","1"
"2013-05","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.1","","","","1"
"2013-06","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.5","","","","1"
"2013-07","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.3","","","","1"
"2013-08","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.4","","","","1"
"2013-09","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.5","","","","1"
"2013-10","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.0","","","","1"
"2013-11","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.1","","","","1"
"2013-12","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","68.2","","","","1"
"2014-01","Toronto, Ontario","2011S050335535","Participation rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504726","2.6.1.1","67.5","","","","1"
