"REF_DATE","GEO","DGUID","Labour force characteristics","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2004-12","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.3","","","","1"
"2005-01","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.0","","","","1"
"2005-02","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.8","","","","1"
"2005-03","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.4","","","","1"
"2005-04","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.4","","","","1"
"2005-05","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.6","","","","1"
"2005-06","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.5","","","","1"
"2005-07","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.3","","","","1"
"2005-08","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.4","","","","1"
"2005-09","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.7","","","","1"
"2005-10","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.7","","","","1"
"2005-11","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","5.9","","","","1"
"2005-12","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.7","","","","1"
"2006-01","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.0","","","","1"
"2006-02","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.9","","","","1"
"2006-03","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.4","","","","1"
"2006-04","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.5","","","","1"
"2006-05","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.2","","","","1"
"2006-06","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.2","","","","1"
"2006-07","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.5","","","","1"
"2006-08","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.5","","","","1"
"2006-09","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.0","","","","1"
"2006-10","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.8","","","","1"
"2006-11","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.8","","","","1"
"2006-12","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.4","","","","1"
"2007-01","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.6","","","","1"
"2007-02","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.9","","","","1"
"2007-03","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.2","","","","1"
"2007-04","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.1","","","","1"
"2007-05","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.8","","","","1"
"2007-06","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.8","","","","1"
"2007-07","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.8","","","","1"
"2007-08","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.6","","","","1"
"2007-09","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.6","","","","1"
"2007-10","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.4","","","","1"
"2007-11","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.8","","","","1"
"2007-12","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.0","","","","1"
"2008-01","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.6","","","","1"
"2008-02","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.5","","","","1"
"2008-03","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.8","","","","1"
"2008-04","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.2","","","","1"
"2008-05","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.5","","","","1"
"2008-06","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.6","","","","1"
"2008-07","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.9","","","","1"
"2008-08","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.6","","","","1"
"2008-09","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.7","","","","1"
"2008-10","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.2","","","","1"
"2008-11","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.7","","","","1"
"2008-12","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.1","","","","1"
"2009-01","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.8","","","","1"
"2009-02","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","9.3","","","","1"
"2009-03","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","9.1","","","","1"
"2009-04","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","9.0","","","","1"
"2009-05","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","9.9","","","","1"
"2009-06","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","10.3","","","","1"
"2009-07","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","10.2","","","","1"
"2009-08","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","10.2","","","","1"
"2009-09","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","9.3","","","","1"
"2009-10","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","9.4","","","","1"
"2009-11","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","9.8","","","","1"
"2009-12","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","9.6","","","","1"
"2010-01","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","9.1","","","","1"
"2010-02","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","9.6","","","","1"
"2010-03","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","9.4","","","","1"
"2010-04","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","9.4","","","","1"
"2010-05","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","9.2","","","","1"
"2010-06","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.9","","","","1"
"2010-07","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.9","","","","1"
"2010-08","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","9.8","","","","1"
"2010-09","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","9.8","","","","1"
"2010-10","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.5","","","","1"
"2010-11","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.3","","","","1"
"2010-12","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.4","","","","1"
"2011-01","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.5","","","","1"
"2011-02","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.0","","","","1"
"2011-03","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.6","","","","1"
"2011-04","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.5","","","","1"
"2011-05","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.4","","","","1"
"2011-06","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.3","","","","1"
"2011-07","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.1","","","","1"
"2011-08","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.1","","","","1"
"2011-09","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.3","","","","1"
"2011-10","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.6","","","","1"
"2011-11","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.6","","","","1"
"2011-12","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.3","","","","1"
"2012-01","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","9.2","","","","1"
"2012-02","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.3","","","","1"
"2012-03","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.8","","","","1"
"2012-04","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","9.0","","","","1"
"2012-05","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","9.3","","","","1"
"2012-06","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.7","","","","1"
"2012-07","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.5","","","","1"
"2012-08","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.7","","","","1"
"2012-09","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.4","","","","1"
"2012-10","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.7","","","","1"
"2012-11","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.2","","","","1"
"2012-12","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.5","","","","1"
"2013-01","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.4","","","","1"
"2013-02","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.5","","","","1"
"2013-03","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.3","","","","1"
"2013-04","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.1","","","","1"
"2013-05","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.9","","","","1"
"2013-06","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.1","","","","1"
"2013-07","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.0","","","","1"
"2013-08","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.9","","","","1"
"2013-09","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.1","","","","1"
"2013-10","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.1","","","","1"
"2013-11","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.0","","","","1"
"2013-12","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.4","","","","1"
"2014-01","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.1","","","","1"
"2014-02","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.0","","","","1"
"2014-03","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.7","","","","1"
"2014-04","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.5","","","","1"
"2014-05","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.0","","","","1"
"2014-06","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.3","","","","1"
"2014-07","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.8","","","","1"
"2014-08","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.2","","","","1"
"2014-09","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.0","","","","1"
"2014-10","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.8","","","","1"
"2014-11","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","8.0","","","","1"
"2014-12","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.7","","","","1"
"2015-01","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.2","","","","1"
"2015-02","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.3","","","","1"
"2015-03","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.0","","","","1"
"2015-04","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.0","","","","1"
"2015-05","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.9","","","","1"
"2015-06","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.7","","","","1"
"2015-07","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.5","","","","1"
"2015-08","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.2","","","","1"
"2015-09","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.1","","","","1"
"2015-10","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.0","","","","1"
"2015-11","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.2","","","","1"
"2015-12","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.1","","","","1"
"2016-01","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.1","","","","1"
"2016-02","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.4","","","","1"
"2016-03","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.2","","","","1"
"2016-04","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.6","","","","1"
"2016-05","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.7","","","","1"
"2016-06","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","5.5","","","","1"
"2016-07","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.8","","","","1"
"2016-08","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.3","","","","1"
"2016-09","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.3","","","","1"
"2016-10","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.9","","","","1"
"2016-11","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.8","","","","1"
"2016-12","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.1","","","","1"
"2017-01","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.2","","","","1"
"2017-02","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.9","","","","1"
"2017-03","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.0","","","","1"
"2017-04","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.3","","","","1"
"2017-05","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","7.0","","","","1"
"2017-06","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.5","","","","1"
"2017-07","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.8","","","","1"
"2017-08","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","5.7","","","","1"
"2017-09","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","5.8","","","","1"
"2017-10","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.1","","","","1"
"2017-11","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.0","","","","1"
"2017-12","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.3","","","","1"
"2018-01","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","5.7","","","","1"
"2018-02","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","5.6","","","","1"
"2018-03","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","5.8","","","","1"
"2018-04","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.1","","","","1"
"2018-05","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.4","","","","1"
"2018-06","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.4","","","","1"
"2018-07","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","5.6","","","","1"
"2018-08","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.3","","","","1"
"2018-09","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.4","","","","1"
"2018-10","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.3","","","","1"
"2018-11","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.1","","","","1"
"2018-12","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","5.9","","","","1"
"2019-01","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.5","","","","1"
"2019-02","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.5","","","","1"
"2019-03","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.6","","","","1"
"2019-04","Toronto, Ontario","2011S050335535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91504724","2.5.1.1","6.5","","","","1"
