Area,Sales,Avg_Price,Med_Price
E01,18,"$481,822","$423,250"
E02,7,"$460,100","$417,000"
E03,9,"$365,333","$359,000"
E04,32,"$213,856","$217,450"
E05,36,"$278,448","$270,000"
E06,5,"$466,560","$443,400"
E07,37,"$250,748","$247,000"
E08,17,"$203,059","$187,000"
E09,54,"$270,590","$267,250"
E10,3,"$184,667","$195,000"
E11,13,"$169,291","$169,000"
