"TERMS AND CONDITIONS"
"https://www.bankofcanada.ca/terms/"

"NAME"
"Weekly BCPI"

"DESCRIPTION"
"Weekly Bank of Canada commodity price index."

"SERIES"
"id","label","description"
"W.BCPI","Weekly BCPI Total - v52673503","Weekly Bank of Canada commodity price index - Total"
"W.BCNE","Weekly BCPI Excluding Energy - v52673504","Weekly Bank of Canada commodity price index - Excluding Energy"
"W.ENER","Weekly BCPI Energy - v52673505","Weekly Bank of Canada commodity price index - Energy"
"W.MTLS","Weekly BCPI Metals and Minerals - v52673506","Weekly Bank of Canada commodity price index - Metals and Minerals"
"W.FOPR","Weekly BCPI Forestry - v52673509","Weekly Bank of Canada commodity price index - Forestry"
"W.AGRI","Weekly BCPI Agriculture - v52673507","Weekly Bank of Canada commodity price index - Agriculture"
"W.FISH","Weekly BCPI Fish - v52673508","Weekly Bank of Canada commodity price index - Fish"

"OBSERVATIONS"
"date","W.BCPI","W.BCNE","W.ENER","W.MTLS","W.FOPR","W.AGRI","W.FISH"
"1972-01-12","100.00","100.00","100.00","100.00","100.00","100.00","100.00"
"1972-01-19","100.00","100.00","100.00","100.00","100.00","100.00","100.00"
"1972-01-26","100.00","100.00","100.00","100.00","100.00","100.00","100.00"
"1972-02-02","100.16","100.21","99.91","100.29","100.05","100.48","95.56"
"1972-02-09","100.40","100.53","99.78","100.74","100.12","101.20","88.89"
"1972-02-16","100.40","100.53","99.78","100.74","100.12","101.20","88.89"
"1972-02-23","100.40","100.53","99.78","100.74","100.12","101.20","88.89"
"1972-03-01","100.54","100.70","99.84","100.87","100.14","101.47","90.90"
"1972-03-08","101.11","101.35","100.05","101.38","100.24","102.53","98.97"
"1972-03-15","101.11","101.35","100.05","101.38","100.24","102.53","98.97"
"1972-03-22","101.11","101.35","100.05","101.38","100.24","102.53","98.97"
"1972-03-29","101.11","101.35","100.05","101.38","100.24","102.53","98.97"
"1972-04-05","101.14","101.41","99.92","101.28","100.66","102.26","101.45"
"1972-04-12","101.16","101.45","99.84","101.21","100.95","102.08","103.10"
"1972-04-19","101.16","101.45","99.84","101.21","100.95","102.08","103.10"
"1972-04-26","101.16","101.45","99.84","101.21","100.95","102.08","103.10"
"1972-05-03","101.59","101.96","99.94","101.24","101.77","102.95","93.02"
"1972-05-10","101.88","102.30","100.00","101.25","102.32","103.53","86.30"
"1972-05-17","101.88","102.30","100.00","101.25","102.32","103.53","86.30"
"1972-05-24","101.88","102.30","100.00","101.25","102.32","103.53","86.30"
"1972-05-31","101.88","102.30","100.00","101.25","102.32","103.53","86.30"
"1972-06-07","102.10","102.53","100.16","100.87","102.94","103.65","90.70"
"1972-06-14","102.10","102.53","100.16","100.87","102.94","103.65","90.70"
"1972-06-21","102.10","102.53","100.16","100.87","102.94","103.65","90.70"
"1972-06-28","102.10","102.53","100.16","100.87","102.94","103.65","90.70"
"1972-07-05","103.06","103.69","100.26","100.70","104.18","105.58","94.73"
"1972-07-12","103.70","104.46","100.32","100.59","105.00","106.87","97.42"
"1972-07-19","103.70","104.46","100.32","100.59","105.00","106.87","97.42"
"1972-07-26","103.70","104.46","100.32","100.59","105.00","106.87","97.42"
"1972-08-02","104.15","104.92","100.68","100.82","105.05","107.89","98.86"
"1972-08-09","104.81","105.61","101.21","101.18","105.13","109.42","101.03"
"1972-08-16","104.81","105.61","101.21","101.18","105.13","109.42","101.03"
"1972-08-23","104.81","105.61","101.21","101.18","105.13","109.42","101.03"
"1972-08-30","104.81","105.61","101.21","101.18","105.13","109.42","101.03"
"1972-09-06","105.60","106.59","101.21","102.52","105.27","110.89","104.96"
"1972-09-13","105.80","106.83","101.21","102.86","105.31","111.26","105.94"
"1972-09-20","105.80","106.83","101.21","102.86","105.31","111.26","105.94"
"1972-09-27","105.80","106.83","101.21","102.86","105.31","111.26","105.94"
"1972-10-04","106.21","107.34","101.18","102.76","106.24","111.78","106.72"
"1972-10-11","106.49","107.68","101.16","102.69","106.86","112.13","107.24"
"1972-10-18","106.49","107.68","101.16","102.69","106.86","112.13","107.24"
"1972-10-25","106.49","107.68","101.16","102.69","106.86","112.13","107.24"
"1972-11-01","106.75","107.99","101.24","102.55","106.90","112.94","111.16"
"1972-11-08","107.78","109.19","101.58","102.02","107.05","116.16","126.87"
"1972-11-15","107.78","109.19","101.58","102.02","107.05","116.16","126.87"
"1972-11-22","107.78","109.19","101.58","102.02","107.05","116.16","126.87"
"1972-11-29","107.78","109.19","101.58","102.02","107.05","116.16","126.87"
"1972-12-06","109.82","111.70","101.63","102.50","107.05","123.51","117.78"
"1972-12-13","110.33","112.33","101.64","102.62","107.05","125.35","115.50"
"1972-12-20","110.33","112.33","101.64","102.62","107.05","125.35","115.50"
"1972-12-27","110.33","112.33","101.64","102.62","107.05","125.35","115.50"
"1973-01-03","112.78","114.98","103.24","105.14","108.16","129.63","123.57"
"1973-01-10","114.42","116.75","104.30","106.83","108.90","132.48","128.94"
"1973-01-17","114.42","116.75","104.30","106.83","108.90","132.48","128.94"
"1973-01-24","114.42","116.75","104.30","106.83","108.90","132.48","128.94"
"1973-01-31","114.42","116.75","104.30","106.83","108.90","132.48","128.94"
"1973-02-07","117.58","120.66","104.39","111.75","114.27","134.98","110.85"
"1973-02-14","117.58","120.66","104.39","111.75","114.27","134.98","110.85"
"1973-02-21","117.58","120.66","104.39","111.75","114.27","134.98","110.85"
"1973-02-28","117.58","120.66","104.39","111.75","114.27","134.98","110.85"
"1973-03-07","122.04","126.10","104.88","120.56","122.32","136.02","108.79"
"1973-03-14","122.04","126.10","104.88","120.56","122.32","136.02","108.79"
"1973-03-21","122.04","126.10","104.88","120.56","122.32","136.02","108.79"
"1973-03-28","122.04","126.10","104.88","120.56","122.32","136.02","108.79"
"1973-04-04","123.29","127.49","105.58","122.56","124.79","135.98","112.35"
"1973-04-11","124.13","128.42","106.04","123.89","126.45","135.96","114.73"
"1973-04-18","124.13","128.42","106.04","123.89","126.45","135.96","114.73"
"1973-04-25","124.13","128.42","106.04","123.89","126.45","135.96","114.73"
"1973-05-02","126.51","131.01","107.60","125.54","127.99","140.29","113.90"
"1973-05-09","130.09","134.89","109.94","128.00","130.31","146.78","112.66"
"1973-05-16","130.09","134.89","109.94","128.00","130.31","146.78","112.66"
"1973-05-23","130.09","134.89","109.94","128.00","130.31","146.78","112.66"
"1973-05-30","130.09","134.89","109.94","128.00","130.31","146.78","112.66"
"1973-06-06","133.50","138.67","111.90","133.80","125.95","158.33","98.60"
"1973-06-13","134.35","139.62","112.39","135.25","124.86","161.21","95.09"
"1973-06-20","134.35","139.62","112.39","135.25","124.86","161.21","95.09"
"1973-06-27","134.35","139.62","112.39","135.25","124.86","161.21","95.09"
"1973-07-04","138.61","144.73","113.39","139.88","125.34","171.28","114.47"
"1973-07-11","141.44","148.14","114.06","142.97","125.66","178.00","127.39"
"1973-07-18","141.44","148.14","114.06","142.97","125.66","178.00","127.39"
"1973-07-25","141.44","148.14","114.06","142.97","125.66","178.00","127.39"
"1973-08-01","143.10","150.17","114.35","143.18","125.61","184.17","126.05"
"1973-08-08","149.73","158.29","115.52","144.01","125.41","208.87","120.67"
"1973-08-15","149.73","158.29","115.52","144.01","125.41","208.87","120.67"
"1973-08-22","149.73","158.29","115.52","144.01","125.41","208.87","120.67"
"1973-08-29","149.73","158.29","115.52","144.01","125.41","208.87","120.67"
"1973-09-05","148.32","155.82","117.90","144.62","127.41","197.87","124.39"
"1973-09-12","147.38","154.17","119.49","145.03","128.75","190.54","126.87"
"1973-09-19","147.38","154.17","119.49","145.03","128.75","190.54","126.87"
"1973-09-26","147.38","154.17","119.49","145.03","128.75","190.54","126.87"
"1973-10-03","146.87","153.49","119.61","148.45","129.14","185.58","127.34"
"1973-10-10","146.52","153.04","119.68","150.72","129.40","182.27","127.65"
"1973-10-17","146.52","153.04","119.68","150.72","129.40","182.27","127.65"
"1973-10-24","146.52","153.04","119.68","150.72","129.40","182.27","127.65"
"1973-10-31","146.52","153.04","119.68","150.72","129.40","182.27","127.65"
"1973-11-07","150.16","156.44","124.12","159.64","127.37","187.56","154.01"
"1973-11-14","150.16","156.44","124.12","159.64","127.37","187.56","154.01"
"1973-11-21","150.16","156.44","124.12","159.64","127.37","187.56","154.01"
"1973-11-28","150.16","156.44","124.12","159.64","127.37","187.56","154.01"
"1973-12-05","152.05","157.71","128.29","160.99","127.33","190.78","145.94"
"1973-12-12","153.31","158.57","131.07","161.89","127.30","192.93","140.57"
"1973-12-19","153.31","158.57","131.07","161.89","127.30","192.93","140.57"
"1973-12-26","153.31","158.57","131.07","161.89","127.30","192.93","140.57"
"1974-01-02","157.33","160.88","141.18","162.42","128.59","198.12","137.05"
"1974-01-09","163.36","164.36","156.35","163.21","130.51","205.89","131.78"
"1974-01-16","163.36","164.36","156.35","163.21","130.51","205.89","131.78"
"1974-01-23","163.36","164.36","156.35","163.21","130.51","205.89","131.78"
"1974-01-30","163.36","164.36","156.35","163.21","130.51","205.89","131.78"
"1974-02-06","170.05","169.07","169.77","173.36","131.34","211.60","137.98"
"1974-02-13","171.72","170.25","173.12","175.89","131.55","213.03","139.53"
"1974-02-20","171.72","170.25","173.12","175.89","131.55","213.03","139.53"
"1974-02-27","171.72","170.25","173.12","175.89","131.55","213.03","139.53"
"1974-03-06","170.92","169.28","172.95","186.11","135.40","197.83","125.06"
"1974-03-13","170.72","169.04","172.91","188.66","136.36","194.03","121.45"
"1974-03-20","170.72","169.04","172.91","188.66","136.36","194.03","121.45"
"1974-03-27","170.72","169.04","172.91","188.66","136.36","194.03","121.45"
"1974-04-03","172.44","171.17","173.10","198.99","142.44","185.90","137.26"
"1974-04-10","173.58","172.59","173.23","205.88","146.49","180.47","147.80"
"1974-04-17","173.58","172.59","173.23","205.88","146.49","180.47","147.80"
"1974-04-24","173.58","172.59","173.23","205.88","146.49","180.47","147.80"
"1974-05-01","173.18","172.01","173.51","207.42","146.11","178.61","144.24"
"1974-05-08","171.59","169.67","174.64","213.58","144.58","171.19","129.97"
"1974-05-15","171.59","169.67","174.64","213.58","144.58","171.19","129.97"
"1974-05-22","171.59","169.67","174.64","213.58","144.58","171.19","129.97"
"1974-05-29","171.59","169.67","174.64","213.58","144.58","171.19","129.97"
"1974-06-05","170.75","168.43","175.30","206.81","142.69","174.16","114.78"
"1974-06-12","170.19","167.60","175.74","202.30","141.43","176.14","104.65"
"1974-06-19","170.19","167.60","175.74","202.30","141.43","176.14","104.65"
"1974-06-26","170.19","167.60","175.74","202.30","141.43","176.14","104.65"
"1974-07-03","175.52","171.81","185.21","193.43","145.74","187.76","122.64"
"1974-07-10","179.07","174.62","191.52","187.52","148.62","195.52","134.63"
"1974-07-17","179.07","174.62","191.52","187.52","148.62","195.52","134.63"
"1974-07-24","179.07","174.62","191.52","187.52","148.62","195.52","134.63"
"1974-07-31","179.07","174.62","191.52","187.52","148.62","195.52","134.63"
"1974-08-07","180.91","175.41","197.46","187.87","145.54","201.70","125.58"
"1974-08-14","180.91","175.41","197.46","187.87","145.54","201.70","125.58"
"1974-08-21","180.91","175.41","197.46","187.87","145.54","201.70","125.58"
"1974-08-28","180.91","175.41","197.46","187.87","145.54","201.70","125.58"
"1974-09-04","178.57","172.54","197.35","179.82","144.29","200.25","132.40"
"1974-09-11","177.01","170.63","197.27","174.45","143.46","199.28","136.95"
"1974-09-18","177.01","170.63","197.27","174.45","143.46","199.28","136.95"
"1974-09-25","177.01","170.63","197.27","174.45","143.46","199.28","136.95"
"1974-10-02","178.62","171.80","200.65","172.77","144.25","203.31","131.99"
"1974-10-09","181.03","173.56","205.73","170.25","145.43","209.36","124.55"
"1974-10-16","181.03","173.56","205.73","170.25","145.43","209.36","124.55"
"1974-10-23","181.03","173.56","205.73","170.25","145.43","209.36","124.55"
"1974-10-30","181.03","173.56","205.73","170.25","145.43","209.36","124.55"
"1974-11-06","180.54","173.60","203.00","169.62","146.35","208.99","119.38"
"1974-11-13","180.41","173.61","202.32","169.46","146.58","208.90","118.09"
"1974-11-20","180.41","173.61","202.32","169.46","146.58","208.90","118.09"
"1974-11-27","180.41","173.61","202.32","169.46","146.58","208.90","118.09"
"1974-12-04","177.72","170.19","202.78","163.49","145.32","204.39","127.24"
"1974-12-11","175.93","167.91","203.08","159.51","144.48","201.39","133.33"
"1974-12-18","175.93","167.91","203.08","159.51","144.48","201.39","133.33"
"1974-12-25","175.93","167.91","203.08","159.51","144.48","201.39","133.33"
"1975-01-01","175.87","167.32","205.18","159.59","145.81","198.32","129.25"
"1975-01-08","175.66","164.92","213.58","159.88","151.17","186.01","112.92"
"1975-01-15","175.66","164.92","213.58","159.88","151.17","186.01","112.92"
"1975-01-22","175.66","164.92","213.58","159.88","151.17","186.01","112.92"
"1975-01-29","175.66","164.92","213.58","159.88","151.17","186.01","112.92"
"1975-02-05","175.49","162.41","222.25","161.14","152.84","176.89","129.82"
"1975-02-12","175.38","160.74","228.03","161.98","153.96","170.80","141.09"
"1975-02-19","175.38","160.74","228.03","161.98","153.96","170.80","141.09"
"1975-02-26","175.38","160.74","228.03","161.98","153.96","170.80","141.09"
"1975-03-05","174.28","159.04","229.34","164.01","154.03","165.56","131.94"
"1975-03-12","173.55","157.91","230.22","165.37","154.08","162.07","125.84"
"1975-03-19","173.55","157.91","230.22","165.37","154.08","162.07","125.84"
"1975-03-26","173.55","157.91","230.22","165.37","154.08","162.07","125.84"
"1975-04-02","173.73","158.04","230.59","164.39","155.31","162.11","122.02"
"1975-04-09","174.00","158.24","231.14","162.91","157.16","162.16","116.28"
"1975-04-16","174.00","158.24","231.14","162.91","157.16","162.16","116.28"
"1975-04-23","174.00","158.24","231.14","162.91","157.16","162.16","116.28"
"1975-04-30","174.00","158.24","231.14","162.91","157.16","162.16","116.28"
"1975-05-07","176.38","159.72","237.12","161.39","161.07","163.74","113.18"
"1975-05-14","176.38","159.72","237.12","161.39","161.07","163.74","113.18"
"1975-05-21","176.38","159.72","237.12","161.39","161.07","163.74","113.18"
"1975-05-28","176.38","159.72","237.12","161.39","161.07","163.74","113.18"
"1975-06-04","177.47","159.01","245.82","160.38","159.63","163.77","111.32"
"1975-06-11","178.19","158.54","251.62","159.70","158.66","163.80","110.08"
"1975-06-18","178.19","158.54","251.62","159.70","158.66","163.80","110.08"
"1975-06-25","178.19","158.54","251.62","159.70","158.66","163.80","110.08"
"1975-07-02","179.98","161.07","250.10","160.58","159.22","168.74","121.86"
"1975-07-09","182.65","164.85","247.82","161.91","160.06","176.16","139.53"
"1975-07-16","182.65","164.85","247.82","161.91","160.06","176.16","139.53"
"1975-07-23","182.65","164.85","247.82","161.91","160.06","176.16","139.53"
"1975-07-30","182.65","164.85","247.82","161.91","160.06","176.16","139.53"
"1975-08-06","185.90","168.16","250.67","164.17","161.07","182.37","132.30"
"1975-08-13","186.71","168.98","251.38","164.74","161.32","183.92","130.49"
"1975-08-20","186.71","168.98","251.38","164.74","161.32","183.92","130.49"
"1975-08-27","186.71","168.98","251.38","164.74","161.32","183.92","130.49"
"1975-09-03","189.44","169.26","264.42","163.13","160.80","185.98","137.16"
"1975-09-10","191.26","169.44","273.12","162.06","160.45","187.35","141.60"
"1975-09-17","191.26","169.44","273.12","162.06","160.45","187.35","141.60"
"1975-09-24","191.26","169.44","273.12","162.06","160.45","187.35","141.60"
"1975-10-01","190.67","168.66","273.42","161.10","160.16","186.24","142.69"
"1975-10-08","188.31","165.57","274.63","157.25","158.99","181.77","147.03"
"1975-10-15","188.31","165.57","274.63","157.25","158.99","181.77","147.03"
"1975-10-22","188.31","165.57","274.63","157.25","158.99","181.77","147.03"
"1975-10-29","188.31","165.57","274.63","157.25","158.99","181.77","147.03"
"1975-11-05","186.33","162.86","276.32","156.33","158.52","176.07","137.73"
"1975-11-12","185.01","161.04","277.44","155.72","158.21","172.26","131.52"
"1975-11-19","185.01","161.04","277.44","155.72","158.21","172.26","131.52"
"1975-11-26","185.01","161.04","277.44","155.72","158.21","172.26","131.52"
"1975-12-03","186.36","161.38","283.55","155.39","159.82","171.74","145.94"
"1975-12-10","187.26","161.60","287.63","155.17","160.89","171.39","155.56"
"1975-12-17","187.26","161.60","287.63","155.17","160.89","171.39","155.56"
"1975-12-24","187.26","161.60","287.63","155.17","160.89","171.39","155.56"
"1975-12-31","187.26","161.60","287.63","155.17","160.89","171.39","155.56"
"1976-01-07","184.86","158.07","291.09","156.97","153.42","167.65","160.21"
"1976-01-14","184.86","158.07","291.09","156.97","153.42","167.65","160.21"
"1976-01-21","184.86","158.07","291.09","156.97","153.42","167.65","160.21"
"1976-01-28","184.86","158.07","291.09","156.97","153.42","167.65","160.21"
"1976-02-04","184.19","158.95","283.24","156.43","154.78","169.14","158.04"
"1976-02-11","183.73","159.54","278.02","156.07","155.68","170.13","156.59"
"1976-02-18","183.73","159.54","278.02","156.07","155.68","170.13","156.59"
"1976-02-25","183.73","159.54","278.02","156.07","155.68","170.13","156.59"
"1976-03-03","184.03","159.82","278.40","160.76","155.01","168.38","159.22"
"1976-03-10","184.23","160.00","278.65","163.89","154.56","167.21","160.98"
"1976-03-17","184.23","160.00","278.65","163.89","154.56","167.21","160.98"
"1976-03-24","184.23","160.00","278.65","163.89","154.56","167.21","160.98"
"1976-03-31","184.23","160.00","278.65","163.89","154.56","167.21","160.98"
"1976-04-07","184.88","160.23","281.11","169.34","154.08","164.85","162.27"
"1976-04-14","184.88","160.23","281.11","169.34","154.08","164.85","162.27"
"1976-04-21","184.88","160.23","281.11","169.34","154.08","164.85","162.27"
"1976-04-28","184.88","160.23","281.11","169.34","154.08","164.85","162.27"
"1976-05-05","184.76","160.02","281.43","169.47","152.40","165.92","162.27"
"1976-05-12","184.68","159.88","281.65","169.56","151.29","166.63","162.27"
"1976-05-19","184.68","159.88","281.65","169.56","151.29","166.63","162.27"
"1976-05-26","184.68","159.88","281.65","169.56","151.29","166.63","162.27"
"1976-06-02","185.70","160.88","282.69","170.53","152.09","167.80","165.68"
"1976-06-09","187.24","162.38","284.26","172.00","153.29","169.56","170.80"
"1976-06-16","187.24","162.38","284.26","172.00","153.29","169.56","170.80"
"1976-06-23","187.24","162.38","284.26","172.00","153.29","169.56","170.80"
"1976-06-30","187.24","162.38","284.26","172.00","153.29","169.56","170.80"
"1976-07-07","188.16","162.53","288.62","174.09","157.59","164.20","175.71"
"1976-07-14","188.16","162.53","288.62","174.09","157.59","164.20","175.71"
"1976-07-21","188.16","162.53","288.62","174.09","157.59","164.20","175.71"
"1976-07-28","188.16","162.53","288.62","174.09","157.59","164.20","175.71"
"1976-08-04","186.29","160.33","288.49","171.27","160.27","157.51","183.31"
"1976-08-11","185.05","158.86","288.40","169.39","162.06","153.04","188.37"
"1976-08-18","185.05","158.86","288.40","169.39","162.06","153.04","188.37"
"1976-08-25","185.05","158.86","288.40","169.39","162.06","153.04","188.37"
"1976-09-01","184.98","158.75","288.50","169.57","162.06","152.64","189.41"
"1976-09-08","184.68","158.31","288.89","170.30","162.06","151.04","193.54"
"1976-09-15","184.68","158.31","288.89","170.30","162.06","151.04","193.54"
"1976-09-22","184.68","158.31","288.89","170.30","162.06","151.04","193.54"
"1976-09-29","184.68","158.31","288.89","170.30","162.06","151.04","193.54"
"1976-10-06","182.37","153.07","301.44","166.77","158.41","143.28","193.13"
"1976-10-13","181.80","151.76","304.57","165.89","157.49","141.34","193.02"
"1976-10-20","181.80","151.76","304.57","165.89","157.49","141.34","193.02"
"1976-10-27","181.80","151.76","304.57","165.89","157.49","141.34","193.02"
"1976-11-03","180.89","150.68","304.70","165.69","158.42","137.98","200.16"
"1976-11-10","180.28","149.97","304.78","165.55","159.04","135.73","204.91"
"1976-11-17","180.28","149.97","304.78","165.55","159.04","135.73","204.91"
"1976-11-24","180.28","149.97","304.78","165.55","159.04","135.73","204.91"
"1976-12-01","180.43","150.28","304.09","165.73","159.27","136.18","205.43"
"1976-12-08","181.04","151.52","301.33","166.42","160.18","137.97","207.49"
"1976-12-15","181.04","151.52","301.33","166.42","160.18","137.97","207.49"
"1976-12-22","181.04","151.52","301.33","166.42","160.18","137.97","207.49"
"1976-12-29","181.04","151.52","301.33","166.42","160.18","137.97","207.49"
"1977-01-05","182.22","152.95","301.18","169.80","160.99","138.76","216.18"
"1977-01-12","183.01","153.91","301.08","172.05","161.53","139.28","221.96"
"1977-01-19","183.01","153.91","301.08","172.05","161.53","139.28","221.96"
"1977-01-26","183.01","153.91","301.08","172.05","161.53","139.28","221.96"
"1977-02-02","184.66","154.86","305.73","173.01","162.20","140.69","217.00"
"1977-02-09","187.15","156.28","312.70","174.45","163.21","142.81","209.56"
"1977-02-16","187.15","156.28","312.70","174.45","163.21","142.81","209.56"
"1977-02-23","187.15","156.28","312.70","174.45","163.21","142.81","209.56"
"1977-03-02","186.80","156.31","310.71","176.78","163.04","141.77","204.70"
"1977-03-09","186.27","156.36","307.71","180.27","162.79","140.20","197.42"
"1977-03-16","186.27","156.36","307.71","180.27","162.79","140.20","197.42"
"1977-03-23","186.27","156.36","307.71","180.27","162.79","140.20","197.42"
"1977-03-30","186.27","156.36","307.71","180.27","162.79","140.20","197.42"
"1977-04-06","186.05","155.97","308.24","178.66","160.51","142.30","204.24"
"1977-04-13","185.99","155.87","308.37","178.26","159.94","142.82","205.94"
"1977-04-20","185.99","155.87","308.37","178.26","159.94","142.82","205.94"
"1977-04-27","185.99","155.87","308.37","178.26","159.94","142.82","205.94"
"1977-05-04","185.86","155.62","308.75","177.34","158.66","144.28","199.12"
"1977-05-11","185.77","155.45","309.00","176.73","157.80","145.25","194.57"
"1977-05-18","185.77","155.45","309.00","176.73","157.80","145.25","194.57"
"1977-05-25","185.77","155.45","309.00","176.73","157.80","145.25","194.57"
"1977-06-01","185.77","155.47","308.95","176.12","159.47","143.92","195.19"
"1977-06-08","185.80","155.54","308.78","173.69","166.14","138.58","197.67"
"1977-06-15","185.80","155.54","308.78","173.69","166.14","138.58","197.67"
"1977-06-22","185.80","155.54","308.78","173.69","166.14","138.58","197.67"
"1977-06-29","185.80","155.54","308.78","173.69","166.14","138.58","197.67"
"1977-07-06","184.68","154.52","307.32","172.52","169.57","133.38","195.61"
"1977-07-13","184.41","154.26","306.96","172.22","170.43","132.08","195.09"
"1977-07-20","184.41","154.26","306.96","172.22","170.43","132.08","195.09"
"1977-07-27","184.41","154.26","306.96","172.22","170.43","132.08","195.09"
"1977-08-03","184.86","154.63","307.74","170.13","176.86","128.51","198.04"
"1977-08-10","185.16","154.88","308.26","168.74","181.15","126.14","200.00"
"1977-08-17","185.16","154.88","308.26","168.74","181.15","126.14","200.00"
"1977-08-24","185.16","154.88","308.26","168.74","181.15","126.14","200.00"
"1977-08-31","185.16","154.88","308.26","168.74","181.15","126.14","200.00"
"1977-09-07","185.87","155.33","310.07","167.89","176.63","131.54","204.13"
"1977-09-14","185.87","155.33","310.07","167.89","176.63","131.54","204.13"
"1977-09-21","185.87","155.33","310.07","167.89","176.63","131.54","204.13"
"1977-09-28","185.87","155.33","310.07","167.89","176.63","131.54","204.13"
"1977-10-05","184.22","152.46","314.02","167.75","168.27","131.99","203.20"
"1977-10-12","183.11","150.55","316.65","167.65","162.69","132.29","202.58"
"1977-10-19","183.11","150.55","316.65","167.65","162.69","132.29","202.58"
"1977-10-26","183.11","150.55","316.65","167.65","162.69","132.29","202.58"
"1977-11-02","185.09","151.49","323.31","167.25","163.90","133.84","203.20"
"1977-11-09","188.07","152.91","333.29","166.65","165.72","136.17","204.13"
"1977-11-16","188.07","152.91","333.29","166.65","165.72","136.17","204.13"
"1977-11-23","188.07","152.91","333.29","166.65","165.72","136.17","204.13"
"1977-11-30","188.07","152.91","333.29","166.65","165.72","136.17","204.13"
"1977-12-07","191.49","155.76","339.02","169.02","170.84","137.06","213.95"
"1977-12-14","191.49","155.76","339.02","169.02","170.84","137.06","213.95"
"1977-12-21","191.49","155.76","339.02","169.02","170.84","137.06","213.95"
"1977-12-28","191.49","155.76","339.02","169.02","170.84","137.06","213.95"
"1978-01-04","192.94","157.60","338.40","170.79","173.39","138.47","211.47"
"1978-01-11","193.91","158.83","337.99","171.98","175.10","139.40","209.82"
"1978-01-18","193.91","158.83","337.99","171.98","175.10","139.40","209.82"
"1978-01-25","193.91","158.83","337.99","171.98","175.10","139.40","209.82"
"1978-02-01","193.95","158.88","338.01","171.56","175.39","139.51","208.73"
"1978-02-08","194.12","159.05","338.12","169.89","176.54","139.93","204.39"
"1978-02-15","194.12","159.05","338.12","169.89","176.54","139.93","204.39"
"1978-02-22","194.12","159.05","338.12","169.89","176.54","139.93","204.39"
"1978-03-01","194.48","159.36","338.69","170.38","176.33","140.61","205.01"
"1978-03-08","195.94","160.60","341.01","172.33","175.46","143.32","207.49"
"1978-03-15","195.94","160.60","341.01","172.33","175.46","143.32","207.49"
"1978-03-22","195.94","160.60","341.01","172.33","175.46","143.32","207.49"
"1978-03-29","195.94","160.60","341.01","172.33","175.46","143.32","207.49"
"1978-04-05","197.71","162.40","342.48","173.66","174.55","147.87","210.44"
"1978-04-12","198.90","163.59","343.47","174.55","173.95","150.90","212.40"
"1978-04-19","198.90","163.59","343.47","174.55","173.95","150.90","212.40"
"1978-04-26","198.90","163.59","343.47","174.55","173.95","150.90","212.40"
"1978-05-03","201.48","166.58","343.89","174.84","175.96","156.63","209.77"
"1978-05-10","203.20","168.57","344.17","175.04","177.29","160.46","208.01"
"1978-05-17","203.20","168.57","344.17","175.04","177.29","160.46","208.01"
"1978-05-24","203.20","168.57","344.17","175.04","177.29","160.46","208.01"
"1978-05-31","203.20","168.57","344.17","175.04","177.29","160.46","208.01"
"1978-06-07","202.01","166.60","346.69","179.42","172.05","158.20","201.81"
"1978-06-14","202.01","166.60","346.69","179.42","172.05","158.20","201.81"
"1978-06-21","202.01","166.60","346.69","179.42","172.05","158.20","201.81"
"1978-06-28","202.01","166.60","346.69","179.42","172.05","158.20","201.81"
"1978-07-05","201.93","166.26","347.87","180.36","175.06","153.28","222.43"
"1978-07-12","201.88","166.04","348.66","180.98","177.06","149.99","236.18"
"1978-07-19","201.88","166.04","348.66","180.98","177.06","149.99","236.18"
"1978-07-26","201.88","166.04","348.66","180.98","177.06","149.99","236.18"
"1978-08-02","202.24","166.46","348.68","183.22","177.96","149.10","235.35"
"1978-08-09","202.79","167.10","348.72","186.58","179.31","147.75","234.11"
"1978-08-16","202.79","167.10","348.72","186.58","179.31","147.75","234.11"
"1978-08-23","202.79","167.10","348.72","186.58","179.31","147.75","234.11"
"1978-08-30","202.79","167.10","348.72","186.58","179.31","147.75","234.11"
"1978-09-06","203.83","167.87","350.97","188.98","179.01","148.57","238.86"
"1978-09-13","204.09","168.06","351.53","189.58","178.94","148.77","240.05"
"1978-09-20","204.09","168.06","351.53","189.58","178.94","148.77","240.05"
"1978-09-27","204.09","168.06","351.53","189.58","178.94","148.77","240.05"
"1978-10-04","207.48","172.07","351.68","192.69","185.11","151.20","250.44"
"1978-10-11","209.74","174.75","351.79","194.76","189.23","152.81","257.36"
"1978-10-18","209.74","174.75","351.79","194.76","189.23","152.81","257.36"
"1978-10-25","209.74","174.75","351.79","194.76","189.23","152.81","257.36"
"1978-11-01","209.90","174.84","352.19","194.66","188.78","153.54","256.07"
"1978-11-08","210.51","175.23","353.78","194.29","186.96","156.47","250.90"
"1978-11-15","210.51","175.23","353.78","194.29","186.96","156.47","250.90"
"1978-11-22","210.51","175.23","353.78","194.29","186.96","156.47","250.90"
"1978-11-29","210.51","175.23","353.78","194.29","186.96","156.47","250.90"
"1978-12-06","209.24","173.47","354.88","195.66","183.23","154.59","260.41"
"1978-12-13","208.92","173.03","355.15","196.01","182.30","154.12","262.79"
"1978-12-20","208.92","173.03","355.15","196.01","182.30","154.12","262.79"
"1978-12-27","208.92","173.03","355.15","196.01","182.30","154.12","262.79"
