"TERMS AND CONDITIONS"
"https://www.bankofcanada.ca/terms/"

"NAME"
"Weekly BCPI"

"DESCRIPTION"
"Weekly Bank of Canada commodity price index."

"SERIES"
"id","label","description"
"W.BCPI","Weekly BCPI Total - v52673503","Weekly Bank of Canada commodity price index - Total"
"W.BCNE","Weekly BCPI Excluding Energy - v52673504","Weekly Bank of Canada commodity price index - Excluding Energy"
"W.ENER","Weekly BCPI Energy - v52673505","Weekly Bank of Canada commodity price index - Energy"
"W.MTLS","Weekly BCPI Metals and Minerals - v52673506","Weekly Bank of Canada commodity price index - Metals and Minerals"
"W.FOPR","Weekly BCPI Forestry - v52673509","Weekly Bank of Canada commodity price index - Forestry"
"W.AGRI","Weekly BCPI Agriculture - v52673507","Weekly Bank of Canada commodity price index - Agriculture"
"W.FISH","Weekly BCPI Fish - v52673508","Weekly Bank of Canada commodity price index - Fish"

"OBSERVATIONS"
"date","W.BCPI","W.BCNE","W.ENER","W.MTLS","W.FOPR","W.AGRI","W.FISH"
"1996-08-14","300.32","270.75","460.73","279.23","363.35","200.76","643.94"
"1996-08-21","301.40","270.12","468.54","277.09","368.51","196.27","643.94"
"1996-08-28","298.95","269.12","460.11","277.90","372.02","190.48","643.94"
"1996-09-04","296.35","265.24","462.09","280.87","370.46","180.97","621.14"
"1996-09-11","296.47","263.00","471.57","276.77","369.07","179.34","605.94"
"1996-09-18","288.15","252.41","471.49","272.65","341.26","177.70","605.94"
"1996-09-25","284.71","247.84","472.43","270.99","329.04","177.11","605.94"
"1996-10-02","290.26","253.76","477.01","269.25","343.61","179.59","682.81"
"1996-10-09","293.73","255.12","489.81","266.47","350.75","176.95","798.12"
"1996-10-16","296.08","258.17","489.45","267.37","360.17","176.62","798.12"
"1996-10-23","297.13","257.95","496.06","269.05","362.22","173.61","798.12"
"1996-10-30","293.76","256.68","483.35","273.76","355.97","172.52","798.12"
"1996-11-06","296.46","256.44","498.79","273.48","359.63","169.21","816.87"
"1996-11-13","304.21","262.18","515.75","277.17","367.98","174.37","821.56"
"1996-11-20","302.69","258.12","525.52","278.18","353.77","174.83","821.56"
"1996-11-27","306.13","263.18","521.87","283.38","360.97","178.40","821.56"
"1996-12-04","305.44","254.52","558.92","282.16","338.94","175.45","815.05"
"1996-12-11","308.45","252.55","586.17","278.51","339.56","172.35","810.71"
"1996-12-18","309.63","253.27","589.71","276.18","346.28","170.27","810.71"
"1996-12-25","317.72","258.52","612.26","278.46","361.89","169.73","810.71"
"1997-01-01","310.97","253.32","597.77","277.86","347.90","168.11","822.60"
"1997-01-08","313.98","252.23","622.15","279.74","342.07","168.32","870.14"
"1997-01-15","314.80","254.16","617.16","285.17","339.52","172.18","870.14"
"1997-01-22","313.00","253.94","607.26","286.78","340.05","170.18","870.14"
"1997-01-29","311.56","255.07","592.93","288.27","342.13","170.37","870.14"
"1997-02-05","305.28","253.34","565.03","286.74","341.19","168.12","841.80"
"1997-02-12","295.76","251.31","520.26","285.13","340.85","164.53","822.91"
"1997-02-19","295.80","251.28","520.62","285.53","340.90","164.17","822.91"
"1997-02-26","293.62","252.02","505.59","291.44","335.34","167.40","822.91"
"1997-03-05","286.95","256.94","453.22","296.15","343.76","168.80","892.23"
"1997-03-12","281.33","256.24","427.99","294.45","342.04","168.81","938.44"
"1997-03-19","281.06","253.49","436.62","293.03","334.56","169.19","938.44"
"1997-03-26","282.40","255.38","436.19","292.44","340.24","169.34","938.44"
"1997-04-02","278.76","254.49","422.00","289.97","339.91","169.22","911.77"
"1997-04-09","275.99","255.00","407.24","284.29","346.94","168.42","871.75"
"1997-04-16","279.62","258.54","411.95","280.47","354.08","173.70","871.75"
"1997-04-23","281.02","260.03","413.39","281.53","354.66","176.38","871.75"
"1997-04-30","281.36","259.42","417.01","285.67","351.03","175.38","871.75"
"1997-05-07","282.42","258.94","423.62","285.81","346.88","177.00","917.24"
"1997-05-14","286.71","260.23","439.38","292.00","345.70","177.64","917.24"
"1997-05-21","286.97","258.58","446.63","291.87","343.22","175.61","917.24"
"1997-05-28","283.28","255.32","440.65","290.78","338.72","171.83","917.24"
"1997-06-04","281.62","251.98","444.92","286.97","333.94","170.28","879.61"
"1997-06-11","278.03","252.13","426.89","288.12","333.44","170.81","854.51"
"1997-06-18","279.82","254.49","427.00","287.88","338.56","172.51","854.51"
"1997-06-25","279.46","254.41","425.57","286.40","341.79","170.33","854.51"
"1997-07-02","279.95","252.59","434.49","284.76","339.73","168.80","832.42"
"1997-07-09","276.67","250.78","425.23","281.75","338.82","167.30","799.29"
"1997-07-16","275.59","249.96","423.00","279.84","333.07","171.42","799.29"
"1997-07-23","274.98","249.24","422.63","282.27","329.08","171.62","799.29"
"1997-07-30","277.93","251.52","428.62","289.25","329.75","172.77","799.29"
"1997-08-06","279.00","251.71","433.08","290.96","328.74","174.53","724.16"
"1997-08-13","277.03","251.31","425.04","291.34","329.58","172.80","705.38"
"1997-08-20","276.89","250.77","426.30","287.17","331.90","171.74","705.38"
"1997-08-27","273.25","248.08","418.56","287.49","325.17","170.61","705.38"
"1997-09-03","273.95","245.68","430.74","281.50","323.80","169.01","712.50"
"1997-09-10","273.36","243.83","434.73","280.71","320.84","167.21","717.25"
"1997-09-17","271.51","241.61","433.96","278.72","317.78","165.39","717.25"
"1997-09-24","270.64","239.89","436.17","282.39","311.75","164.23","717.25"
"1997-10-01","273.86","238.24","459.41","283.07","305.76","164.13","776.64"
"1997-10-08","283.44","240.33","501.99","281.78","308.55","164.16","1014.18"
"1997-10-15","281.39","240.16","491.51","278.33","312.17","162.44","1014.18"
"1997-10-22","281.76","241.75","486.58","274.89","317.92","163.40","1014.18"
"1997-10-29","280.27","240.52","483.83","269.24","315.79","165.55","1014.18"
"1997-11-05","285.24","243.31","498.79","270.39","325.47","163.13","1036.71"
"1997-11-12","285.68","242.71","503.80","268.54","324.98","162.96","1051.72"
"1997-11-19","283.84","240.98","501.32","267.53","320.24","163.30","1051.72"
"1997-11-26","279.70","239.22","486.25","265.47","317.64","162.32","1051.72"
"1997-12-03","273.16","237.73","457.98","261.24","316.55","163.29","954.88"
"1997-12-10","266.31","233.69","438.52","258.14","309.70","161.66","890.32"
"1997-12-17","264.11","232.31","432.71","256.52","310.67","158.17","890.32"
"1997-12-24","262.54","229.78","434.73","256.25","307.87","154.25","890.32"
"1997-12-31","259.56","227.28","429.36","256.04","302.43","152.74","890.32"
"1998-01-07","252.00","222.46","409.00","252.95","293.13","149.98","923.87"
"1998-01-14","249.91","221.25","402.84","249.68","291.09","150.65","923.87"
"1998-01-21","251.65","224.12","399.96","251.85","294.48","153.72","923.87"
"1998-01-28","253.58","226.32","400.95","255.70","297.65","154.30","923.87"
"1998-02-04","253.96","227.79","396.93","256.48","303.58","152.10","954.39"
"1998-02-11","252.30","228.53","385.09","256.07","305.94","151.96","974.73"
"1998-02-18","251.47","229.13","378.47","254.26","308.40","152.52","974.73"
"1998-02-25","246.81","224.35","373.56","249.09","299.26","151.26","974.73"
"1998-03-04","244.78","221.44","374.76","250.74","288.14","152.58","960.10"
"1998-03-11","245.20","223.79","367.59","250.51","292.18","155.38","950.34"
"1998-03-18","242.69","223.02","357.89","251.65","288.44","156.00","950.34"
"1998-03-25","248.10","225.08","377.30","251.20","295.14","155.69","950.34"
"1998-04-01","252.18","227.01","390.64","252.48","301.05","154.74","951.17"
"1998-04-08","252.12","228.65","383.67","251.21","308.47","153.39","954.50"
"1998-04-15","253.39","230.89","381.27","254.16","310.15","155.82","954.50"
"1998-04-22","252.91","229.91","382.68","254.62","307.32","155.45","954.50"
"1998-04-29","248.63","227.49","370.65","256.61","297.39","156.53","954.50"
"1998-05-06","251.61","227.39","386.17","253.69","295.38","160.26","928.59"
"1998-05-13","249.21","225.49","381.30","247.04","293.78","161.08","922.11"
"1998-05-20","244.49","223.44","365.39","243.26","290.22","161.31","922.11"
"1998-05-27","243.69","220.29","373.77","242.70","284.31","158.66","922.11"
"1998-06-03","239.84","216.14","370.59","239.98","275.59","157.92","882.69"
"1998-06-10","238.54","217.56","358.24","238.62","283.66","155.52","856.41"
"1998-06-17","234.31","219.05","331.71","235.38","290.60","155.38","856.41"
"1998-06-24","238.66","220.93","345.99","238.04","294.74","154.93","856.41"
"1998-07-01","239.74","219.51","356.59","235.28","295.17","152.61","859.94"
"1998-07-08","239.45","217.50","363.03","233.75","293.83","149.34","874.03"
"1998-07-15","236.82","213.64","365.00","233.56","285.70","146.40","874.03"
"1998-07-22","237.41","214.99","362.61","240.00","287.01","144.75","874.03"
"1998-07-29","238.41","216.22","362.80","242.55","293.94","140.59","874.03"
"1998-08-05","235.76","215.21","353.30","236.70","300.04","136.90","869.62"
"1998-08-12","233.96","216.51","339.30","234.10","306.18","136.92","866.67"
"1998-08-19","233.49","216.27","337.89","233.57","305.68","137.03","866.67"
"1998-08-26","232.28","213.60","341.98","234.80","300.38","133.93","866.67"
"1998-09-02","228.47","209.81","337.47","233.70","295.68","129.34","853.12"
"1998-09-09","229.08","209.43","341.99","238.91","289.31","130.52","832.80"
"1998-09-16","228.94","208.96","343.11","236.44","287.00","132.54","832.80"
"1998-09-23","230.74","208.52","354.10","233.41","285.42","134.46","832.80"
"1998-09-30","231.67","208.56","358.82","235.06","282.82","135.64","832.80"
"1998-10-07","231.16","204.46","373.43","233.60","275.32","132.45","835.36"
"1998-10-14","230.76","207.15","359.83","233.50","279.67","135.60","835.36"
"1998-10-21","229.30","206.87","353.29","233.53","279.56","134.99","835.36"
"1998-10-28","228.47","204.97","356.75","230.22","276.28","134.92","835.36"
"1998-11-04","229.91","204.02","368.51","231.53","276.17","131.52","866.58"
"1998-11-11","231.33","206.27","366.55","232.95","280.39","132.55","887.40"
"1998-11-18","231.74","209.02","357.31","234.03","292.23","129.44","887.40"
"1998-11-25","228.50","209.32","339.48","233.42","295.24","128.27","887.40"
"1998-12-02","227.18","209.38","332.61","232.92","293.69","130.33","848.43"
"1998-12-09","225.00","205.61","336.17","228.92","286.76","129.62","789.98"
"1998-12-16","222.79","202.64","336.71","226.61","288.52","122.75","789.98"
"1998-12-23","221.75","202.59","331.58","225.49","293.05","120.05","789.98"
"1998-12-30","224.68","204.68","338.22","225.77","293.05","124.63","789.98"
"1999-01-06","226.49","206.46","340.89","224.94","291.13","130.00","840.41"
"1999-01-13","230.73","209.76","348.87","228.82","289.30","137.28","853.02"
"1999-01-20","230.02","213.08","335.78","226.82","296.05","140.97","853.02"
"1999-01-27","233.69","217.00","339.60","226.14","309.22","140.13","853.02"
"1999-02-03","231.33","215.64","333.82","226.16","307.74","137.99","852.60"
"1999-02-10","227.76","215.71","319.02","230.94","301.74","140.41","852.32"
"1999-02-17","225.01","212.31","317.34","226.99","298.37","137.03","852.32"
"1999-02-24","227.64","213.66","324.28","226.82","304.19","135.67","852.32"
"1999-03-03","227.21","212.20","326.67","227.33","302.90","132.12","907.40"
"1999-03-10","231.08","212.90","340.82","226.82","301.59","134.60","944.13"
"1999-03-17","232.76","211.47","352.37","225.26","297.27","135.47","944.13"
"1999-03-24","235.05","211.67","361.71","231.63","291.62","137.17","944.13"
"1999-03-31","238.45","212.34","374.80","229.59","294.20","137.76","944.13"
"1999-04-07","238.75","210.56","382.06","227.76","292.88","137.07","836.67"
"1999-04-14","238.68","211.33","379.17","231.73","291.85","137.66","836.67"
"1999-04-21","243.62","213.80","393.43","236.63","293.32","139.90","836.67"
"1999-04-28","247.09","216.56","400.10","237.81","301.21","139.41","836.67"
"1999-05-05","254.94","219.59","426.55","242.32","300.85","144.31","866.15"
"1999-05-12","257.08","221.36","430.18","243.52","304.50","144.63","885.81"
"1999-05-19","256.12","222.05","423.14","240.87","309.57","143.53","885.81"
"1999-05-26","254.16","221.04","417.40","236.42","310.51","142.73","885.81"
"1999-06-02","251.33","218.91","411.61","227.26","312.30","141.51","865.27"
"1999-06-09","256.31","222.64","421.91","228.83","317.52","146.08","834.45"
"1999-06-16","261.22","226.51","431.42","232.53","325.20","147.24","834.45"
"1999-06-23","261.09","227.29","428.04","234.34","330.24","144.08","834.45"
"1999-06-30","264.79","230.57","433.91","239.06","337.52","143.70","834.45"
"1999-07-07","268.00","229.90","451.57","240.59","342.40","137.29","859.55"
"1999-07-14","270.30","232.19","454.30","243.86","347.33","137.24","859.55"
"1999-07-21","270.14","231.89","454.67","244.54","344.75","138.06","859.55"
"1999-07-28","269.49","229.90","458.82","243.50","340.85","136.88","859.55"
"1999-08-04","268.29","224.90","472.00","243.80","324.84","137.05","862.01"
"1999-08-11","269.28","222.95","484.87","248.71","311.90","140.02","863.65"
"1999-08-18","270.01","222.40","490.88","251.19","309.93","138.98","863.65"
"1999-08-25","266.47","218.62","488.06","249.14","300.76","138.45","863.65"
"1999-09-01","269.43","220.27","496.79","251.06","305.66","137.35","868.42"
"1999-09-08","275.27","221.80","521.48","255.78","307.09","137.18","887.47"
"1999-09-15","278.57","221.49","541.01","256.21","309.37","134.44","887.47"
"1999-09-22","278.82","219.79","550.25","257.90","305.09","133.06","887.47"
"1999-09-29","278.66","218.44","555.71","261.10","297.47","134.49","887.47"
"1999-10-06","272.92","216.22","533.60","266.56","288.60","134.03","884.66"
"1999-10-13","267.12","214.90","507.52","265.39","283.31","135.89","883.95"
"1999-10-20","271.47","218.89","513.59","265.55","292.43","137.63","883.95"
"1999-10-27","271.94","218.53","517.75","263.92","290.55","139.16","883.95"
"1999-11-03","276.09","221.56","527.09","263.93","300.24","138.23","886.89"
"1999-11-10","284.91","225.68","557.20","263.79","311.56","138.78","888.85"
"1999-11-17","291.10","228.60","578.58","261.46","317.65","141.92","888.85"
"1999-11-24","296.21","230.75","597.67","263.34","322.55","142.14","888.85"
"1999-12-01","294.36","232.50","579.15","266.63","323.00","144.42","880.78"
"1999-12-08","285.65","230.14","541.36","264.88","319.60","142.93","848.53"
"1999-12-15","281.32","225.21","539.53","264.47","308.78","140.21","848.53"
"1999-12-22","284.37","227.57","545.75","269.85","311.21","141.21","848.53"
"1999-12-29","285.50","229.27","544.30","274.40","311.06","143.18","848.53"
"2000-01-05","284.90","232.49","530.47","274.22","320.18","143.36","854.51"
"2000-01-12","284.80","234.80","523.07","273.61","324.81","145.43","858.49"
"2000-01-19","295.11","234.27","567.01","276.45","319.84","146.82","858.49"
"2000-01-26","302.82","231.77","607.57","281.00","310.14","146.65","858.49"
"2000-02-02","305.83","234.80","611.35","280.01","320.30","145.38","887.34"
"2000-02-09","306.74","236.55","609.99","282.27","321.84","146.46","930.61"
"2000-02-16","309.93","238.80","616.88","284.72","323.60","149.27","930.61"
"2000-02-23","307.32","237.60","609.21","281.77","321.21","149.93","930.61"
"2000-03-01","307.79","234.39","621.34","278.41","315.42","148.84","923.34"
"2000-03-08","316.13","235.32","655.58","276.80","318.46","149.89","894.26"
"2000-03-15","314.21","234.40","649.94","276.83","313.97","151.55","894.26"
"2000-03-22","310.22","235.40","628.93","277.18","314.07","153.86","894.26"
"2000-03-29","304.99","233.74","610.95","273.69","312.77","152.68","894.26"
"2000-04-05","303.81","234.88","602.32","269.25","316.44","154.37","922.19"
"2000-04-12","301.63","234.92","592.75","265.28","317.96","155.07","940.81"
"2000-04-19","305.42","231.38","620.35","263.42","309.01","155.10","940.81"
"2000-04-26","305.53","229.49","626.91","264.54","302.30","155.78","940.81"
"2000-05-03","306.18","231.22","624.22","266.23","304.57","157.41","931.84"
"2000-05-10","310.02","229.51","647.23","266.63","300.73","156.38","925.86"
"2000-05-17","319.12","228.74","692.20","269.03","299.01","154.60","925.86"
"2000-05-24","324.76","225.66","730.90","271.06","290.61","153.35","925.86"
"2000-05-31","332.39","224.47","773.94","264.74","294.44","149.98","925.86"
"2000-06-07","332.35","224.35","774.19","262.75","294.68","151.27","886.75"
"2000-06-14","335.05","226.32","780.01","261.71","297.50","154.48","886.75"
"2000-06-21","340.30","226.06","807.97","267.40","293.05","154.80","886.75"
"2000-06-28","342.65","224.67","826.32","267.48","287.70","156.35","886.75"
"2000-07-05","338.72","226.33","798.67","268.54","293.18","154.63","894.35"
"2000-07-12","330.30","224.56","762.92","267.75","287.63","155.73","899.42"
"2000-07-19","331.32","222.53","776.45","268.66","280.29","157.15","899.42"
"2000-07-26","315.74","219.28","711.26","268.46","275.00","153.71","899.42"
"2000-08-02","315.07","219.03","708.81","265.23","278.42","151.25","902.72"
"2000-08-09","325.48","216.02","773.68","262.40","274.03","148.99","907.66"
"2000-08-16","330.33","215.58","801.01","263.80","273.89","147.11","907.66"
"2000-08-23","333.03","213.15","826.51","265.10","267.57","146.22","907.66"
"2000-08-30","334.00","212.61","834.25","267.57","264.19","146.88","907.66"
"2000-09-06","339.31","212.13","865.92","271.65","264.30","144.73","820.75"
"2000-09-13","343.97","213.65","884.64","275.29","268.46","143.06","799.02"
"2000-09-20","354.19","216.14","930.33","273.68","277.80","141.27","799.02"
"2000-09-27","345.55","215.90","882.52","273.64","276.61","141.83","799.02"
"2000-10-04","340.92","213.25","869.51","268.31","269.31","144.64","810.32"
"2000-10-11","338.67","210.86","868.59","265.18","265.72","143.37","817.85"
"2000-10-18","345.14","208.40","918.10","260.27","260.79","144.41","817.85"
"2000-10-25","338.00","209.24","872.73","257.70","265.89","142.92","817.85"
"2000-11-01","327.93","206.46","829.93","254.07","262.17","141.20","813.81"
"2000-11-08","331.82","207.43","846.90","255.76","262.48","142.89","797.66"
"2000-11-15","350.92","210.49","940.90","254.44","270.46","143.94","797.66"
"2000-11-22","360.90","211.60","994.17","252.61","272.59","145.88","797.66"
"2000-11-29","362.80","213.43","995.37","257.21","273.28","147.58","797.66"
"2000-12-06","365.89","213.06","1016.38","258.82","269.83","148.25","846.86"
"2000-12-13","370.35","211.72","1051.56","265.06","262.57","148.35","859.16"
"2000-12-20","366.26","209.99","1036.46","263.12","257.89","149.65","859.16"
"2000-12-27","373.40","208.96","1086.87","260.02","256.62","149.88","859.16"
"2001-01-03","367.15","207.07","1058.98","258.44","253.26","149.12","858.99"
"2001-01-10","373.54","208.07","1092.87","258.46","257.10","148.15","858.88"
"2001-01-17","358.33","203.73","1024.67","261.75","247.83","143.86","858.88"
"2001-01-24","348.96","204.70","963.77","265.48","250.91","141.67","858.88"
"2001-01-31","338.62","207.57","891.19","266.78","259.17","140.85","858.88"
"2001-02-07","334.58","210.22","855.76","263.83","266.27","140.76","987.50"
"2001-02-14","331.03","206.78","852.08","259.45","260.96","139.05","987.50"
"2001-02-21","318.20","204.43","793.61","256.04","254.21","140.83","987.50"
"2001-02-28","312.12","203.90","763.99","253.68","251.94","142.73","987.50"
"2001-03-07","316.37","207.86","769.46","255.93","258.71","145.83","962.75"
"2001-03-14","314.29","210.85","746.88","252.26","266.74","148.23","962.75"
"2001-03-21","313.65","212.84","735.72","248.14","269.67","152.99","962.75"
"2001-03-28","319.66","213.99","761.43","246.86","269.79","156.59","962.75"
"2001-04-04","315.23","212.04","746.78","244.53","264.24","157.55","990.07"
"2001-04-11","323.66","214.83","778.27","246.46","270.01","158.16","1008.29"
"2001-04-18","327.22","218.36","782.13","248.44","276.55","160.25","1008.29"
"2001-04-25","321.89","222.84","738.49","250.97","288.30","159.94","1008.29"
"2001-05-02","324.44","228.35","730.60","253.18","302.55","161.01","971.05"
"2001-05-09","321.88","235.46","694.20","254.99","311.02","171.93","915.18"
"2001-05-16","325.73","238.54","701.59","253.99","321.70","171.39","915.18"
"2001-05-23","329.08","246.23","691.90","256.60","344.70","170.55","915.18"
"2001-05-30","322.61","245.98","664.18","255.25","344.01","171.29","915.18"
"2001-06-06","314.70","239.52","649.26","250.61","326.64","173.09","851.61"
"2001-06-13","311.93","233.48","655.79","248.73","309.61","173.37","835.71"
"2001-06-20","311.18","232.98","653.84","247.40","307.11","175.13","835.71"
"2001-06-27","297.33","227.50","609.75","244.91","291.85","175.92","835.71"
"2001-07-04","281.63","223.27","555.08","242.37","279.64","177.17","860.64"
"2001-07-11","284.71","221.12","574.18","240.56","276.50","175.07","877.26"
"2001-07-18","284.16","223.37","565.41","240.15","283.48","174.78","877.26"
"2001-07-25","277.81","219.71","549.02","237.93","275.84","173.48","877.26"
"2001-08-01","284.95","220.10","578.17","235.08","279.50","173.11","865.02"
"2001-08-08","286.63","223.86","574.42","233.18","292.43","173.49","816.06"
"2001-08-15","287.12","225.97","570.51","232.33","300.08","172.83","816.06"
"2001-08-22","290.32","227.57","579.48","236.15","303.76","171.29","816.06"
"2001-08-29","274.85","223.85","525.71","236.82","292.49","170.94","816.06"
"2001-09-05","262.42","221.86","481.35","233.87","291.12","167.56","877.30"
"2001-09-12","266.99","219.49","505.36","228.20","288.22","166.79","918.13"
"2001-09-19","263.21","218.57","492.82","232.50","281.60","167.52","918.13"
"2001-09-26","241.58","214.17","420.39","230.23","269.18","168.81","918.13"
"2001-10-03","231.55","206.78","399.53","229.75","257.02","162.42","809.73"
"2001-10-10","236.88","203.66","426.46","228.00","251.87","161.30","737.46"
"2001-10-17","243.40","200.95","458.63","228.31","245.84","159.50","737.46"
"2001-10-24","242.75","196.32","468.15","222.18","239.00","157.26","737.46"
"2001-10-31","255.02","197.43","516.15","221.85","243.41","156.11","737.46"
"2001-11-07","248.70","200.70","480.59","219.51","252.53","156.46","802.81"
"2001-11-14","242.12","199.79","456.43","227.64","247.35","153.92","802.81"
"2001-11-21","223.53","199.37","386.69","231.64","244.51","153.05","802.81"
"2001-11-28","222.70","200.62","380.74","232.45","242.88","157.69","802.81"
"2001-12-05","224.64","199.89","389.22","235.73","237.08","159.64","802.75"
"2001-12-12","228.42","199.20","405.07","229.75","240.78","157.53","802.71"
"2001-12-19","236.89","199.73","435.83","230.04","242.63","156.94","802.71"
"2001-12-26","246.86","202.76","467.86","233.32","247.88","158.05","802.71"
"2002-01-02","246.93","203.59","465.84","233.18","249.31","158.43","835.55"
"2002-01-09","244.09","205.35","449.75","238.82","247.48","160.77","884.82"
"2002-01-16","238.31","204.44","429.18","240.82","245.59","158.78","884.82"
"2002-01-23","234.35","205.47","411.37","237.37","250.48","158.82","884.82"
"2002-01-30","235.09","208.57","406.95","236.11","257.54","161.27","884.82"
"2002-02-06","239.21","208.34","423.18","239.15","253.06","161.02","1007.32"
"2002-02-13","243.82","209.36","438.64","241.28","253.81","161.19","1037.94"
"2002-02-20","247.98","213.23","445.33","241.12","264.40","161.36","1037.94"
"2002-02-27","250.28","213.01","454.91","238.63","266.38","160.40","1037.94"
"2002-03-06","260.03","216.24","485.75","243.92","272.11","161.47","971.61"
"2002-03-13","269.34","217.64","520.43","245.21","275.25","161.75","955.03"
"2002-03-20","276.28","217.42","550.73","247.23","276.14","158.95","955.03"
"2002-03-27","282.19","215.23","583.46","244.58","274.46","156.23","955.03"
"2002-04-03","286.33","214.71","604.07","246.68","269.74","159.73","871.35"
"2002-04-10","283.33","212.67","596.89","243.66","269.82","156.98","815.56"
"2002-04-17","274.43","210.25","564.52","244.25","264.86","154.73","815.56"
"2002-04-24","281.24","207.96","603.01","246.75","255.80","155.80","815.56"
"2002-05-01","283.16","208.76","609.19","246.76","257.40","155.94","840.63"
"2002-05-08","286.62","211.46","616.19","244.98","264.25","155.77","940.92"
"2002-05-15","292.14","212.24","639.46","244.75","265.83","156.54","940.92"
"2002-05-22","284.03","209.51","610.73","242.57","257.29","158.88","940.92"
"2002-05-29","276.36","207.52","581.90","245.61","250.73","158.10","940.92"
"2002-06-05","273.30","207.99","566.50","250.69","251.42","157.06","861.85"
"2002-06-12","268.47","205.61","552.34","250.49","248.43","154.54","809.13"
"2002-06-19","272.76","205.98","570.52","248.54","250.03","155.16","809.13"
"2002-06-26","278.10","208.86","585.51","247.02","254.19","160.04","809.13"
"2002-07-03","280.05","211.75","584.89","248.69","258.13","162.96","819.45"
"2002-07-10","276.77","211.68","570.39","248.68","257.70","163.07","826.33"
"2002-07-17","275.24","211.19","565.09","250.30","253.65","164.96","826.33"
"2002-07-24","272.52","206.96","566.27","244.99","244.92","165.60","826.33"
"2002-07-31","270.94","203.96","568.85","239.38","240.39","165.45","826.33"
"2002-08-07","269.04","205.06","556.70","237.65","246.60","163.84","785.33"
"2002-08-14","270.50","203.34","568.96","238.67","240.54","164.85","785.33"
"2002-08-21","278.70","202.29","610.81","238.69","238.29","164.18","785.33"
"2002-08-28","282.03","201.10","631.09","239.21","236.46","162.26","785.33"
"2002-09-04","273.56","198.47","599.78","238.75","233.28","158.70","764.36"
"2002-09-11","278.32","197.70","625.55","242.15","230.32","157.89","750.38"
"2002-09-18","279.81","197.01","635.56","241.46","225.84","161.52","750.38"
"2002-09-25","286.31","194.71","677.24","239.23","220.84","161.91","750.38"
"2002-10-02","288.92","194.53","691.69","238.22","220.20","162.37","768.91"
"2002-10-09","286.32","196.22","671.25","238.32","224.32","161.90","796.72"
"2002-10-16","288.78","197.18","679.94","239.22","224.97","163.51","796.72"
"2002-10-23","290.36","199.28","679.52","241.44","229.26","163.38","796.72"
"2002-10-30","285.41","197.68","660.83","243.90","226.40","160.21","796.72"
"2002-11-06","280.59","196.83","640.14","247.88","221.84","158.83","875.72"
"2002-11-13","273.22","195.45","609.05","248.62","215.09","162.04","895.47"
"2002-11-20","278.45","194.65","637.88","248.17","214.95","159.98","895.47"
"2002-11-27","284.52","197.53","656.90","248.83","221.42","160.49","895.47"
"2002-12-04","285.90","198.95","658.32","249.59","223.63","162.82","840.64"
"2002-12-11","291.86","201.90","676.76","249.94","232.00","162.37","804.09"
"2002-12-18","304.88","201.23","747.07","251.31","230.96","160.68","804.09"
"2002-12-25","307.78","199.40","770.73","251.89","226.04","160.58","804.09"
"2003-01-01","304.96","198.36","760.22","251.06","224.72","159.30","813.49"
"2003-01-08","309.65","198.65","777.71","252.57","224.10","159.04","851.11"
"2003-01-15","316.03","202.01","796.17","255.55","230.79","159.72","851.11"
"2003-01-22","327.58","202.18","850.23","259.64","228.40","160.26","851.11"
"2003-01-29","335.01","205.87","872.82","264.55","234.13","161.74","851.11"
"2003-02-05","338.09","211.13","868.87","265.74","246.30","162.73","876.21"
"2003-02-12","346.74","212.37","905.83","264.21","250.29","162.78","892.94"
"2003-02-19","344.89","209.26","908.27","260.08","246.04","160.87","892.94"
"2003-02-26","398.50","207.75","1200.47","265.17","239.35","160.35","892.94"
"2003-03-05","380.78","206.78","1098.67","264.44","236.21","159.57","987.67"
"2003-03-12","358.96","208.53","977.44","261.84","240.03","160.92","1050.83"
"2003-03-19","326.69","209.54","817.60","257.25","245.70","160.78","1050.83"
"2003-03-26","309.18","207.73","743.43","254.21","241.76","161.59","1050.83"
"2003-04-02","309.50","206.93","747.34","249.91","241.02","162.53","1071.48"
"2003-04-09","310.27","212.75","733.16","247.18","257.51","163.62","1102.45"
"2003-04-16","316.79","212.76","761.92","248.71","258.38","161.81","1102.45"
"2003-04-23","324.27","214.03","791.54","251.50","260.55","161.44","1102.45"
"2003-04-30","310.25","215.57","724.92","251.09","261.07","165.46","1102.45"
"2003-05-07","311.23","214.70","731.68","254.87","257.85","166.28","960.73"
"2003-05-14","325.35","216.06","790.20","259.42","254.19","170.91","960.73"
"2003-05-21","332.67","217.23","819.46","262.85","253.29","173.00","960.73"
"2003-05-28","331.51","218.89","808.96","264.24","261.22","168.72","960.73"
"2003-06-04","338.33","221.09","832.99","267.60","264.38","169.75","954.53"
"2003-06-11","346.10","224.58","857.18","265.37","273.45","172.15","950.41"
"2003-06-18","335.84","226.21","805.77","262.55","280.42","171.85","950.41"
"2003-06-25","339.08","228.58","812.93","261.04","290.47","170.09","950.41"
"2003-07-02","329.16","227.35","772.96","259.44","291.74","167.08","929.15"
"2003-07-09","330.13","227.16","777.81","262.45","288.78","167.93","897.27"
"2003-07-16","329.77","224.04","785.39","266.30","279.77","165.25","897.27"
"2003-07-23","323.79","221.13","767.74","265.02","273.99","163.48","897.27"
