Date,Exchange Rate,Prime_Rate,INDINF_CPI_Q,GDP,W.MTLS,Open,Gold_Price_in_USD,Ontario_population,Ontario_Immigrants_International,Ontario_Emigrants_International,Ontario_In_migrant_Interprovincial,Ontario_Out_migrant_Interprovincial,Crime_severity_index_toronto,Toronto_median_age,UT_Graduate_Enrolment,UT_Undergraduate_Enrolment,UT_Total_Enrolment,Ryerson_Total_Enrolment,York_Total_Enrolment,Unemployment_rate_toronto,Participation_rate_toronto,Employment_rate_toronto,Toronto_population,Sales_Total,Avg_Price_Month,New Units Number (Plan for construction),New Units Number (construction complete),Prime_Rate_2,Bank_of_Canada_Overnight_Rate,Exchange Rate_Change_Rate,Prime_Rate_Change_Rate,INDINF_CPI_Q_Change_Rate,GDP_Change_Rate,W.MTLS_Change_Rate,Open_Change_Rate,Gold_Price_in_USD_Change_Rate,Ontario_population_Change_Rate,Ontario_Immigrants_International_Change_Rate,Ontario_Emigrants_International_Change_Rate,Ontario_In_migrant_Interprovincial_Change_Rate,Ontario_Out_migrant_Interprovincial_Change_Rate,Crime_severity_index_toronto_Change_Rate,Toronto_median_age_Change_Rate,UT_Graduate_Enrolment_Change_Rate,UT_Undergraduate_Enrolment_Change_Rate,UT_Total_Enrolment_Change_Rate,Ryerson_Total_Enrolment_Change_Rate,York_Total_Enrolment_Change_Rate,Unemployment_rate_toronto_Change_Rate,Participation_rate_toronto_Change_Rate,Employment_rate_toronto_Change_Rate,Toronto_population_Change_Rate,Sales_Total_Change_Rate,Avg_Price_Month_Change_Rate,New Units Number (Plan for construction)_Change_Rate,New Units Number (construction complete)_Change_Rate,Prime_Rate_2_Change_Rate,Bank_of_Canada_Overnight_Rate_Change_Rate
2001-11-01,1.5932341818181819,4.375,1.120564686129401,33662.03677758319,227.81,1861.6028587619048,275.1064,11970637.744785015,30033.109228415742,4207.3773136305,10710.346554084706,9854.790858338509,78.73829961647397,37.04031268236007,8549.0,36712.0,45261.0,25846.0,39000.0,7.0,70.0,65.0,4985867.533468332,839.0,196114.1061,1467.0,1273.0,4.0,2.25,0.014619941751566001,-0.11616161616161624,0.018695169208546192,0.005171231375905805,0.007928572060632577,0.13072758547128793,-0.025972824333787115,0.0007397509507161004,-0.0001961041174558531,-0.23654920819624392,-0.041751225365956324,-0.1280489419272245,-0.0013802897387922286,0.0007798693073950425,0.0,0.0,0.0,0.0,0.0,0.06060606060606055,0.008645533141210304,0.0030864197530864335,0.0018060348365755985,0.05402010050251249,0.01987320203963483,0.3204320432043204,2.8929663608562692,-0.11111111111111116,0.5
2001-12-01,1.5773436111111112,4.0,1.4295402380078825,33490.71278458844,232.20999999999998,1976.3270081000005,275.17125,11973290.986309398,32645.256851918923,3346.914088221377,12487.422379945448,10076.36192344419,78.63814803940197,37.069188142278705,8549.0,36712.0,45261.0,25846.0,39000.0,7.2,70.2,65.2,4994232.930292241,655.0,193162.7985,1230.0,80.0,4.0,2.25,-0.009973782189970692,-0.08571428571428574,0.27573200878365145,-0.005089531394869229,0.019314340898116678,0.061626543383369814,0.00023572697690776856,0.0002216457953996276,0.08697559761916707,-0.2045129688325097,0.16592141224253876,0.02248358877329215,-0.0012719550404292068,0.0007795684708782336,0.0,0.0,0.0,0.0,0.0,0.028571428571428692,0.0028571428571428914,0.0030769230769231992,0.00167782171663311,-0.21930870083432663,-0.015048930740836686,-0.16155419222903888,-0.9371563236449332,0.0,0.0
2002-01-01,1.6002345909090911,3.85,1.6,33779.44153577661,237.26,1981.7881149999998,280.93839999999994,11980361.0,36136.0,2715.0,14788.0,11658.0,78.54,37.1,9107.0,38339.0,47446.0,25846.0,39000.0,7.5,70.5,65.2,5002533.0,732.0,196438.8825,2152.0,1474.0,3.75,2.0,0.014512360931842272,-0.03749999999999998,0.11924096815187202,0.00862115873870084,0.021747556091469056,0.0027632607749714655,0.020958403176203788,0.0005904820736992722,0.10692956602900461,-0.18880499217032187,0.18423158519481442,0.15696519126371267,-0.001248097034950324,0.0008311986117157666,0.06527079190548601,0.04431793419045538,0.04827555732308175,0.0,0.0,0.04166666666666674,0.004273504273504258,0.0,0.0016619308357475049,0.11755725190839694,0.016960222286280358,0.7495934959349593,17.425,-0.0625,-0.11111111111111116
2002-02-01,1.5953253,3.75,1.545042995943221,34048.03664921466,240.045,1811.8284205263155,294.74583333333345,11993559.615606755,40114.13044586188,2318.4758153145335,17255.752001446162,14560.88781113375,78.44728145668805,37.13180170547974,9107.0,38339.0,47446.0,25846.0,39000.0,7.0,69.7,64.9,5010483.253839385,957.0,208220.7482,787.0,1246.0,3.75,2.0,-0.0030678570110787007,-0.025974025974025983,-0.03434812753548688,0.007951437360311786,0.011738177526763982,-0.08576077996798581,0.04914754741015659,0.001101687637522275,0.1100877364916395,-0.14604942345689376,0.16687530439857734,0.24900392958772954,-0.0011805263981660152,0.0008571888269470751,0.0,0.0,0.0,0.0,0.0,-0.06666666666666665,-0.01134751773049636,-0.004601226993865004,0.0015892456560275825,0.3073770491803278,0.059977258830109736,-0.6342936802973977,-0.15468113975576658,0.0,0.0
2002-03-01,1.5874213999999998,3.75,1.3483379099616153,33994.588132635254,245.235,1855.9414977999998,293.5624,12010244.978104932,43687.16622561303,2251.4889584545635,19545.49767938822,18039.445685082715,78.36820244334318,37.16137662182199,9107.0,38339.0,47446.0,25846.0,39000.0,7.2,69.9,64.9,5017363.454073837,1099.0,206571.384,1293.0,1589.0,3.75,2.0,-0.004954412745789449,0.0,-0.1273136647317189,-0.0015697973169515045,0.021620946072611558,0.024347270841943214,-0.004015097753714669,0.0013911935266044395,0.08907174953158514,-0.028892626965307477,0.13269463294037598,0.23889737487635476,-0.0010080529481257816,0.0007964848185075812,0.0,0.0,0.0,0.0,0.0,0.028571428571428692,0.0028694404591105283,0.0,0.0013731610078089318,0.14838035527690696,-0.007921228860515717,0.6429479034307497,0.2752808988764044,0.0,0.0
2002-04-01,1.581398619047619,3.875,1.3,34281.84118673648,245.335,1766.0586382272727,302.2626923076923,12030408.0,44496.0,3132.0,21558.0,20853.0,78.28581745710578,37.19506223110007,9107.0,38339.0,47446.0,25846.0,39000.0,7.4,69.6,64.4,5024647.929325027,1183.0,219488.6002,1020.0,904.0,4.0,2.25,-0.003794065616338993,0.03333333333333344,-0.035849996951425434,0.00844996424079203,0.00040777213692977377,-0.04842979139120096,0.02963694365386127,0.0016788185363267871,0.018514219260867604,0.3910794402251143,0.10296500777946793,0.15596678323901525,-0.0010512552753390025,0.000906468283478512,0.0,0.0,0.0,0.0,0.0,0.0277777777777779,-0.0042918454935624295,-0.007704160246533087,0.0014518532129210726,0.07643312101910826,0.06253148887263116,-0.21113689095127608,-0.43108873505349277,0.06666666666666665,0.125
2002-05-01,1.549755090909091,4.0,1.4744708760926033,34316.092495637,244.93400000000003,1666.4209095454544,313.27259259259256,12051053.57056871,41643.65526300539,5037.718359958575,22890.91202594065,22228.40642864886,78.21125965452676,37.22860367472921,9107.0,38339.0,47446.0,25846.0,39000.0,7.0,69.1,64.3,5031364.350203325,1115.0,218748.3372,1243.0,916.0,4.0,2.25,-0.02000983670871359,0.032258064516129004,0.13420836622507948,0.0009991093743755286,-0.0016344997656265736,-0.05641813160962328,0.036424939514839494,0.0017161155771865388,-0.0641033966422736,0.6084669093098898,0.06182911336583419,0.06595724493592581,-0.0009523794347535697,0.0009017714077406147,0.0,0.0,0.0,0.0,0.0,-0.05405405405405406,-0.007183908045977017,-0.0015527950310559868,0.0013366948237505394,-0.05748098055790363,-0.0033726717438875564,0.21862745098039205,0.01327433628318575,0.0,0.0
2002-06-01,1.5311163999999997,4.25,1.8601313463521558,34353.924956369985,249.185,1506.0290037500004,321.3192,12073291.663160209,35590.84033480832,7734.822898895234,23448.035637844274,22253.530396940772,78.1395585154342,37.26423704895134,9107.0,38339.0,47446.0,25846.0,39000.0,7.7,68.8,63.5,5037960.478100618,940.0,214305.2351,294.0,863.0,4.25,2.5,-0.012026862191598098,0.0625,0.26155855399569883,0.0011024699486923417,0.017355695820098438,-0.09624933585309114,0.02568564118812655,0.0018453235197466444,-0.1453478300588602,0.5353821603792153,0.024338200735395388,0.0011302640327617297,-0.0009167623614459997,0.0009571504355485594,0.0,0.0,0.0,0.0,0.0,0.10000000000000009,-0.004341534008682979,-0.01244167962674958,0.0013110018353226227,-0.15695067264573992,-0.02031147828080504,-0.7634754625905068,-0.05786026200873362,0.0625,0.11111111111111116
2002-07-01,1.5441997826086962,4.4,2.3,34385.70331588133,246.408,1350.8318259545454,313.02222222222224,12094174.0,30426.0,8999.0,22142.0,20905.0,78.07533991976956,37.29966342639729,9107.0,38339.0,47446.0,25846.0,39000.0,7.3,69.0,64.0,5044010.756378371,617.0,215936.6904,1444.0,1490.0,4.5,1.5,0.008544995409033973,0.03529411764705892,0.23647182469692596,0.0009250284953379317,-0.011144330517487089,-0.10305059026686425,-0.025821605984882923,0.001729630776957869,-0.14511712244560404,0.1634396957279174,-0.05569914930257014,-0.06059849259361372,-0.0008218448745388462,0.000950680337273857,0.0,0.0,0.0,0.0,0.0,-0.051948051948051965,0.0029069767441860517,0.007874015748031482,0.0012009380192743446,-0.34361702127659577,0.007612764565638086,3.91156462585034,0.7265353418308227,0.05882352941176472,-0.4
2002-08-01,1.5682053636363635,4.5,2.8001508303192155,34578.96335078534,238.555,1326.9227239999998,309.2012000000001,12114826.338855306,26455.676205571945,8553.659106580895,18700.677148789604,18089.084875365377,77.99413296073332,37.33627194419688,9107.0,38339.0,47446.0,25846.0,39000.0,8.0,69.9,64.3,5050114.804058572,765.0,208338.9516,1101.0,1272.0,4.5,1.5,0.01554564461025465,0.022727272727272707,0.2174568827474852,0.005620360099330979,-0.03186990682120705,-0.017699540013169757,-0.012206872071560237,0.00170762706533778,-0.13049115212081952,-0.049487820137693594,-0.15542059665840469,-0.13470055606958253,-0.001040110220713597,0.0009814704594273138,0.0,0.0,0.0,0.0,0.0,0.09589041095890405,0.013043478260869712,0.004687499999999956,0.0012101575462506453,0.23987034035656407,-0.03518502939878343,-0.23753462603878117,-0.1463087248322148,0.0,0.0
2002-09-01,1.5737073333333333,4.5,3.332186947996412,34555.87260034904,240.3975,1256.13549205,318.1468,12133731.255225006,23854.224540845582,6671.188960447839,13725.611864340366,14229.604289287854,77.87381759098645,37.37172473104934,9107.0,38339.0,47446.0,25846.0,39000.0,7.7,70.2,64.8,5056301.996325304,780.0,215612.8782,691.0,1024.0,4.5,1.5,0.003508449737865904,0.0,0.19000266411239886,-0.0006677687298506374,0.00772358575590526,-0.05334691362931232,0.028931323681796517,0.0015604777023561223,-0.09833245782538191,-0.22007776118699274,-0.2660366383990137,-0.21335963718836637,-0.0015426207738914455,0.0009495534772578917,0.0,0.0,0.0,0.0,0.0,-0.03749999999999998,0.0042918454935620964,0.007776049766718529,0.0012251587353537818,0.019607843137254832,0.03491390613295198,-0.37238873751135326,-0.19496855345911945,0.0,0.0
2002-10-01,1.5778976956521737,4.5,3.8,34709.67190226876,240.22000000000003,1236.3356508695654,315.86499999999995,12146053.0,22532.0,5316.0,10617.0,11651.0,77.72009724514835,37.40493107550956,9107.0,38339.0,47446.0,25846.0,39000.0,7.9,70.3,64.8,5062369.249617506,950.0,218940.0189,1000.0,1033.0,4.5,1.5,0.0026627329174127023,0.0,0.14039219866846775,0.004450742821588305,-0.0007383604238812014,-0.015762504368156627,-0.007172160776094616,0.0010154951115872723,-0.05542936592139214,-0.2031405448837511,-0.22648257105511282,-0.18121405464725715,-0.001973966996782872,0.0008885419310773468,0.0,0.0,0.0,0.0,0.0,0.025974025974025983,0.0014245014245013454,0.0,0.0011999388676964262,0.21794871794871784,0.015431085229119734,0.44717800289435594,0.0087890625,0.0,0.0
2002-11-01,1.5713871428571429,4.5,4.222048791596464,34681.41535776614,248.375,1402.87199095,318.5763999999999,12151904.47934444,22383.091311956938,4699.425302105063,9688.178067492849,10534.849580910275,77.52272390016316,37.4381047338749,9107.0,38339.0,47446.0,25846.0,39000.0,7.0,70.0,65.1,5068721.047487991,845.0,218089.4225,2214.0,1704.0,4.5,1.5,-0.004126093100313422,0.0,0.1110654714727537,-0.0008140827312392851,0.03394804762301207,0.13470155937289596,0.008584046982096583,0.0004817597407520413,-0.006608764780892118,-0.11598470615028922,-0.08748440543535385,-0.09579867986350743,-0.002539540633391568,0.0008868792806588921,0.0,0.0,0.0,0.0,0.0,-0.11392405063291144,-0.004267425320056861,0.004629629629629539,0.0012547085282181847,-0.1105263157894737,-0.003885065892812012,1.214,0.6495643756050338,0.0,0.0
2002-12-01,1.5586571500000002,4.5,4.531714790012875,34507.08551483421,250.68249999999998,1392.4195208095239,333.5207692307692,12152370.500110757,23341.29273740447,4748.505307496646,10780.761708716684,10864.393323744325,77.29443132022347,37.46910547012178,9107.0,38339.0,47446.0,25846.0,39000.0,7.3,70.2,65.0,5074947.596525761,623.0,214842.7287,551.0,2448.0,4.5,1.5,-0.008101118120386719,0.0,0.07334495968705235,-0.005026606934393607,0.009290387518872567,-0.007450765435410789,0.04690984401471443,3.8349607430543386e-05,0.04280916393955225,0.010443831370103629,0.11277493390525373,0.03128129550432335,-0.002944847245482385,0.0008280530349291659,0.0,0.0,0.0,0.0,0.0,0.04285714285714293,0.0028571428571428914,-0.001536098310291778,0.0012284260624000343,-0.2627218934911243,-0.014886984259862346,-0.7511291779584462,0.43661971830985924,0.0,0.0
2003-01-01,1.5408299545454545,4.5,4.5,34650.70331588133,256.67400000000004,1389.8081055238097,354.99199999999996,12156750.0,24990.0,4752.0,12584.0,12099.0,77.02,37.5,9824.0,41184.0,51008.0,25846.0,42000.0,7.4,70.6,65.3,5081464.0,638.0,223692.1834,665.0,870.0,4.5,1.5,-0.011437534838592112,0.0,-0.006998408214649476,0.004161980036980539,0.023900750949906957,-0.0018754515048711173,0.06437749234853318,0.0003603823541427076,0.07063478793329536,0.0007359563224740295,0.16726446052743427,0.1136378847365016,-0.0035504669034504,0.0008245334253536019,0.07873064675524333,0.07420642165940694,0.0750748219027948,0.0,0.07692307692307687,0.013698630136986356,0.005698005698005604,0.004615384615384466,0.001284033647697136,0.024077046548956593,0.0411903849552997,0.2068965517241379,-0.6446078431372548,0.0,0.0
2003-02-01,1.5129913,4.5,4.069446779270245,34819.83420593368,263.8,1313.224211,357.858695652174,12166627.182998654,27228.44510983197,4589.092956025024,14843.243104098292,14149.109699664457,76.7064080694095,37.529736284253616,9824.0,41184.0,51008.0,25846.0,42000.0,7.3,70.8,65.6,5088064.0555023765,851.0,221466.6122,3621.0,1077.0,4.5,1.5,-0.01806731136250983,0.0,-0.09567849349550117,0.004881023294405429,0.027762843139546467,-0.055103934290947065,0.008075381000625548,0.0008124854914886015,0.0895736338468176,-0.03428178534826931,0.17953298665752482,0.16944455737370512,-0.004071564925869797,0.0007929675800963931,0.0,0.0,0.0,0.0,0.0,-0.013513513513513598,0.0028328611898016387,0.004594180704440953,0.0012988492100656224,0.33385579937304066,-0.009949257797802868,4.4451127819548875,0.23793103448275854,0.0,0.0
2003-03-01,1.4753791904761904,4.75,3.400845691712288,34741.089005235604,259.435,1344.264288,340.44666666666683,12179778.958786847,29635.976735030126,4397.0396596082655,17129.650408573187,16570.133232105683,76.38950436502274,37.55559932675749,9824.0,41184.0,51008.0,25846.0,42000.0,7.3,70.5,65.3,5094097.2966587795,999.0,219933.4695,1552.0,859.0,4.75,3.0,-0.024859435426898724,0.05555555555555558,-0.16429778390610983,-0.002261504182712537,-0.01654662623199399,0.023636540310480347,-0.04865615729631745,0.0010809713810062682,0.088419724868124,-0.041849946875582855,0.15403691015770038,0.17110783532186757,-0.004131385008929178,0.0006891346719832825,0.0,0.0,0.0,0.0,0.0,0.0,-0.004237288135593209,-0.004573170731707266,0.0011857636009668937,0.17391304347826098,-0.006922680962019978,-0.5713891190278928,-0.20241411327762304,0.05555555555555558,1.0
2003-04-01,1.4613469499999998,4.9,2.8,34646.694589877836,249.67800000000003,1409.1190417142857,327.65956521739133,12195501.0,31866.0,4833.0,18893.0,18944.0,76.00138095018539,37.58313120804815,9824.0,41184.0,51008.0,25846.0,42000.0,7.9,70.6,65.0,5100856.560859868,1047.0,220042.4852,1207.0,1805.0,5.0,2.5,-0.009510938317939477,0.03157894736842115,-0.17667537612086393,-0.002717082799089665,-0.037608649565401664,0.04824553794460806,-0.03755977867098759,0.0012908314072326288,0.07524716613554205,0.09914860318330043,0.10294136478957427,0.1432617791687274,-0.005080847402579414,0.0007330965763885366,0.0,0.0,0.0,0.0,0.0,0.08219178082191791,0.0014184397163119478,-0.004594180704440953,0.0013268816450604515,0.048048048048048075,0.0004956758070875367,-0.22229381443298968,1.10128055878929,0.05263157894736836,-0.16666666666666663
2003-05-01,1.3830583333333335,5.0,2.4278981586828436,34754.58987783595,260.345,1517.4081043809524,354.5018518518518,12211329.405883942,33454.151600677484,6012.528533769566,19669.12538647808,20788.75700305682,75.58849152845329,37.60867216002922,9824.0,41184.0,51008.0,25846.0,42000.0,7.9,69.9,64.4,5107477.43215306,1039.0,228105.3301,948.0,1430.0,5.0,2.5,-0.053572915498722784,0.020408163265306145,-0.1328935147561272,0.0031141581970601795,0.0427230272591097,0.07684876824524767,0.08192126671672639,0.0012978889414991812,0.049838435971803374,0.24405721782941558,0.041080050096759635,0.09737948707014477,-0.005432656835574146,0.0006795855257424321,0.0,0.0,0.0,0.0,0.0,0.0,-0.009915014164305735,-0.009230769230769154,0.00129799205568637,-0.0076408787010505685,0.036642218854561426,-0.21458160729080367,-0.20775623268698062,0.0,0.0
