Area,Sales,Avg_Price,Med_Price
C01,167,"$255,022","$223,000"
C02,24,"$401,296","$313,750"
C03,6,"$611,000","$512,000"
C04,20,"$444,810","$317,500"
C06,5,"$190,630","$206,000"
C07,34,"$248,316","$237,400"
C08,81,"$237,576","$218,800"
C09,24,"$449,785","$317,000"
C10,31,"$276,073","$270,000"
C11,18,"$161,897","$142,250"
C12,7,"$446,643","$384,000"
C13,27,"$219,889","$200,000"
C14,82,"$242,372","$218,250"
C15,59,"$216,890","$188,000"
