Area,Sales,Avg_Price,Med_Price
C-1,57,"190,696","159,000"
C-2,16,"428,250","256,500"
C-3,4,"263,750","267,500"
C-4,11,"235,218","155,000"
C-6,1,"138,000","138,000"
C-7,23,"194,313","178,500"
C-8,63,"165,618","157,000"
C-9,7,"219,829","215,000"
C-10,8,"205,413","182,500"
C-11,10,"92,600","86,500"
C-12,1,"245,000","245,000"
C-13,18,"162,203","149,500"
C-14,19,"191,726","183,300"
C-15,19,"214,816","141,500"
