Area,Sales,Avg_Price,Med_Price
C-1,86,"189,847","155,000"
C-2,15,"264,507","226,000"
C-3,8,"382,738","383,000"
C-4,10,"253,230","216,750"
C-6,1,"151,500","151,500"
C-7,26,"181,265","170,450"
C-8,76,"178,092","170,000"
C-9,7,"321,000","272,500"
C-10,11,"199,573","213,000"
C-11,13,"104,500","91,500"
C-12,-,-,-
C-13,20,"162,790","145,500"
C-14,22,"192,155","179,750"
C-15,31,"164,726","135,000"
