Area,Sales,Avg_Price,Med_Price
E1,-,-,-
E2,3,"112,833","101,000"
E3,29,"111,293","102,000"
E4,19,"102,674","103,000"
E5,29,"158,260","145,000"
E6,2,"167,250","167,250"
E7,34,"126,031","123,000"
E8,27,"116,157","106,550"
E9,24,"137,735","134,250"
E10,4,"93,425","92,500"
E11,21,"107,424","109,800"
