Area,Sales,Avg_Price,Med_Price
C-1,85,"193,966","162,000"
C-2,24,"414,605","274,250"
C-3,17,"345,418","359,900"
C-4,8,"230,300","184,450"
C-6,2,"192,250","192,250"
C-7,22,"191,864","183,000"
C-8,69,"176,251","161,200"
C-9,10,"316,900","289,300"
C-10,9,"231,544","229,900"
C-11,14,"114,379","129,000"
C-12,2,"277,500","277,500"
C-13,19,"166,726","165,000"
C-14,43,"187,039","180,000"
C-15,23,"181,400","149,000"
