Area,Sales,Avg_Price,Med_Price
C-1,65,"238,929","195,000"
C-2,18,"266,750","189,250"
C-3,-,-,-
C-4,7,"233,071","240,000"
C-6,2,"115,000","115,000"
C-7,22,"168,114","165,500"
C-8,63,"178,830","168,000"
C-9,12,"286,800","255,500"
C-10,8,"195,563","187,000"
C-11,9,"100,600","90,000"
C-12,1,"402,900","402,900"
C-13,14,"181,593","158,750"
C-14,27,"193,422","186,000"
C-15,23,"173,409","142,000"
