Area,Sales,Avg_Price,Med_Price
E1,-,-,-
E2,1,"136,000","136,000"
E3,40,"118,339","108,000"
E4,21,"108,857","107,000"
E5,49,"154,675","150,000"
E6,4,"158,250","161,500"
E7,39,"134,456","134,000"
E8,30,"124,153","124,000"
E9,16,"150,300","152,250"
E10,1,"97,000","97,000"
E11,25,"109,923","111,000"
