Area,Sales,Avg_Price,Med_Price
C-1,104,"181,760","165,500"
C-2,124,"237,777","206,750"
C-3,3,"280,167","250,000"
C-4,16,"218,719","150,000"
C-6,3,"169,767","136,400"
C-7,16,"205,453","193,000"
C-8,60,"189,342","168,000"
C-9,8,"304,000","265,750"
C-10,5,"254,000","164,000"
C-11,10,"107,600","90,500"
C-12,2,"850,450","850,450"
C-13,14,"191,786","164,250"
C-14,41,"193,063","187,000"
C-15,28,"150,268","129,250"
