Date,Area_Code,Total_Condo_Sold_Number,Avg_Price,Med_Price
2004-05-01,W03,7,184564,182000
2004-05-01,W04,15,135933,141500
2004-05-01,W05,28,135473,142500
2004-05-01,W06,42,335031,301500
2004-05-01,W07,10,189490,185000
2004-05-01,W08,45,229693,177000
2004-05-01,W02,1,240500,240500
2004-05-01,W09,26,154154,127000
2004-05-01,E04,32,152753,159000
2004-05-01,E02,5,223980,209000
2004-05-01,C02,39,593454,425000
2004-05-01,C03,17,378185,400000
2004-05-01,C04,27,311981,275000
2004-05-01,C06,3,212600,220000
2004-05-01,C07,55,209769,210000
2004-05-01,C08,95,224927,213000
2004-05-01,E03,30,159423,141950
2004-05-01,C09,22,444545,305000
2004-05-01,C11,17,153618,145000
2004-05-01,C12,9,362889,338000
2004-05-01,C13,25,232888,200000
2004-05-01,C14,110,245533,230000
2004-05-01,C15,38,231445,194450
2004-05-01,E01,1,451107,451107
2004-05-01,C10,21,278652,270000
2004-05-01,C01,231,271839,229000
2004-06-01,W10,50,145413,146000
2004-06-01,C02,36,616147,355000
2004-06-01,W08,29,231786,185000
2004-06-01,W07,7,233943,190000
2004-06-01,W06,38,260168,233250
2004-06-01,W05,30,137013,148500
2004-06-01,W04,30,145630,150250
2004-06-01,W03,11,169900,164000
2004-06-01,W02,1,285000,285000
2004-06-01,W01,19,240392,230000
2004-06-01,E11,21,140237,139968
2004-06-01,E10,2,163750,163750
2004-06-01,E09,61,181012,177000
2004-06-01,E08,35,148494,148500
2004-06-01,E07,41,173846,176500
2004-06-01,E06,3,192167,194000
2004-06-01,E05,49,185088,175000
2004-06-01,E04,20,150374,150500
2004-06-01,E03,37,173028,154500
2004-06-01,C03,16,415063,344500
2004-06-01,C04,14,266943,196550
2004-06-01,C06,3,219167,215000
2004-06-01,C07,76,214693,210500
2004-06-01,C08,91,230588,209000
2004-06-01,C09,21,426300,343000
2004-06-01,C01,229,250803,228000
2004-06-01,C10,37,305575,248500
2004-06-01,C12,8,365462,364750
2004-06-01,C13,27,231930,213000
2004-06-01,C14,129,243227,232000
2004-06-01,C15,45,196489,181500
2004-06-01,E01,1,349900,349900
2004-06-01,E02,9,246033,221800
2004-06-01,C11,12,147625,139500
2004-06-01,W09,20,170375,137500
2004-07-01,W10,27,146100,147400
2004-07-01,C11,13,158692,145000
2004-07-01,E01,2,290950,290950
2004-07-01,C15,42,249576,205000
2004-07-01,C14,118,241828,226250
2004-07-01,C13,22,246923,227000
2004-07-01,C12,7,555714,365000
2004-07-01,C01,200,239026,224200
2004-07-01,E02,4,281000,251000
2004-07-01,C10,30,252903,247500
2004-07-01,C08,87,242852,224900
2004-07-01,C07,50,226682,221000
2004-07-01,C06,4,200375,202250
2004-07-01,C04,12,205083,179500
2004-07-01,C03,13,515615,410000
2004-07-01,C02,26,549208,428450
2004-07-01,C09,13,405769,305000
2004-07-01,E03,34,159900,153750
2004-07-01,W09,17,159682,137000
2004-07-01,E05,46,191490,183750
2004-07-01,E04,41,149671,145000
2004-07-01,W08,38,190778,173450
2004-07-01,W07,7,220214,192000
2004-07-01,W06,36,281747,258750
2004-07-01,W04,17,127665,128500
2004-07-01,W03,11,167136,165000
2004-07-01,W02,2,293500,293500
2004-07-01,W05,38,140350,145600
2004-07-01,E11,13,144423,151500
2004-07-01,E10,0,0,0
2004-07-01,E09,48,176176,177100
2004-07-01,E08,20,147585,139000
2004-07-01,E07,34,171749,171250
2004-07-01,E06,6,240500,242500
2004-07-01,W01,13,245254,219900
2004-08-01,C14,123,231146,224000
2004-08-01,E04,27,161168,163500
2004-08-01,E03,27,163559,151500
2004-08-01,E02,5,327980,383000
2004-08-01,E01,0,0,0
2004-08-01,C15,35,243703,210000
2004-08-01,C13,21,234571,210000
2004-08-01,C04,15,260740,231200
2004-08-01,C11,12,170213,149000
2004-08-01,C10,21,273755,265000
2004-08-01,C09,17,431318,385500
2004-08-01,C08,90,247117,220500
2004-08-01,C07,38,232213,228500
2004-08-01,C06,8,219363,220500
2004-08-01,C12,8,337800,340000
2004-08-01,E05,49,193374,168500
2004-08-01,W10,31,145755,145500
2004-08-01,E07,44,166830,165000
2004-08-01,C01,200,250110,221500
2004-08-01,C03,9,477789,314000
2004-08-01,W09,13,161223,126000
2004-08-01,W08,25,204986,179000
2004-08-01,W07,7,207286,198000
2004-08-01,W06,28,298054,225250
2004-08-01,W05,22,135795,134000
2004-08-01,W04,20,135150,138450
2004-08-01,W03,10,175850,168750
2004-08-01,W02,2,264500,264500
2004-08-01,W01,11,207790,200000
2004-08-01,E11,20,150885,155500
2004-08-01,E10,1,156900,156900
2004-08-01,E09,46,181643,178900
2004-08-01,E08,23,138235,132000
2004-08-01,E06,4,170000,172500
2004-08-01,C02,21,386857,250000
2004-09-01,C03,4,424000,397500
2004-09-01,W10,35,149363,150000
2004-09-01,C04,12,293167,233750
2004-09-01,C06,2,252000,252000
2004-09-01,C07,29,242810,243500
2004-09-01,C08,87,245760,225900
2004-09-01,C09,13,333062,326000
2004-09-01,C10,20,259825,239500
2004-09-01,C11,11,168045,160000
2004-09-01,C12,5,318980,301000
2004-09-01,C13,27,230970,212000
2004-09-01,C14,110,228477,215500
2004-09-01,C15,35,215811,195000
2004-09-01,E01,1,403000,403000
2004-09-01,E02,5,233900,210000
2004-09-01,E03,24,165115,159950
2004-09-01,E04,16,151338,151250
2004-09-01,C01,164,251821,227750
2004-09-01,E06,5,223800,199000
2004-09-01,W09,16,155500,136750
2004-09-01,W08,37,231578,186000
2004-09-01,W07,15,233401,219000
2004-09-01,W06,27,249185,224000
2004-09-01,W05,16,126706,131500
2004-09-01,W04,24,130369,129600
2004-09-01,C02,23,469826,382500
2004-09-01,W03,7,157986,155000
2004-09-01,W01,11,239655,227000
2004-09-01,E11,13,147223,149500
2004-09-01,E10,5,146800,148000
2004-09-01,E09,41,180341,178990
2004-09-01,E08,23,147887,150000
2004-09-01,E07,32,172205,172900
2004-09-01,W02,3,297300,269900
2004-09-01,E05,34,187024,170750
2004-10-01,C01,150,275145,239000
2004-10-01,W08,36,259759,220500
2004-10-01,C02,22,393017,243472
2004-10-01,C03,5,493700,420000
2004-10-01,C04,10,258980,282450
2004-10-01,C06,3,222000,235000
2004-10-01,C07,26,222211,211000
2004-10-01,C08,84,240663,224500
2004-10-01,C09,16,352231,336400
2004-10-01,C10,25,335643,279900
2004-10-01,C11,12,170708,160250
2004-10-01,C12,5,958760,439900
2004-10-01,C13,21,255595,208000
2004-10-01,C14,93,235608,223000
2004-10-01,C15,24,241783,175750
2004-10-01,E01,4,296500,293000
2004-10-01,E02,6,328692,294325
2004-10-01,E03,28,161071,157000
2004-10-01,E04,20,154845,157500
2004-10-01,W07,10,266732,233250
2004-10-01,W06,37,305945,282000
2004-10-01,W05,25,148900,145000
2004-10-01,W04,17,149724,145000
2004-10-01,W03,7,156071,133000
2004-10-01,W02,2,236875,236875
2004-10-01,W09,16,162544,157500
2004-10-01,W01,6,208083,204750
2004-10-01,E10,3,133667,137000
2004-10-01,E09,44,178345,176544
2004-10-01,E08,29,155721,155000
2004-10-01,E07,27,172674,172000
2004-10-01,E06,3,219167,192000
2004-10-01,E05,43,203422,181250
2004-10-01,E11,12,149125,152250
2004-10-01,W10,29,148767,146750
2004-11-01,C01,176,262566,230000
2004-11-01,E05,26,192296,191650
2004-11-01,W08,34,236159,180500
2004-11-01,W07,5,189880,182000
2004-11-01,W06,40,336509,250450
2004-11-01,W05,19,131513,145000
2004-11-01,W04,21,136090,138000
2004-11-01,W03,5,164800,146000
2004-11-01,W02,3,280667,317000
2004-11-01,W01,16,235813,232000
2004-11-01,E11,16,141938,148000
2004-11-01,E10,4,149625,158250
2004-11-01,E09,46,172165,171500
2004-11-01,E08,12,160090,157540
2004-11-01,E07,29,167431,168000
2004-11-01,E06,2,173500,173500
2004-11-01,E04,30,145963,147750
2004-11-01,E03,21,183781,155000
2004-11-01,E02,8,290113,291500
2004-11-01,C02,19,471547,345000
2004-11-01,C03,10,362131,319950
2004-11-01,C04,21,273114,241500
2004-11-01,C06,1,220000,220000
2004-11-01,C07,33,223520,227000
2004-11-01,C08,121,243895,217500
2004-11-01,W09,14,138643,131000
2004-11-01,C09,19,404545,338000
2004-11-01,C11,19,179068,170000
2004-11-01,C12,6,346833,348000
2004-11-01,C13,21,247038,205000
2004-11-01,C14,107,245033,232000
2004-11-01,C15,32,231066,187500
2004-11-01,E01,3,249600,258900
2004-11-01,C10,28,278053,269500
2004-11-01,W10,33,146661,149000
2004-12-01,W10,20,148625,146500
2004-12-01,C02,15,575400,320000
2004-12-01,E07,24,166038,164500
2004-12-01,E08,18,146850,143150
2004-12-01,E09,37,184470,177000
2004-12-01,E10,1,119000,119000
2004-12-01,E11,23,133087,139000
2004-12-01,W01,8,266375,227500
2004-12-01,E06,3,199200,194100
2004-12-01,W02,0,0,0
2004-12-01,W04,17,149758,143000
2004-12-01,W05,13,135038,137000
2004-12-01,W06,20,347260,318250
2004-12-01,W07,4,230625,222000
2004-12-01,W08,21,202510,171000
2004-12-01,C01,122,283114,239450
2004-12-01,W03,4,157125,151000
2004-12-01,E05,26,198990,197500
2004-12-01,W09,16,147975,132750
2004-12-01,C03,8,349938,327500
2004-12-01,C04,10,230385,208500
2004-12-01,C06,2,228000,228000
2004-12-01,C07,18,202611,185500
2004-12-01,C08,73,228346,215600
2004-12-01,E04,8,171750,165750
2004-12-01,C10,18,297069,270000
2004-12-01,C11,8,157813,139500
2004-12-01,C09,15,506920,344900
2004-12-01,C13,20,276700,272750
2004-12-01,C14,88,230341,216400
2004-12-01,C15,18,227294,190500
2004-12-01,E01,2,383500,383500
2004-12-01,E02,2,252776,252776
2004-12-01,E03,16,138625,134500
2004-12-01,C12,5,630980,395000
2005-01-01,E01,1,161000,161000
2005-01-01,C15,22,187872,173440
2005-01-01,C14,77,248460,228000
2005-01-01,C13,11,213191,170000
2005-01-01,C12,6,371833,347500
2005-01-01,C11,14,164900,163500
2005-01-01,C02,18,599722,362500
2005-01-01,C09,8,440363,348500
2005-01-01,C08,57,240058,217000
2005-01-01,C07,23,232748,228500
2005-01-01,C06,3,217633,218000
2005-01-01,C04,8,299875,249000
2005-01-01,C03,7,551700,525000
2005-01-01,E02,4,280875,262250
2005-01-01,C10,12,254875,236000
2005-01-01,E03,17,148994,149500
2005-01-01,W01,8,211213,219450
2005-01-01,E05,23,195761,185000
2005-01-01,W09,10,153370,154500
2005-01-01,W08,17,198629,184000
2005-01-01,W07,7,200243,193000
2005-01-01,W06,17,263065,240000
2005-01-01,W05,16,127775,138450
2005-01-01,W04,20,142560,146500
2005-01-01,E04,19,164167,162000
2005-01-01,W03,8,165313,174000
2005-01-01,E11,6,148183,152500
2005-01-01,E10,3,134000,135000
2005-01-01,E09,26,180196,172600
2005-01-01,E08,12,154858,150500
2005-01-01,E07,19,161584,168300
2005-01-01,E06,0,0,0
2005-01-01,W02,0,0,0
2005-01-01,C01,88,252444,230000
2005-01-01,W10,14,140829,140300
2005-02-01,C01,145,262970,227300
2005-02-01,E07,24,171150,165250
2005-02-01,E08,19,156163,162500
2005-02-01,E09,39,181068,175500
2005-02-01,E10,4,142000,141500
2005-02-01,E11,21,137881,147000
2005-02-01,W01,10,262780,222000
2005-02-01,E06,4,237525,226000
2005-02-01,W03,5,172800,168000
2005-02-01,W05,16,129469,128250
2005-02-01,W06,37,250932,231000
2005-02-01,W07,10,220900,204000
2005-02-01,W08,29,224112,201000
2005-02-01,W09,16,162694,126250
2005-02-01,W10,29,144190,144000
2005-02-01,W04,10,163405,162450
2005-02-01,E05,22,193318,182500
2005-02-01,W02,2,227200,227200
2005-02-01,E03,18,162689,150000
2005-02-01,E04,19,155974,162500
2005-02-01,C03,6,600500,522500
2005-02-01,C04,14,281064,258450
2005-02-01,C06,2,255000,255000
2005-02-01,C07,43,219824,218000
2005-02-01,C08,96,258881,229500
2005-02-01,C09,16,446925,370000
2005-02-01,C10,29,291609,272000
2005-02-01,C02,19,285270,263000
2005-02-01,C12,4,695000,282500
2005-02-01,C13,15,270699,215000
2005-02-01,C14,102,235714,220300
2005-02-01,C15,25,236572,215000
2005-02-01,E01,1,163000,163000
2005-02-01,E02,11,279264,225200
2005-02-01,C11,12,210075,185000
2005-03-01,E03,31,155881,141000
2005-03-01,E02,6,244483,242000
2005-03-01,E01,3,238000,242000
2005-03-01,C15,36,221881,196250
2005-03-01,C14,124,238368,220250
2005-03-01,C13,25,222024,204000
2005-03-01,C12,9,508306,338000
2005-03-01,C11,10,167050,178000
2005-03-01,C07,42,234276,231750
2005-03-01,C09,27,490800,350000
2005-03-01,C08,115,257879,229000
2005-03-01,C06,1,235000,235000
2005-03-01,C04,19,256658,207000
2005-03-01,C03,11,411591,375000
2005-03-01,C02,34,462197,367550
2005-03-01,C10,37,284619,271500
2005-03-01,C01,189,268978,249000
2005-03-01,E04,25,152140,160000
2005-03-01,E07,44,171865,169000
2005-03-01,E06,2,198000,198000
2005-03-01,W10,35,147173,149000
2005-03-01,W09,18,152789,140000
2005-03-01,W08,44,227980,191500
2005-03-01,W07,3,212833,217000
2005-03-01,W06,45,303568,235000
2005-03-01,W05,13,149473,146500
2005-03-01,E05,44,182432,175750
2005-03-01,W03,5,192000,208500
2005-03-01,W02,3,294167,290000
2005-03-01,W01,15,237873,222900
2005-03-01,E11,19,136268,142000
2005-03-01,E10,1,159900,159900
2005-03-01,E09,53,178105,169500
2005-03-01,W04,13,142308,141000
2005-03-01,E08,28,182496,158000
2005-04-01,E07,46,169536,169000
2005-04-01,E08,29,146534,148000
2005-04-01,E09,70,178808,178450
2005-04-01,E10,3,163333,165000
2005-04-01,E11,26,135308,140500
2005-04-01,W01,18,233078,235500
2005-04-01,W04,16,139563,137500
2005-04-01,W03,9,181433,183000
2005-04-01,E06,2,172500,172500
2005-04-01,W05,25,144200,145000
2005-04-01,W06,59,285786,250000
2005-04-01,W07,10,295760,268250
2005-04-01,W08,45,230118,193000
2005-04-01,W09,26,149469,124000
2005-04-01,W02,1,275000,275000
2005-04-01,E05,54,184751,177900
2005-04-01,E01,3,256000,285000
2005-04-01,E03,19,150468,155000
2005-04-01,C01,212,283613,237125
2005-04-01,C02,30,398637,377500
2005-04-01,C03,8,335563,315500
2005-04-01,C04,23,255796,230000
2005-04-01,C06,3,227167,223000
2005-04-01,C07,49,234963,219000
2005-04-01,E04,21,151462,158000
2005-04-01,C08,110,241388,224500
2005-04-01,C10,30,306623,279500
2005-04-01,C11,21,176864,169500
2005-04-01,C13,31,252650,221000
2005-04-01,C14,147,232943,224500
2005-04-01,C15,36,224153,186400
2005-04-01,E02,2,279950,279950
2005-04-01,C09,22,422955,327500
2005-04-01,C12,10,304050,318000
2005-04-01,W10,33,144859,147000
2005-05-01,C01,231,292409,247500
2005-05-01,E08,25,152520,143000
2005-05-01,E09,56,183130,179500
2005-05-01,E10,2,134250,134250
2005-05-01,E11,21,140586,145000
2005-05-01,W01,10,206420,202500
2005-05-01,C02,30,416643,306500
2005-05-01,E07,40,169629,170000
2005-05-01,W03,12,185750,185000
2005-05-01,W05,17,131765,129000
2005-05-01,W06,60,312877,258000
2005-05-01,W07,10,207650,192000
2005-05-01,W08,38,227705,208250
2005-05-01,W09,19,164395,141000
2005-05-01,W10,38,141317,144700
2005-05-01,W04,23,163504,156000
2005-05-01,E06,4,201425,184000
2005-05-01,W02,2,295500,295500
2005-05-01,E04,36,153681,154500
2005-05-01,E05,47,188998,175500
2005-05-01,C03,7,489900,430000
2005-05-01,C04,27,302850,252000
2005-05-01,C06,5,218200,220000
2005-05-01,C07,41,239200,227000
2005-05-01,C09,20,446415,404500
2005-05-01,C10,30,307613,293450
2005-05-01,C08,112,259701,245000
2005-05-01,C12,12,379608,371900
2005-05-01,C13,43,232430,208900
2005-05-01,C14,140,237847,221000
2005-05-01,C15,41,255709,216200
2005-05-01,E01,5,284020,277000
2005-05-01,E02,12,291117,296200
2005-05-01,E03,38,170795,154750
2005-05-01,C11,29,184990,182500
2005-06-01,C13,32,217716,205000
2005-06-01,E03,30,171730,151000
2005-06-01,E02,8,295288,296950
2005-06-01,E01,1,325000,325000
2005-06-01,C15,56,208512,186950
2005-06-01,C14,140,237661,233750
2005-06-01,C12,6,529233,329700
2005-06-01,C03,9,496111,519000
2005-06-01,C10,30,280107,266500
2005-06-01,C09,14,407573,283500
2005-06-01,C08,133,253446,219900
2005-06-01,C07,58,268338,222250
2005-06-01,C06,4,231000,227250
2005-06-01,C04,26,281516,229750
2005-06-01,C11,25,180868,184000
2005-06-01,E04,33,148804,145500
2005-06-01,W10,35,146957,148000
2005-06-01,E06,1,190000,190000
2005-06-01,C02,31,479400,395000
2005-06-01,W09,23,155743,137500
2005-06-01,W08,40,243385,202500
2005-06-01,W07,10,274550,246500
2005-06-01,W06,50,340466,255500
2005-06-01,W05,28,137991,149000
2005-06-01,W04,18,143589,146000
2005-06-01,W03,7,157429,145000
2005-06-01,W02,7,250614,215000
2005-06-01,W01,13,251427,208250
2005-06-01,E11,20,138040,140000
2005-06-01,E10,2,146000,146000
2005-06-01,E09,61,180095,170000
2005-06-01,E08,22,157382,142250
2005-06-01,E07,47,169640,168000
2005-06-01,E05,48,185581,182250
2005-06-01,C01,240,281986,235000
2005-07-01,W10,34,144659,146000
2005-07-01,C02,21,413705,281000
2005-07-01,W08,31,242686,197000
2005-07-01,W07,7,255343,257900
2005-07-01,W06,52,335204,254500
2005-07-01,W05,21,144381,152000
2005-07-01,W04,3,139333,139000
2005-07-01,W03,9,203411,213000
2005-07-01,W02,4,213175,199850
2005-07-01,W01,6,225733,225250
2005-07-01,E11,16,137050,137500
2005-07-01,E10,6,126333,122000
2005-07-01,E09,44,184059,174500
2005-07-01,E08,29,171765,161000
2005-07-01,E07,36,175967,175000
2005-07-01,E06,3,166000,163000
2005-07-01,E05,50,226982,202750
2005-07-01,E04,24,158669,158000
2005-07-01,E03,38,159838,159250
2005-07-01,C03,8,390500,359000
2005-07-01,C04,19,347974,242500
2005-07-01,C06,3,239000,228000
2005-07-01,C07,47,230694,224500
2005-07-01,C08,101,274507,250000
2005-07-01,C09,15,431500,311000
2005-07-01,C01,188,288389,240000
2005-07-01,C10,26,342081,275250
2005-07-01,C12,10,343523,335000
2005-07-01,C13,26,229769,205500
2005-07-01,C14,141,232303,228000
2005-07-01,C15,50,231205,188450
2005-07-01,E01,1,465000,465000
2005-07-01,E02,8,342150,309900
2005-07-01,C11,16,165119,130500
2005-07-01,W09,17,150022,130500
2005-08-01,C01,221,277803,238000
2005-08-01,E05,40,218500,200900
2005-08-01,W08,39,211428,185500
2005-08-01,W07,13,195154,182000
2005-08-01,W06,45,314078,247900
2005-08-01,W05,22,121823,104500
2005-08-01,W04,23,150530,149500
2005-08-01,W03,8,174213,171000
2005-08-01,W02,2,231500,231500
2005-08-01,W01,9,215778,213000
2005-08-01,E11,20,144900,149000
2005-08-01,E10,3,132333,137000
2005-08-01,E09,44,180488,177750
2005-08-01,E08,21,157600,159000
2005-08-01,E07,36,175425,175000
2005-08-01,E06,1,171750,171750
2005-08-01,E04,24,142867,139000
2005-08-01,E03,19,154816,146100
2005-08-01,E02,8,396413,315750
2005-08-01,C02,20,353894,258500
2005-08-01,C03,9,577072,572500
2005-08-01,C04,17,268582,207000
2005-08-01,C06,3,169500,142500
2005-08-01,C07,42,207969,199250
2005-08-01,C08,94,255925,225750
2005-08-01,W09,20,193655,187500
2005-08-01,C09,11,376782,340000
2005-08-01,C11,15,205073,178300
2005-08-01,C12,7,339757,336500
2005-08-01,C13,30,221310,211500
2005-08-01,C14,152,255375,240500
2005-08-01,C15,53,218679,186000
2005-08-01,E01,1,387000,387000
2005-08-01,C10,17,298032,271753
2005-08-01,W10,35,144040,143000
2005-09-01,W10,30,141967,147000
2005-09-01,C02,19,412437,370000
2005-09-01,E07,34,166616,168500
2005-09-01,E08,16,172219,152000
2005-09-01,E09,46,183223,181000
2005-09-01,E10,3,125333,126000
2005-09-01,W01,11,283082,238000
2005-09-01,W02,12,303250,285000
2005-09-01,E06,0,0,0
2005-09-01,W03,13,193615,202500
2005-09-01,W05,20,127425,119500
2005-09-01,W06,44,295873,248500
2005-09-01,W07,9,271556,244000
2005-09-01,W08,26,215104,205000
2005-09-01,W09,30,143937,122250
2005-09-01,C01,214,274172,243250
2005-09-01,W04,19,149863,155000
2005-09-01,E05,43,213217,198000
2005-09-01,E11,19,134295,143500
2005-09-01,C04,22,304132,273500
2005-09-01,C03,5,502000,317000
2005-09-01,E04,29,152966,147000
2005-09-01,C06,1,257000,257000
2005-09-01,C07,42,238052,227000
2005-09-01,C08,86,271723,245750
2005-09-01,C10,21,266267,232680
2005-09-01,C11,25,177036,175000
2005-09-01,C09,25,471175,370500
2005-09-01,C13,28,235833,209900
2005-09-01,C14,159,253652,235000
2005-09-01,C15,58,215535,187500
2005-09-01,E01,5,262228,277000
2005-09-01,E02,8,388438,402500
2005-09-01,E03,25,161712,137700
2005-09-01,C12,3,293500,250000
2005-10-01,E01,3,213667,140000
2005-10-01,C11,20,171995,146000
2005-10-01,C15,41,222268,215000
2005-10-01,C14,118,254409,237500
2005-10-01,C13,29,244507,230000
2005-10-01,C12,3,325667,368000
2005-10-01,C10,14,292786,293000
2005-10-01,C02,38,425237,350500
2005-10-01,C08,92,263561,241000
2005-10-01,C07,42,243091,235250
2005-10-01,C06,3,185667,195500
2005-10-01,C04,24,261948,254250
2005-10-01,C03,11,463773,465000
2005-10-01,E02,6,307900,294950
2005-10-01,C09,17,555900,410000
2005-10-01,E03,25,153472,135000
2005-10-01,W09,18,144250,126000
2005-10-01,E05,36,216147,211000
2005-10-01,W10,19,136447,141000
2005-10-01,W08,38,218789,192500
2005-10-01,W07,11,263800,257000
2005-10-01,W06,40,301173,258375
2005-10-01,W05,19,133126,139000
2005-10-01,W04,18,133333,136000
2005-10-01,W03,10,190570,183500
2005-10-01,W02,4,224725,221950
2005-10-01,W01,7,211643,205000
2005-10-01,E11,18,127006,119500
2005-10-01,E10,3,126833,132000
2005-10-01,E09,47,190215,180500
2005-10-01,E08,20,142725,142500
2005-10-01,E07,35,176533,172000
2005-10-01,E06,3,206700,209500
2005-10-01,E04,21,156890,160000
2005-10-01,C01,187,284382,244818
2005-11-01,C01,191,268016,249000
2005-11-01,E05,36,202108,197750
2005-11-01,W08,30,205440,179500
2005-11-01,W07,12,224000,235000
2005-11-01,W06,46,250285,226000
2005-11-01,W05,20,129385,131250
2005-11-01,W04,25,150620,150000
2005-11-01,W03,4,183120,183745
2005-11-01,W02,6,252750,254750
2005-11-01,W01,13,208085,214900
2005-11-01,E11,18,134139,140500
2005-11-01,E10,1,110000,110000
2005-11-01,E09,39,180836,187000
2005-11-01,E08,24,185563,159500
2005-11-01,E07,41,175316,176800
2005-11-01,E06,4,233125,217250
2005-11-01,E04,24,153335,159000
2005-11-01,E03,31,170361,156000
2005-11-01,E02,6,363583,310500
2005-11-01,C02,18,448350,346000
2005-11-01,C03,5,529200,450000
2005-11-01,C04,24,280458,224000
2005-11-01,C06,3,223833,220000
2005-11-01,C07,46,237895,220500
2005-11-01,C08,112,253713,233500
2005-11-01,W09,18,129611,111000
2005-11-01,C09,14,391321,387500
2005-11-01,C11,13,168577,157000
2005-11-01,C12,4,461575,353900
2005-11-01,C13,24,244171,215000
2005-11-01,C14,127,247591,230000
2005-11-01,C15,44,206041,196000
2005-11-01,E01,1,149900,149900
2005-11-01,C10,27,276319,256000
2005-11-01,W10,28,134382,136350
2005-12-01,W10,31,141784,141500
2005-12-01,C02,20,454180,358500
2005-12-01,E07,19,172674,170000
2005-12-01,E08,14,149000,155000
2005-12-01,E09,47,187528,182000
2005-12-01,E10,3,129500,112000
2005-12-01,E11,13,158962,149500
2005-12-01,W01,4,226250,215000
2005-12-01,E06,2,199500,199500
2005-12-01,W02,2,341500,341500
2005-12-01,W04,10,165300,150750
2005-12-01,W05,8,140813,143750
2005-12-01,W06,20,279950,235500
2005-12-01,W07,4,277100,247500
2005-12-01,W08,26,210031,181000
2005-12-01,C01,131,311917,247000
2005-12-01,W03,6,177000,158500
2005-12-01,E05,31,195494,188000
2005-12-01,W09,14,159736,108750
2005-12-01,C03,3,367333,375000
2005-12-01,C04,16,341469,196500
2005-12-01,C06,9,238144,228000
2005-12-01,C07,20,240720,219000
2005-12-01,C08,84,269382,250500
2005-12-01,E04,23,162957,155000
2005-12-01,C10,9,295867,272600
2005-12-01,C11,5,170100,200000
2005-12-01,C09,13,378769,343000
2005-12-01,C13,12,232708,198000
2005-12-01,C14,88,246200,229750
2005-12-01,C15,35,183717,181700
2005-12-01,E01,4,317750,310500
2005-12-01,E02,5,370000,362000
2005-12-01,E03,10,155000,148000
2005-12-01,C12,2,342000,342000
2006-01-01,E01,6,287022,305522
2006-01-01,C15,26,229827,188250
2006-01-01,C14,78,258651,238000
2006-01-01,C13,18,252500,212500
2006-01-01,C12,0,0,0
2006-01-01,C11,8,153625,143750
2006-01-01,C02,21,520281,529000
2006-01-01,C09,8,271250,267500
2006-01-01,C08,69,254852,240000
2006-01-01,C07,30,278675,249250
2006-01-01,C06,4,230125,232500
2006-01-01,C04,20,255310,215000
2006-01-01,C03,3,422000,375000
2006-01-01,E02,5,285200,225000
2006-01-01,C10,15,318359,289000
2006-01-01,E03,22,169755,154750
2006-01-01,W01,8,315750,217500
2006-01-01,E05,18,195208,178000
2006-01-01,W09,15,173793,160000
2006-01-01,W08,17,343676,325000
2006-01-01,W07,9,287444,275000
2006-01-01,W06,22,295814,236000
2006-01-01,W05,13,136908,147000
2006-01-01,W04,16,136594,141000
2006-01-01,E04,11,141164,148000
2006-01-01,W03,4,187625,206250
2006-01-01,E11,16,137994,146500
2006-01-01,E10,4,142850,151250
2006-01-01,E09,36,186489,179000
2006-01-01,E08,10,135300,124250
2006-01-01,E07,13,171104,168000
2006-01-01,E06,1,245000,245000
2006-01-01,W02,8,238438,217750
2006-01-01,C01,146,312752,259250
2006-01-01,W10,29,140986,135000
2006-02-01,W01,10,263140,229500
2006-02-01,E07,25,172296,169600
2006-02-01,E08,17,191953,165000
2006-02-01,E09,49,189738,188000
2006-02-01,E10,0,0,0
2006-02-01,E11,14,140143,145500
2006-02-01,W02,3,212000,189000
2006-02-01,E06,0,0,0
2006-02-01,W03,10,203349,207500
2006-02-01,W05,18,135467,137500
2006-02-01,W06,36,348786,260000
2006-02-01,W07,12,239725,226000
2006-02-01,W08,31,234806,219999
2006-02-01,W09,22,178864,171000
2006-02-01,W10,26,150440,148500
2006-02-01,W04,25,173662,170000
2006-02-01,E05,30,184593,180000
2006-02-01,C01,209,300185,250000
2006-02-01,E03,21,160286,151000
2006-02-01,E04,16,154413,155850
2006-02-01,C03,4,710750,720000
2006-02-01,C04,22,240814,259000
2006-02-01,C06,3,254333,267000
2006-02-01,C07,40,239265,232250
2006-02-01,C08,86,280513,241600
2006-02-01,C09,26,387603,334500
2006-02-01,C10,20,269035,260000
2006-02-01,C02,28,518425,388000
2006-02-01,C12,7,351679,339000
2006-02-01,C13,26,256938,229000
2006-02-01,C14,125,263246,244000
2006-02-01,C15,23,257491,208000
2006-02-01,E01,4,337000,326500
2006-02-01,E02,5,339600,325000
2006-02-01,C11,17,172912,180000
2006-03-01,E01,2,148750,148750
2006-03-01,C15,44,231373,217550
2006-03-01,C14,130,247411,235500
2006-03-01,C13,32,251156,214000
2006-03-01,C12,9,364111,336000
2006-03-01,C11,15,163447,153000
2006-03-01,C10,30,298094,280500
2006-03-01,C06,6,220733,224500
2006-03-01,C08,126,278069,258950
2006-03-01,C07,64,258253,240500
2006-03-01,C04,27,288770,241800
2006-03-01,C03,9,653478,550000
2006-03-01,C02,33,501495,399988
2006-03-01,C01,255,303877,255000
2006-03-01,C09,13,477138,420000
