Date,Area_Code,Total_Condo_Sold_Number,Avg_Price,Med_Price
2000-01-01,E04,8,119767,125500
2000-01-01,W09,14,127000,93000
2000-01-01,W08,15,220260,161000
2000-01-01,W07,2,181500,181500
2000-01-01,W06,8,306000,201500
2000-01-01,W05,16,99006,99800
2000-01-01,W04,12,99792,102750
2000-01-01,W03,2,155500,155500
2000-01-01,W02,1,261000,261000
2000-01-01,W01,7,173700,168000
2000-01-01,E11,13,107577,103000
2000-01-01,E10,2,90750,90750
2000-01-01,E09,17,147871,151000
2000-01-01,E08,15,123093,119900
2000-01-01,E07,28,131550,127250
2000-01-01,E06,2,164250,164250
2000-01-01,E05,34,167962,146750
2000-01-01,E03,17,113529,110000
2000-01-01,C03,1,289000,289000
2000-01-01,C04,8,249825,211750
2000-01-01,C06,1,144000,144000
2000-01-01,C07,14,185786,181000
2000-01-01,C08,28,177507,175400
2000-01-01,C09,2,214500,214500
2000-01-01,W10,31,114566,118000
2000-01-01,C10,5,197400,228000
2000-01-01,C12,2,298064,298063
2000-01-01,C13,7,184071,190000
2000-01-01,C14,29,203876,200000
2000-01-01,C15,9,218806,210000
2000-01-01,E01,0,0,0
2000-01-01,E02,0,0,0
2000-01-01,C11,17,136106,133000
2000-01-01,C02,11,255673,221500
2000-01-01,C01,42,232738,183500
2000-02-01,W10,26,119710,123000
2000-02-01,E01,1,1000001,1000001
2000-02-01,C15,19,239242,163000
2000-02-01,C14,29,214822,218800
2000-02-01,C13,15,185293,174000
2000-02-01,C12,4,400225,280450
2000-02-01,C11,11,120905,133500
2000-02-01,E02,1,162000,162000
2000-02-01,C10,10,231890,200000
2000-02-01,C08,74,181509,163750
2000-02-01,C07,20,200020,176500
2000-02-01,C06,1,131000,131000
2000-02-01,C04,11,189723,160000
2000-02-01,C03,6,358667,341000
2000-02-01,C02,17,337006,260000
2000-02-01,C09,6,383833,224500
2000-02-01,E03,37,124641,120000
2000-02-01,C01,77,248856,185000
2000-02-01,E05,29,177317,162500
2000-02-01,W09,22,148868,119500
2000-02-01,W08,25,152742,141500
2000-02-01,W07,1,179000,179000
2000-02-01,W06,15,246473,234500
2000-02-01,E04,18,110256,116000
2000-02-01,W04,17,103888,103000
2000-02-01,W03,5,155700,148000
2000-02-01,W05,27,97913,103000
2000-02-01,W01,16,159619,151500
2000-02-01,E11,22,127795,126000
2000-02-01,E10,4,113375,108000
2000-02-01,E09,22,137313,137750
2000-02-01,E08,17,123412,123000
2000-02-01,E07,39,138750,137300
2000-02-01,E06,6,149808,153500
2000-02-01,W02,0,0,0
2000-04-01,E08,35,132174,128800
2000-04-01,E09,28,155150,166000
2000-04-01,E10,1,97000,97000
2000-04-01,E11,32,119838,126250
2000-04-01,W01,16,159619,155503
2000-04-01,W02,4,245250,255500
2000-04-01,W10,44,119166,119250
2000-04-01,W04,23,111404,115000
2000-04-01,W05,34,96503,97050
2000-04-01,W06,24,232446,202950
2000-04-01,W07,4,177500,182500
2000-04-01,W08,39,206408,185000
2000-04-01,W09,32,127244,106000
2000-04-01,E07,27,142973,139500
2000-04-01,W03,9,160500,167500
2000-04-01,E06,3,175750,168000
2000-04-01,C02,17,394953,328000
2000-04-01,E04,18,119456,121100
2000-04-01,C01,88,216080,191000
2000-04-01,C03,5,338200,327000
2000-04-01,C04,20,275758,227500
2000-04-01,C06,1,129500,129500
2000-04-01,C07,12,203917,196500
2000-04-01,C08,76,198259,181500
2000-04-01,E05,46,160680,157500
2000-04-01,C09,6,381517,419650
2000-04-01,C11,18,148111,126250
2000-04-01,C13,12,230625,223500
2000-04-01,C14,47,210809,201000
2000-04-01,C15,21,217300,155500
2000-04-01,E01,0,0,0
2000-04-01,E02,4,185700,207500
2000-04-01,C10,15,238493,220000
2000-04-01,C12,2,916450,916450
2000-04-01,E03,37,140230,126500
2000-05-01,W10,52,118807,117500
2000-05-01,C15,30,174318,150000
2000-05-01,C14,48,209881,209500
2000-05-01,C13,13,176577,160000
2000-05-01,C12,3,417000,409900
2000-05-01,C11,21,116300,106000
2000-05-01,C10,17,254389,233000
2000-05-01,E01,0,0,0
2000-05-01,C09,10,286500,258750
2000-05-01,C07,26,205619,193950
2000-05-01,C06,1,248000,248000
2000-05-01,C04,15,299360,258000
2000-05-01,C03,11,384500,318500
2000-05-01,C02,20,470005,233600
2000-05-01,C01,102,221353,185750
2000-05-01,C08,64,205815,183000
2000-05-01,E02,2,232500,232500
2000-05-01,E03,40,132115,120250
2000-05-01,W01,15,194553,165000
2000-05-01,W06,23,254822,221000
2000-05-01,W05,42,101623,101750
2000-05-01,W04,20,110645,111950
2000-05-01,W03,5,119800,114000
2000-05-01,W02,3,269167,280000
2000-05-01,W09,25,127570,89000
2000-05-01,W07,1,127000,127000
2000-05-01,E11,21,120971,124500
2000-05-01,E09,24,143587,144444
2000-05-01,E08,30,131227,130500
2000-05-01,E07,33,142424,142000
2000-05-01,E06,6,187167,187000
2000-05-01,E05,37,163714,159000
2000-05-01,E04,27,117796,119000
2000-05-01,E10,3,115000,106000
2000-05-01,W08,30,178103,155950
2000-06-01,C01,102,225585,182900
2000-06-01,C02,23,314413,297000
2000-06-01,C03,6,304000,320000
2000-06-01,C06,1,174000,174000
2000-06-01,C07,22,202991,190900
2000-06-01,C08,71,197927,182000
2000-06-01,C09,6,376500,324000
2000-06-01,C10,11,234164,220000
2000-06-01,C11,10,129320,125850
2000-06-01,C12,2,349250,349250
2000-06-01,C13,24,184811,161500
2000-06-01,C14,32,194991,191000
2000-06-01,C15,24,204596,152100
2000-06-01,E01,0,0,0
2000-06-01,E02,5,216300,213000
2000-06-01,E03,29,122847,127500
2000-06-01,E04,25,114520,116500
2000-06-01,E05,39,170946,166000
2000-06-01,C04,12,258938,230000
2000-06-01,E06,3,156067,156200
2000-06-01,W03,9,157056,166000
2000-06-01,W09,21,131557,94500
2000-06-01,W08,24,175825,165750
2000-06-01,W07,2,160500,160500
2000-06-01,W06,27,260959,240000
2000-06-01,W05,34,102047,106000
2000-06-01,W04,20,130245,127500
2000-06-01,W10,39,125205,124750
2000-06-01,W01,8,187238,178250
2000-06-01,E11,18,107364,111000
2000-06-01,E10,3,132333,130000
2000-06-01,E09,30,154301,160444
2000-06-01,E08,35,134134,123000
2000-06-01,E07,36,147024,148000
2000-06-01,W02,4,229625,230500
2000-08-01,C04,18,238646,206750
2000-08-01,C02,18,297081,248500
2000-08-01,C06,1,194900,194900
2000-08-01,W10,43,121740,125000
2000-08-01,C07,29,211614,190000
2000-08-01,C08,69,184317,171900
2000-08-01,C09,11,279235,260000
2000-08-01,C10,12,260500,223000
2000-08-01,C11,19,130024,116400
2000-08-01,C12,2,493500,493500
2000-08-01,C13,19,207147,192000
2000-08-01,C14,40,201896,200912
2000-08-01,C15,23,187043,150500
2000-08-01,E01,0,0,0
2000-08-01,E02,3,222967,171000
2000-08-01,E03,38,133445,120300
2000-08-01,E04,29,126328,134000
2000-08-01,E05,44,157430,159000
2000-08-01,E06,4,171000,159500
2000-08-01,E07,48,146150,147750
2000-08-01,E08,32,123072,125500
2000-08-01,E09,34,153551,159750
2000-08-01,E10,5,126900,130000
2000-08-01,E11,22,120536,126900
2000-08-01,W01,8,171938,168500
2000-08-01,W02,3,250833,247500
2000-08-01,W03,5,139100,135000
2000-08-01,W04,17,119788,122500
2000-08-01,W05,24,106804,107000
2000-08-01,W06,18,235583,220000
2000-08-01,W07,6,183833,153000
2000-08-01,W08,26,193988,154250
2000-08-01,W09,33,158206,141100
2000-08-01,C03,8,262625,276250
2000-08-01,C01,109,232350,188000
2000-09-01,E05,34,162806,162250
2000-09-01,W09,22,128250,111250
2000-09-01,C02,21,318186,273500
2000-09-01,C03,0,0,0
2000-09-01,C04,11,337091,265000
2000-09-01,C06,2,257500,257500
2000-09-01,C07,21,210452,216990
2000-09-01,C08,64,208080,188500
2000-09-01,C09,12,341658,327700
2000-09-01,C10,7,293857,255000
2000-09-01,C11,20,133025,116500
2000-09-01,C12,2,1549000,1549000
2000-09-01,C13,14,216271,166750
2000-09-01,C14,41,208451,213500
2000-09-01,C15,32,183734,152750
2000-09-01,E01,0,0,0
2000-09-01,E02,3,212667,255000
2000-09-01,E03,33,132727,128000
2000-09-01,E04,19,110871,113000
2000-09-01,W08,23,188084,156000
2000-09-01,W07,1,129600,129600
2000-09-01,W06,28,270300,218750
2000-09-01,W05,22,103625,105500
2000-09-01,W04,12,123917,141000
2000-09-01,W03,10,120090,117500
2000-09-01,W10,46,125107,129000
2000-09-01,W02,3,224333,232000
2000-09-01,E11,19,111705,105000
2000-09-01,E10,4,112225,111500
2000-09-01,E09,28,136398,136900
2000-09-01,E08,26,138769,134500
2000-09-01,E07,46,138843,139300
2000-09-01,E06,4,145475,146950
2000-09-01,W01,7,188286,187000
2000-09-01,C01,101,232105,198000
2000-10-01,C01,94,233928,210900
2000-10-01,W10,48,125463,125500
2000-10-01,E06,3,171333,164000
2000-10-01,E07,28,150698,152500
2000-10-01,E08,36,128590,125250
2000-10-01,E09,25,150312,150500
2000-10-01,E10,2,124450,124450
2000-10-01,W01,9,199497,180100
2000-10-01,E05,37,171670,160000
2000-10-01,W02,4,229125,237500
2000-10-01,W04,25,116774,125000
2000-10-01,W05,28,104400,101500
2000-10-01,W06,17,221447,198000
2000-10-01,W07,4,141500,132000
2000-10-01,W08,28,190243,150000
2000-10-01,W09,18,122336,85250
2000-10-01,W03,10,146640,153000
2000-10-01,E04,25,122016,123000
2000-10-01,E11,27,117407,122000
2000-10-01,E02,2,170000,170000
2000-10-01,E03,36,149314,130200
2000-10-01,C03,5,370600,390000
2000-10-01,C04,15,289789,216500
2000-10-01,C06,2,199000,199000
2000-10-01,C07,29,210034,207000
2000-10-01,C08,83,194438,176000
2000-10-01,C09,5,413000,340000
2000-10-01,C02,21,317710,233000
2000-10-01,C11,19,120626,110000
2000-10-01,C12,4,241900,236900
2000-10-01,C13,21,197024,180000
2000-10-01,C14,32,207361,203000
2000-10-01,C15,29,246328,174000
2000-10-01,E01,1,112500,112500
2000-10-01,C10,7,266214,235500
2000-11-01,E03,39,137359,130000
2000-11-01,E02,2,272450,272450
2000-11-01,E01,5,149060,155000
2000-11-01,C15,25,225640,155000
2000-11-01,C14,39,224183,213000
2000-11-01,C13,21,207229,179500
2000-11-01,C12,2,591200,591200
2000-11-01,C09,5,316980,330000
2000-11-01,C10,19,237468,221450
2000-11-01,C08,70,189461,169500
2000-11-01,C07,26,187346,186000
2000-11-01,C06,3,171667,173000
2000-11-01,C04,11,218673,172000
2000-11-01,E04,27,127418,131500
2000-11-01,C11,11,119419,113500
2000-11-01,E05,44,174322,169900
2000-11-01,C02,23,409979,267000
2000-11-01,E07,30,147740,149900
2000-11-01,C03,2,291568,291568
2000-11-01,W10,35,121540,125000
2000-11-01,W09,16,123488,107750
2000-11-01,W08,35,202806,156000
2000-11-01,W07,2,242000,242000
2000-11-01,W06,22,238764,220900
2000-11-01,W05,23,100513,107000
2000-11-01,W04,19,119711,117000
2000-11-01,W03,7,133214,136500
2000-11-01,W02,2,253500,253500
2000-11-01,W01,8,184625,173750
2000-11-01,E11,26,122492,125000
2000-11-01,E10,6,124167,124000
2000-11-01,E09,23,149021,151900
2000-11-01,E08,23,149630,133000
2000-11-01,E06,7,159943,160000
2000-11-01,C01,89,228091,202000
2000-12-01,W10,32,122994,124500
2000-12-01,C01,59,224363,188500
2000-12-01,E06,0,0,0
2000-12-01,E07,15,148813,152000
2000-12-01,E08,16,119356,113900
2000-12-01,E09,19,162861,164750
2000-12-01,E10,1,110000,110000
2000-12-01,E11,10,122900,126000
2000-12-01,E05,29,161712,149500
2000-12-01,W01,8,215688,171000
2000-12-01,W03,9,130817,130000
2000-12-01,W04,13,112731,120000
2000-12-01,W05,24,97875,94750
2000-12-01,W06,14,236514,237500
2000-12-01,W07,3,131167,136000
2000-12-01,W08,18,172411,144000
2000-12-01,W02,2,256000,256000
2000-12-01,E04,12,126638,120625
2000-12-01,W09,13,122288,116250
2000-12-01,E02,3,161333,159000
2000-12-01,C02,12,448565,371250
2000-12-01,C03,3,348667,325000
2000-12-01,C04,13,177362,166500
2000-12-01,C06,4,148713,157375
2000-12-01,E03,19,144337,136000
2000-12-01,C08,43,200686,176900
2000-12-01,C09,4,443000,307000
2000-12-01,C07,16,191724,182500
2000-12-01,C11,13,120034,105888
2000-12-01,C12,0,0,0
2000-12-01,C13,9,192222,215000
2000-12-01,C14,22,227082,226500
2000-12-01,C15,15,192613,149000
2000-12-01,E01,1,221000,221000
2000-12-01,C10,6,286900,232450
2001-01-01,E02,5,214180,229000
2001-01-01,E01,2,144950,144950
2001-01-01,C15,21,198100,153900
2001-01-01,C14,39,218062,212000
2001-01-01,C13,11,172909,160000
2001-01-01,C12,0,0,0
2001-01-01,C03,1,435718,435718
2001-01-01,C10,9,243633,215000
2001-01-01,C09,3,389000,400000
2001-01-01,C08,49,217583,194000
2001-01-01,C07,17,201600,196000
2001-01-01,C06,1,168000,168000
2001-01-01,C04,9,248444,196000
2001-01-01,E04,23,124935,123000
2001-01-01,C11,12,128800,117350
2001-01-01,E05,27,172778,169000
2001-01-01,W02,0,0,0
2001-01-01,E07,16,159788,157750
2001-01-01,C02,8,339563,249000
2001-01-01,W10,25,118380,120000
2001-01-01,W09,15,108467,93000
2001-01-01,W08,18,218839,150000
2001-01-01,W07,1,179500,179500
2001-01-01,W06,15,224660,190000
2001-01-01,E06,0,0,0
2001-01-01,W05,17,107088,117000
2001-01-01,W03,4,126625,116500
2001-01-01,W01,4,188875,188250
2001-01-01,E11,24,115948,117450
2001-01-01,E10,3,119300,124000
2001-01-01,E09,28,155529,155950
2001-01-01,E08,18,142147,131500
2001-01-01,W04,17,111253,116500
2001-01-01,C01,63,274706,200000
2001-01-01,E03,23,134693,127000
2001-02-01,W09,17,109021,100000
2001-02-01,E06,0,0,0
2001-02-01,E07,24,157669,154800
2001-02-01,E08,38,138987,129500
2001-02-01,E09,34,151349,148000
2001-02-01,E10,2,122500,122500
2001-02-01,E11,28,120079,123450
2001-02-01,E05,48,170740,149800
2001-02-01,W01,8,179875,174250
2001-02-01,W03,7,143214,138000
2001-02-01,W04,13,125900,123000
2001-02-01,W05,27,104307,101500
2001-02-01,W06,26,238435,205250
2001-02-01,W07,7,150400,136000
2001-02-01,W08,23,165961,145000
2001-02-01,W02,4,226500,227000
2001-02-01,W10,30,129465,130500
2001-02-01,E04,21,127281,128000
2001-02-01,E02,7,216986,225000
2001-02-01,C02,15,283460,222000
2001-02-01,C03,3,304833,300000
2001-02-01,C04,18,300388,207500
2001-02-01,C06,2,181950,181950
2001-02-01,C07,31,221402,205500
2001-02-01,C08,68,234123,222500
2001-02-01,E03,21,129676,121000
2001-02-01,C09,12,285550,292500
2001-02-01,C11,17,133529,125000
2001-02-01,C12,3,209400,212000
2001-02-01,C13,18,191494,201450
2001-02-01,C14,38,227379,222500
2001-02-01,C15,28,223736,154000
2001-02-01,E01,4,147825,162900
2001-02-01,C10,9,204556,174900
2001-02-01,C01,81,255641,202500
2001-03-01,E04,24,132371,132000
2001-03-01,C02,20,330015,283500
2001-03-01,W07,4,182500,174500
2001-03-01,W06,24,240521,232500
2001-03-01,W05,33,105889,115000
2001-03-01,W04,22,124855,127000
2001-03-01,W03,9,145178,149000
2001-03-01,W02,2,272500,272500
2001-03-01,W01,10,158450,166250
2001-03-01,E11,28,125289,131500
2001-03-01,E10,2,100000,100000
2001-03-01,E09,45,153911,157500
2001-03-01,E08,36,141428,131000
2001-03-01,E07,36,155511,153500
2001-03-01,E06,4,181000,171000
2001-03-01,E05,44,171636,164500
2001-03-01,C01,123,237277,210000
2001-03-01,W10,60,123301,125375
2001-03-01,E02,5,172530,175000
2001-03-01,E01,2,184900,184900
2001-03-01,C15,25,190500,167000
2001-03-01,C14,46,228917,227900
2001-03-01,C13,28,209425,187500
2001-03-01,C12,5,316978,327900
2001-03-01,C11,17,119521,102000
2001-03-01,C10,15,281127,240000
2001-03-01,C09,14,352744,341750
2001-03-01,C08,99,222658,200000
2001-03-01,C07,37,212086,199000
2001-03-01,C06,3,192333,192000
2001-03-01,C04,14,242481,224750
2001-03-01,C03,5,443000,396000
2001-03-01,E03,36,136511,131000
2001-03-01,W08,30,208533,183500
2001-03-01,W09,18,142611,112000
2001-04-01,W10,52,126374,128000
2001-04-01,E01,1,97500,97500
2001-04-01,C15,24,193877,152000
2001-04-01,C14,58,233457,229500
2001-04-01,C13,17,219206,195000
2001-04-01,C12,4,292475,298200
2001-04-01,C11,18,139072,123500
2001-04-01,C10,17,249771,245000
2001-04-01,C09,8,324188,336250
2001-04-01,C08,64,209607,193900
2001-04-01,C07,20,211240,201500
2001-04-01,C06,2,173500,173500
2001-04-01,C04,22,241222,199745
2001-04-01,C03,4,603750,612500
2001-04-01,C02,11,387273,334000
2001-04-01,C01,104,243987,206000
2001-04-01,E02,4,170725,169200
2001-04-01,E03,34,134719,129000
2001-04-01,E05,50,183122,172000
2001-04-01,W09,36,140558,118250
2001-04-01,W08,22,179923,158250
2001-04-01,W07,2,162250,162250
2001-04-01,W06,28,250446,211000
2001-04-01,W04,13,108154,108500
2001-04-01,W03,4,142088,155175
2001-04-01,W02,0,0,0
2001-04-01,W05,28,112429,118500
2001-04-01,E11,25,126404,131000
2001-04-01,E10,2,102150,102150
2001-04-01,E09,45,158727,156500
2001-04-01,E08,33,137585,131500
2001-04-01,E07,43,151311,151000
2001-04-01,E06,3,176967,174000
2001-04-01,W01,18,201556,181000
2001-04-01,E04,20,131008,123250
2001-05-01,W03,9,150044,164000
2001-05-01,E08,31,138903,133000
2001-05-01,E09,48,153636,149750
2001-05-01,E10,4,128375,128250
2001-05-01,E11,29,125434,131000
2001-05-01,W01,16,205609,182450
2001-05-01,W02,2,274000,274000
2001-05-01,C02,24,297367,247250
2001-05-01,W06,33,278424,245000
2001-05-01,W07,5,200800,183000
2001-05-01,W08,30,178572,149000
2001-05-01,W09,30,127733,113300
2001-05-01,W10,48,130581,131000
2001-05-01,E07,48,148689,147750
2001-05-01,W05,40,111394,116000
2001-05-01,E06,3,150300,149900
2001-05-01,W04,22,124377,121000
2001-05-01,E04,39,136817,140000
2001-05-01,C01,107,245132,192000
2001-05-01,C03,5,388400,398000
2001-05-01,C04,17,337618,290000
2001-05-01,C06,2,157050,157050
2001-05-01,C07,31,225139,205000
2001-05-01,C08,72,206926,190500
2001-05-01,C09,4,322500,347500
2001-05-01,C10,28,256866,278500
2001-05-01,E05,52,185219,167500
2001-05-01,C12,6,301467,315500
2001-05-01,C13,24,201829,182000
2001-05-01,C14,64,217789,205000
2001-05-01,C15,28,245503,170500
2001-05-01,E01,1,164900,164900
2001-05-01,E02,4,189350,176500
2001-05-01,C11,22,140454,122750
2001-05-01,E03,30,133110,135500
2001-06-01,E07,49,156945,156000
2001-06-01,E08,28,131775,134500
2001-06-01,E09,40,153770,152750
2001-06-01,E10,1,143800,143800
2001-06-01,E11,35,125572,128000
2001-06-01,W01,14,212957,187450
2001-06-01,W04,26,122427,119100
2001-06-01,W03,7,161929,175000
2001-06-01,E06,4,145125,141500
2001-06-01,W05,32,110083,113250
2001-06-01,W06,28,246013,209000
2001-06-01,W07,4,145100,150200
2001-06-01,W08,46,183840,175500
2001-06-01,W09,27,126356,117500
2001-06-01,W02,2,283250,283250
2001-06-01,E05,59,169136,163000
2001-06-01,E01,4,172900,162900
2001-06-01,E03,40,136343,129750
2001-06-01,C01,138,232266,216500
2001-06-01,C02,28,327211,239600
2001-06-01,C03,5,385400,328000
2001-06-01,C04,15,251229,215000
2001-06-01,C06,0,0,0
2001-06-01,C07,28,207000,208000
2001-06-01,E04,36,132949,128000
2001-06-01,C08,85,207380,196000
2001-06-01,C10,25,337608,248000
2001-06-01,C12,6,332513,291540
2001-06-01,C13,29,227686,194000
2001-06-01,C14,71,215673,206000
2001-06-01,C15,30,220585,170000
2001-06-01,E02,5,240700,232000
2001-06-01,C09,10,531500,332250
2001-06-01,C11,17,140529,127000
2001-06-01,W10,50,121196,123450
2001-07-01,W10,36,132278,135000
2001-07-01,E01,2,259450,259450
2001-07-01,C15,33,222689,167000
2001-07-01,C14,64,230245,215000
2001-07-01,C13,21,226105,190000
2001-07-01,C12,7,327857,330000
2001-07-01,C10,14,294932,243375
2001-07-01,E02,3,194133,220500
2001-07-01,C09,7,293500,297000
2001-07-01,C07,24,211145,203400
2001-07-01,C06,1,200000,200000
2001-07-01,C04,10,197950,190000
2001-07-01,C03,2,279000,279000
2001-07-01,C02,18,262806,229500
2001-07-01,C01,102,236214,220500
2001-07-01,C08,76,212572,201500
2001-07-01,W09,26,133781,127500
2001-07-01,C11,16,128900,117950
2001-07-01,E04,26,122654,126000
2001-07-01,E03,34,135756,122000
2001-07-01,W07,1,200000,200000
2001-07-01,W06,28,311979,287750
2001-07-01,W05,26,114877,118500
2001-07-01,W04,19,132937,144000
2001-07-01,W03,10,136850,119250
2001-07-01,W02,2,275250,275250
2001-07-01,W01,8,209000,216000
2001-07-01,W08,33,190265,160000
2001-07-01,E10,8,134125,129500
2001-07-01,E09,27,159048,151000
2001-07-01,E08,28,141207,141500
2001-07-01,E07,41,161554,160000
2001-07-01,E06,1,172000,172000
2001-07-01,E05,53,188340,165000
2001-07-01,E11,25,131276,139000
2001-08-01,E06,2,151450,151450
2001-08-01,E07,44,159640,159000
2001-08-01,E08,32,137759,138500
2001-08-01,E09,25,176840,184000
2001-08-01,E10,3,137667,143000
2001-08-01,E11,25,135148,136000
2001-08-01,W01,11,220636,204000
2001-08-01,W02,1,210000,210000
2001-08-01,W06,25,431415,229000
2001-08-01,W04,28,116886,122000
2001-08-01,W05,20,109929,120000
2001-08-01,W07,5,163800,174000
2001-08-01,W08,30,214285,179750
2001-08-01,W09,18,132844,116500
2001-08-01,W10,50,121140,123500
2001-08-01,W03,8,149375,143000
2001-08-01,E05,43,193488,178500
2001-08-01,C11,18,116889,110250
2001-08-01,E03,38,137679,131350
2001-08-01,E04,34,140082,139500
2001-08-01,C02,19,342311,325000
2001-08-01,C03,5,383980,360000
2001-08-01,C04,19,385748,210000
2001-08-01,C06,5,192300,195000
2001-08-01,C07,28,233746,228250
2001-08-01,C08,71,222796,212000
2001-08-01,C09,11,288873,252000
2001-08-01,C01,129,236384,211000
2001-08-01,C12,5,305160,289900
2001-08-01,C13,22,220214,206500
2001-08-01,C14,82,231040,221500
2001-08-01,C15,29,206945,169000
2001-08-01,E01,1,275000,275000
2001-08-01,E02,4,174725,192000
2001-08-01,C10,13,281462,240000
2001-09-01,E06,2,161000,161000
2001-09-01,E07,39,162221,161000
2001-09-01,E08,33,139158,140000
2001-09-01,E09,28,146971,141800
2001-09-01,E10,2,127500,127500
2001-09-01,E11,22,131218,134500
2001-09-01,W01,7,183857,173000
2001-09-01,W02,2,265000,265000
2001-09-01,W06,11,256518,239000
2001-09-01,W04,21,121348,124000
2001-09-01,W05,34,108974,114000
2001-09-01,W07,2,176500,176500
2001-09-01,W08,30,202567,177000
2001-09-01,W09,21,120795,96000
2001-09-01,W10,47,129527,128000
2001-09-01,W03,6,147750,168000
2001-09-01,E05,31,182969,183800
2001-09-01,C01,70,262986,221000
2001-09-01,E03,27,141541,133500
2001-09-01,C02,13,436192,340000
2001-09-01,C03,2,217750,217750
2001-09-01,C04,8,234000,147000
2001-09-01,C06,2,174950,174950
2001-09-01,E04,25,136554,143500
2001-09-01,C08,80,208515,184000
2001-09-01,C09,4,442813,190125
2001-09-01,C07,22,215359,209250
2001-09-01,C11,20,132988,123950
2001-09-01,C12,4,782000,806500
2001-09-01,C13,15,219293,187000
2001-09-01,C14,61,227761,215000
2001-09-01,C15,25,181384,165000
2001-09-01,E01,2,273000,273000
2001-09-01,E02,3,248000,285000
2001-09-01,C10,12,258408,230500
2001-10-01,E01,3,248333,232000
2001-10-01,C15,18,209222,167750
2001-10-01,C14,60,228740,221500
2001-10-01,C13,17,242106,232000
2001-10-01,C12,1,294500,294500
2001-10-01,C11,15,152473,164000
2001-10-01,C02,12,353333,222000
2001-10-01,C09,9,289178,287000
2001-10-01,C08,80,225304,199875
2001-10-01,C07,32,217733,211375
2001-10-01,C06,1,135000,135000
2001-10-01,C04,17,253364,218000
2001-10-01,C03,3,334333,355000
2001-10-01,E02,3,169467,172500
2001-10-01,C10,22,302286,262500
2001-10-01,E03,29,129379,128500
2001-10-01,W01,16,185344,189250
2001-10-01,E05,42,176827,164000
2001-10-01,W10,40,128215,132600
2001-10-01,W09,22,115727,100000
2001-10-01,W08,23,201078,162000
2001-10-01,W07,2,185000,185000
2001-10-01,W06,28,244568,220500
2001-10-01,W05,40,119623,121250
2001-10-01,W04,12,130442,135750
2001-10-01,W03,3,134000,117000
2001-10-01,W02,4,240250,229250
2001-10-01,E11,25,126502,135000
2001-10-01,E10,7,134629,140000
2001-10-01,E09,27,160070,161500
2001-10-01,E08,24,146187,141500
2001-10-01,E07,37,152683,149500
2001-10-01,E06,3,164500,165000
2001-10-01,E04,26,135227,133750
2001-10-01,C01,93,222851,205000
2001-11-01,C01,98,229956,212000
2001-11-01,C02,19,346526,312000
2001-11-01,W08,28,182739,169500
2001-11-01,W07,3,186833,185000
2001-11-01,W06,34,289382,226000
2001-11-01,W05,24,110833,119500
2001-11-01,W04,13,122431,127200
2001-11-01,W03,8,170313,166000
2001-11-01,W02,1,265000,265000
2001-11-01,W01,16,208459,183500
2001-11-01,E11,20,132678,140000
2001-11-01,E10,2,120000,120000
2001-11-01,E09,36,158780,157500
2001-11-01,E08,35,135864,138000
2001-11-01,E07,39,162330,163500
2001-11-01,E06,0,0,0
2001-11-01,E05,36,177293,166950
2001-11-01,E04,20,145920,144000
2001-11-01,E03,40,142860,133750
2001-11-01,C03,0,0,0
2001-11-01,C04,13,220500,180000
2001-11-01,C06,1,210000,210000
2001-11-01,C07,28,233562,215600
2001-11-01,C08,88,210907,198750
2001-11-01,C09,6,258333,240000
2001-11-01,W09,26,115471,103250
2001-11-01,C10,25,334360,253000
2001-11-01,C12,2,449000,449000
2001-11-01,C13,15,213000,202000
2001-11-01,C14,56,224361,215250
2001-11-01,C15,34,238709,186500
2001-11-01,E01,3,248333,224000
2001-11-01,E02,2,250500,250500
2001-11-01,C11,19,133147,129000
2001-11-01,W10,49,129427,132400
2001-12-01,W10,52,130409,131250
2001-12-01,C02,22,391564,317500
2001-12-01,W09,16,137125,123000
2001-12-01,W08,25,212804,170000
2001-12-01,W07,7,181357,177000
2001-12-01,W06,29,247078,205000
2001-12-01,W05,18,115272,124450
2001-12-01,W04,23,118861,127000
2001-12-01,W03,8,161863,170500
2001-12-01,W02,3,244967,238000
2001-12-01,E11,21,135445,146000
2001-12-01,E10,2,128500,128500
2001-12-01,E09,35,160454,160600
2001-12-01,E08,27,135157,132000
2001-12-01,E07,29,160791,162500
2001-12-01,E06,2,159450,159450
2001-12-01,E05,35,170740,167000
2001-12-01,W01,13,226192,197000
2001-12-01,E03,25,137344,132400
2001-12-01,E04,18,134033,132500
2001-12-01,C03,3,343833,333500
2001-12-01,C04,13,199153,182900
2001-12-01,C06,2,164250,164250
2001-12-01,C07,29,219579,213900
2001-12-01,C08,79,212786,193500
2001-12-01,C09,4,381614,346750
2001-12-01,C10,17,246107,235000
2001-12-01,C01,109,271957,209000
2001-12-01,C12,4,1108500,1126000
2001-12-01,C13,17,240153,225000
2001-12-01,C14,35,203626,206500
2001-12-01,C15,17,229346,172000
2001-12-01,E01,2,214250,214250
2001-12-01,E02,5,169000,180000
2001-12-01,C11,18,143036,126500
2002-01-01,E04,27,136726,142500
2002-01-01,E05,46,181270,176800
2002-01-01,E06,2,163500,163500
2002-01-01,E07,37,161121,162800
2002-01-01,E08,25,142667,140000
2002-01-01,E09,27,176696,179900
2002-01-01,E10,3,128000,131000
