Area,Sales,Avg_Price,Med_Price
E-1,1,"79,000","79,000"
E-2,-,-,-
E-3,32,"97,469","90,500"
E-4,19,"100,874","108,000"
E-5,29,"154,098","137,000"
E-6,3,"137,833","138,000"
E-7,40,"124,238","124,500"
E-8,21,"118,816","110,000"
E-9,13,"139,215","140,000"
E-10,3,"94,633","95,000"
E-11,19,"92,395","91,500"
