Area,Sales,Avg_Price,Med_Price
C-1,66,"206,758","179,750"
C-2,17,"287,489","240,000"
C-3,3,"482,667","518,000"
C-4,7,"145,000","142,000"
C-6,-,-,-
C-7,30,"185,307","188,000"
C-8,59,"184,305","160,000"
C-9,10,"309,850","331,500"
C-10,10,"207,700","208,750"
C-11,17,"106,118","78,000"
C-12,1,"385,000","385,000"
C-13,25,"168,355","141,800"
C-14,27,"192,544","193,000"
C-15,33,"153,548","123,000"
