Area,Sales,Avg_Price,Med_Price
C-1,86,"195,934","166,250"
C-2,18,"355,772","227,000"
C-3,7,"388,929","410,000"
C-4,11,"174,245","143,500"
C-6,2,"136,025","136,025"
C-7,27,"180,611","170,000"
C-8,67,"173,114","165,000"
C-9,7,"272,022","225,151"
C-10,4,"243,625","237,000"
C-11,15,"123,227","85,200"
C-12,2,"840,000","840,000"
C-13,17,"201,682","167,000"
C-14,33,"200,888","170,000"
C-15,24,"171,525","131,500"
