Area,Sales,Avg_Price,Med_Price
E1,-,-,-
E2,-,-,-
E3,21,"101,057","97,000"
E4,30,"97,567","95,250"
E5,42,"142,983","137,000"
E6,7,"157,214","143,000"
E7,29,"125,672","124,500"
E8,32,"112,377","112,450"
E9,25,"140,572","155,000"
E10,6,"120,333","129,000"
E11,17,"94,565","93,500"
