Area,Sales,Avg_Price,Med_Price
C-1,81,"197,081","165,000"
C-2,13,"221,185","207,000"
C-3,10,"322,150","317,000"
C-4,15,"309,860","165,000"
C-6,-,-,-
C-7,23,"203,696","190,000"
C-8,47,"156,151","139,000"
C-9,8,"513,625","274,500"
C-10,3,"213,333","195,000"
C-11,11,"103,955","88,500"
C-12,-,-,-
C-13,18,"172,611","158,750"
C-14,22,"202,682","183,400"
C-15,22,"178,923","137,650"
