Area,Sales,Avg_Price,Med_Price
E1,-,-,-
E2,3,"90,000","69,000"
E3,28,"95,407","83,000"
E4,18,"102,672","107,750"
E5,28,"143,393","134,500"
E6,2,"150,000","150,000"
E7,21,"121,976","119,000"
E8,28,"116,350","107,500"
E9,14,"140,211","139,000"
E10,1,"110,000","110,000"
E11,18,"106,472","110,000"
