Area,Sales,Avg_Price,Med_Price
C01,627,"$623,618","$542,000"
C02,57,"$1,018,451","$670,000"
C03,19,"$761,614","$655,000"
C04,22,"$602,909","$510,000"
C06,31,"$426,203","$410,000"
C07,100,"$592,380","$555,944"
C08,237,"$637,656","$590,000"
C09,11,"$1,073,190","$830,000"
C10,66,"$576,673","$524,408"
C11,33,"$378,275","$340,000"
C12,6,"$1,286,333","$1,090,000"
C13,39,"$456,500","$418,800"
C14,157,"$567,706","$510,000"
C15,131,"$521,483","$452,218"
