Date,Area_Code,Total_Condo_Sold_Number,Avg_Price,New_Units_Number_construction_complete
2022-05-01,C02,NA,1003101.745,NA
2022-05-01,All,NA,706143.4969,NA
2022-05-01,W02,NA,659817.0728,NA
2022-05-01,E01,NA,520219.2296,NA
2022-05-01,C15,NA,780688.8524,NA
2022-05-01,C14,NA,716796.7661,NA
2022-05-01,C13,NA,638037.4957,NA
2022-05-01,C12,NA,1662063.292,NA
2022-05-01,C03,NA,502569.6052,NA
2022-05-01,C10,NA,785644.944,NA
2022-05-01,E07,NA,557194.8717,NA
2022-05-01,C08,NA,631907.2381,NA
2022-05-01,C07,NA,639565.1348,NA
2022-05-01,C06,NA,615773.6714,NA
2022-05-01,C04,NA,1018091.778,NA
2022-05-01,E04,NA,588776.9051,NA
2022-05-01,C11,NA,717706.4191,NA
2022-05-01,E05,NA,515822.5452,NA
2022-05-01,C09,NA,1175015.944,NA
2022-06-01,E02,NA,810669.148,NA
2022-06-01,W09,NA,590171.6324,NA
2022-06-01,W08,NA,664718.9766,NA
2022-06-01,W07,NA,408403.3659,NA
2022-06-01,W06,NA,759092.3736,NA
2022-06-01,E06,NA,690577.445,NA
2022-06-01,W05,NA,534711.6825,NA
2022-06-01,W03,NA,550066.4925,NA
2022-06-01,W01,NA,909632.7475,NA
2022-06-01,E11,NA,515158.0871,NA
2022-06-01,E10,NA,306418.0638,NA
2022-06-01,E09,NA,650004.4119,NA
2022-06-01,E08,NA,590008.7326,NA
2022-06-01,W04,NA,524108.7128,NA
2022-06-01,C01,NA,652629.8256,NA
2022-06-01,E03,NA,679737.3542,NA
2022-06-01,W10,NA,535152.9837,NA
2022-06-01,C02,NA,1113882.413,NA
2022-06-01,All,NA,700175.488,NA
2022-06-01,W02,NA,520967.7709,NA
2022-06-01,E01,NA,633572.28,NA
2022-06-01,C15,NA,741189.7836,NA
2022-06-01,C14,NA,710182.2514,NA
2022-06-01,C13,NA,613651.071,NA
2022-06-01,C12,NA,1167033.302,NA
2022-06-01,C03,NA,928883.4447,NA
2022-06-01,C10,NA,727958.4606,NA
2022-06-01,E07,NA,550697.5498,NA
2022-06-01,C08,NA,629655.1746,NA
2022-06-01,C07,NA,685447.5438,NA
2022-06-01,C06,NA,657273.6782,NA
2022-06-01,C04,NA,1237456.425,NA
2022-06-01,E04,NA,570509.546,NA
2022-06-01,C11,NA,680794.6974,NA
2022-06-01,E05,NA,570402.7795,NA
2022-06-01,C09,NA,1794392.917,NA
2022-07-01,E02,NA,1132497.712,NA
2022-07-01,W09,NA,587517.6025,NA
2022-07-01,W08,NA,661975.4299,NA
2022-07-01,W07,NA,729212.4341,NA
2022-07-01,W06,NA,792214.8695,NA
2022-07-01,E06,NA,944208.167,NA
2022-07-01,W05,NA,561784.7094,NA
2022-07-01,W03,NA,598078.5874,NA
2022-07-01,W01,NA,815718.7889,NA
2022-07-01,E11,NA,548320.835,NA
2022-07-01,E10,NA,342489.1574,NA
2022-07-01,E09,NA,638123.7505,NA
2022-07-01,E08,NA,575069.3722,NA
2022-07-01,W04,NA,521435.7305,NA
2022-07-01,C01,NA,706503.1288,NA
2022-07-01,E03,NA,532892.1558,NA
2022-07-01,W10,NA,535539.3818,NA
2022-07-01,C02,NA,604785.7882,NA
2022-07-01,All,NA,698821.7912,NA
2022-07-01,W02,NA,478437.975,NA
2022-07-01,E01,NA,714959.5399,NA
2022-07-01,C15,NA,756289.9448,NA
2022-07-01,C14,NA,707746.5184,NA
2022-07-01,C13,NA,667599.8273,NA
2022-07-01,C12,NA,1081587.505,NA
2022-07-01,C03,NA,1319866.032,NA
2022-07-01,C10,NA,925191.1399,NA
2022-07-01,E07,NA,567003.0207,NA
2022-07-01,C08,NA,634740.7302,NA
2022-07-01,C07,NA,694558.2927,NA
2022-07-01,C06,NA,623149.7704,NA
2022-07-01,C04,NA,1252490.701,NA
2022-07-01,E04,NA,593185.4737,NA
2022-07-01,C11,NA,761263.258,NA
2022-07-01,E05,NA,607172.7833,NA
2022-07-01,C09,NA,1917118.804,NA
2022-08-01,E02,NA,1409320.211,NA
2022-08-01,W09,NA,686537.7191,NA
2022-08-01,W08,NA,644525.2658,NA
2022-08-01,W07,NA,1032780.346,NA
2022-08-01,W06,NA,774966.0948,NA
2022-08-01,E06,NA,1158198.607,NA
2022-08-01,W05,NA,545340.6171,NA
2022-08-01,W03,NA,441143.6904,NA
2022-08-01,W01,NA,768347.4939,NA
2022-08-01,E11,NA,565757.4534,NA
2022-08-01,E10,NA,435844.0832,NA
2022-08-01,E09,NA,662081.3283,NA
2022-08-01,E08,NA,507043.9266,NA
2022-08-01,W04,NA,470992.6567,NA
2022-08-01,C01,NA,775514.6934,NA
2022-08-01,E03,NA,636391.4015,NA
2022-08-01,W10,NA,556692.9491,NA
2022-08-01,C02,NA,588300.8966,NA
2022-08-01,All,NA,732498.8313,NA
2022-08-01,W02,NA,525982.2225,NA
2022-08-01,E01,NA,624776.8471,NA
2022-08-01,C15,NA,780942.6989,NA
2022-08-01,C14,NA,751608.4247,NA
2022-08-01,C13,NA,685355.9925,NA
2022-08-01,C12,NA,1039337.544,NA
2022-08-01,C03,NA,828446.8963,NA
2022-08-01,C10,NA,861920.4053,NA
2022-08-01,E07,NA,587154.6102,NA
2022-08-01,C08,NA,654081.7634,NA
2022-08-01,C07,NA,694293.0692,NA
2022-08-01,C06,NA,649331.0891,NA
2022-08-01,C04,NA,1269117.667,NA
2022-08-01,E04,NA,601757.6465,NA
2022-08-01,C11,NA,789505.5224,NA
2022-08-01,E05,NA,549565.4134,NA
2022-08-01,C09,NA,821508.4586,NA
2022-09-01,E02,NA,1146254.787,NA
2022-09-01,W09,NA,691199.7584,NA
2022-09-01,W08,NA,728694.4751,NA
2022-09-01,W07,NA,1261435.858,NA
2022-09-01,W06,NA,737903.2542,NA
2022-09-01,E06,NA,854524.5784,NA
2022-09-01,W05,NA,588703.1673,NA
2022-09-01,W03,NA,468245.933,NA
2022-09-01,W01,NA,757912.2389,NA
2022-09-01,E11,NA,604584.7617,NA
2022-09-01,E10,NA,429110.1229,NA
2022-09-01,E09,NA,696361.4711,NA
2022-09-01,E08,NA,502878.1763,NA
2022-09-01,W04,NA,446754.2994,NA
2022-09-01,C01,NA,722897.9565,NA
2022-09-01,E03,NA,745350.2119,NA
2022-09-01,W10,NA,568146.8197,NA
2022-09-01,C02,NA,822250.8904,NA
2022-09-01,All,NA,756565.3066,NA
2022-09-01,W02,NA,448352.8396,NA
2022-09-01,E01,NA,609397.926,NA
2022-09-01,C15,NA,826230.4632,NA
2022-09-01,C14,NA,765978.3642,NA
2022-09-01,C13,NA,745746.7295,NA
2022-09-01,C12,NA,1317956.428,NA
2022-09-01,C03,NA,425482.9691,NA
2022-09-01,C10,NA,847032.172,NA
2022-09-01,E07,NA,579013.2791,NA
2022-09-01,C08,NA,699405.4572,NA
2022-09-01,C07,NA,728923.0289,NA
2022-09-01,C06,NA,681175.457,NA
2022-09-01,C04,NA,1338196.456,NA
2022-09-01,E04,NA,635712.2409,NA
2022-09-01,C11,NA,655312.6607,NA
2022-09-01,E05,NA,524904.2476,NA
2022-09-01,C09,NA,2017842.648,NA
2022-10-01,E02,NA,910899.5135,NA
2022-10-01,W09,NA,700572.1603,NA
2022-10-01,W08,NA,659766.4931,NA
2022-10-01,W07,NA,670898.9141,NA
2022-10-01,W06,NA,810292.6005,NA
2022-10-01,E06,NA,983462.6701,NA
2022-10-01,W05,NA,568147.2446,NA
2022-10-01,W03,NA,413439.1758,NA
2022-10-01,W01,NA,819348.0378,NA
2022-10-01,E11,NA,625696.1643,NA
2022-10-01,E10,NA,336404.0226,NA
2022-10-01,E09,NA,705232.1748,NA
2022-10-01,E08,NA,565662.4474,NA
2022-10-01,W04,NA,474787.5405,NA
2022-10-01,C01,NA,646332.0343,NA
2022-10-01,E03,NA,664713.7985,NA
2022-10-01,W10,NA,548040.8821,NA
2022-10-01,C02,NA,758448.1564,NA
2022-10-01,All,NA,748628.3525,NA
2022-10-01,W02,NA,463928.061,NA
2022-10-01,E01,NA,699261.5023,NA
2022-10-01,C15,NA,799758.9846,NA
2022-10-01,C14,NA,770272.5526,NA
