Area,Sales,Avg_Price,Med_Price
C-1,123,"237,277","210,000"
C-2,20,"330,015","283,500"
C-3,5,"443,000","396,000"
C-4,14,"242,481","224,750"
C-6,3,"192,333","192,000"
C-7,37,"212,086","199,000"
C-8,99,"222,658","200,000"
C-9,14,"352,744","341,750"
C-10,15,"281,127","240,000"
C-11,17,"119,521","102,000"
C-12,5,"316,978","327,900"
C-13,28,"209,425","187,500"
C-14,46,"228,917","227,900"
C-15,25,"190,500","167,000"
