Area,Sales,Avg_Price,Med_Price
E-1,1,"93,288","93,288"
E-2,2,"89,500","89,500"
E-3,34,"96,050","94,000"
E-4,27,"97,581","105,000"
E-5,43,"139,210","140,650"
E-6,4,"146,750","153,500"
E-7,31,"113,287","115,000"
E-8,45,"113,928","100,000"
E-9,20,"117,239","119,000"
E-10,6,"83,833","73,500"
E-11,26,"85,696","88,500"
