Area,Sales,Avg_Price,Med_Price
C-1,76,"172,558","146,000"
C-2,12,"231,208","223,750"
C-3,4,"255,625","241,250"
C-4,16,"157,953","137,500"
C-6,-,-,-
C-7,30,"149,887","145,500"
C-8,48,"146,333","119,000"
C-9,4,"343,300","286,000"
C-10,7,"154,786","136,000"
C-11,13,"91,885","81,000"
C-12,1,"650,000","650,000"
C-13,14,"155,936","116,000"
C-14,18,"189,394","178,400"
C-15,27,"137,859","113,000"
