Area,Sales,Avg_Price,Med_Price
E01,8,"$433,000","$410,500"
E02,9,"$402,333","$405,000"
E03,34,"$173,965","$158,750"
E04,23,"$182,136","$181,751"
E05,52,"$211,817","$197,500"
E06,1,"$405,000","$405,000"
E07,38,"$192,973","$190,500"
E08,19,"$162,324","$159,000"
E09,58,"$211,475","$211,900"
E10,6,"$136,417","$133,500"
E11,13,"$134,077","$134,000"
