Area,Sales,Avg_Price,Med_Price
C-1,62,"158,038","130,750"
C-2,9,"181,551","173,000"
C-3,3,"226,000","176,000"
C-4,7,"196,964","196,000"
C-6,-,-,-
C-7,14,"163,393","155,000"
C-8,36,"147,293","128,500"
C-9,4,"227,250","220,500"
C-10,7,"170,000","190,500"
C-11,15,"98,513","80,000"
C-12,1,"169,000","169,000"
C-13,15,"165,687","148,000"
C-14,20,"182,899","184,400"
C-15,20,"161,933","124,950"
