Area,Sales,Avg_Price,Med_Price
E1,-,-,-
E2,2,"97,500","97,500"
E3,30,"93,818","88,750"
E4,18,"95,166","87,750"
E5,41,"153,135","132,500"
E6,-,-,-
E7,23,"124,556","126,000"
E8,21,"80,528","81,000"
E9,10,"103,780","98,000"
E10,2,"112,750","112,750"
E11,19,"93,939","94,000"
