Area,Sales,Avg_Price,Med_Price
C-1,38,"180,829","140,000"
C-2,3,"187,800","205,900"
C-3,-,-,-
C-4,6,"210,408","152,350"
C-6,-,-,-
C-7,9,"158,889","147,500"
C-8,20,"132,585","140,000"
C-9,1,"800,000","800,000"
C-10,-,-,-
C-11,6,"66,817","63,650"
C-12,1,"141,000","141,000"
C-13,4,"138,125","143,750"
C-14,4,"227,000","224,000"
C-15,11,"175,386","128,000"
