Area,Sales,Avg_Price,Med_Price
C-1,179,"258,923","225,000"
C-2,17,"308,606","270,000"
C-3,6,"379,500","370,000"
C-4,11,"372,718","269,000"
C-6,1,"210,000","210,000"
C-7,33,"225,515","220,000"
C-8,98,"242,659","218,500"
C-9,12,"350,182","344,500"
C-10,17,"273,894","268,000"
C-11,16,"152,981","143,500"
C-12,13,"423,154","332,000"
C-13,24,"247,438","217,500"
C-14,55,"235,191","230,000"
C-15,29,"216,834","194,500"
