Area,Sales,Avg_Price,Med_Price
E01,6,"$279,733","$332,200"
E02,10,"$526,265","$527,450"
E03,29,"$196,843","$170,000"
E04,35,"$191,026","$190,000"
E05,44,"$229,798","$224,500"
E06,6,"$284,783","$279,950"
E07,38,"$206,573","$218,500"
E08,30,"$212,859","$179,750"
E09,90,"$240,238","$238,000"
E10,2,"$178,500","$178,500"
E11,27,"$139,881","$129,000"
