Area,Date,Sales,Avg_Price,Med_Price
C01,2009-08-01,319,357532,325000
C02,2009-08-01,24,572600,432500
C03,2009-08-01,5,521160,500000
C04,2009-08-01,21,292329,233000
C06,2009-08-01,19,247079,254000
C07,2009-08-01,86,314792,295000
C08,2009-08-01,99,350123,325000
C09,2009-08-01,13,514392,337500
C10,2009-08-01,33,507700,405000
C11,2009-08-01,18,169522,160000
C12,2009-08-01,5,481080,475000
C13,2009-08-01,34,266185,250500
C14,2009-08-01,126,320550,300000
C15,2009-08-01,57,275666,249000
E01,2009-08-01,8,433000,410500
E02,2009-08-01,9,402333,405000
E03,2009-08-01,34,173965,158750
E04,2009-08-01,23,182136,181751
E05,2009-08-01,52,211817,197500
E06,2009-08-01,1,405000,405000
E07,2009-08-01,38,192973,190500
E08,2009-08-01,19,162324,159000
E09,2009-08-01,58,211475,211900
E10,2009-08-01,6,136417,133500
E11,2009-08-01,13,134077,134000
W01,2009-08-01,15,284200,280000
W02,2009-08-01,15,350767,357500
W03,2009-08-01,9,199478,182500
W04,2009-08-01,20,153155,150801
W05,2009-08-01,17,128500,141000
W06,2009-08-01,71,306666,283000
W07,2009-08-01,25,333992,273500
W08,2009-08-01,42,276720,268500
W09,2009-08-01,17,160762,130000
W10,2009-08-01,39,163805,154000
