Area,Date,Sales,Avg_Price,Med_Price
C01,2002-01-01,108,237455,219750
C02,2002-01-01,11,267818,230000
C03,2002-01-01,6,380833,330000
C04,2002-01-01,9,237166,186000
C06,2002-01-01,1,170000,170000
C07,2002-01-01,19,230489,238800
C08,2002-01-01,62,243968,212200
C09,2002-01-01,7,450129,449000
C10,2002-01-01,24,287977,235000
C11,2002-01-01,13,144260,128000
C12,2002-01-01,5,395180,369900
C13,2002-01-01,18,218994,197500
C14,2002-01-01,42,229457,228000
C15,2002-01-01,16,162838,163500
E01,2002-01-01,1,118500,118500
E02,2002-01-01,3,205467,251900
E03,2002-01-01,33,143815,140000
E04,2002-01-01,27,136726,142500
E05,2002-01-01,46,181270,176800
E06,2002-01-01,2,163500,163500
E07,2002-01-01,37,161121,162800
E08,2002-01-01,25,142667,140000
E09,2002-01-01,27,176696,179900
E10,2002-01-01,3,128000,131000
E11,2002-01-01,17,138394,140000
W01,2002-01-01,5,172496,175100
W02,2002-01-01,4,256500,256000
W03,2002-01-01,4,155725,158450
W04,2002-01-01,20,132680,142000
W05,2002-01-01,22,106659,106000
W06,2002-01-01,19,252763,248000
W07,2002-01-01,5,186080,198900
W08,2002-01-01,30,170560,159000
W09,2002-01-01,14,121600,100500
W10,2002-01-01,47,129195,130000
