Area,Date,Sales,Avg_Price,Med_Price
C01,2007-05-01,346,326175,282900
C02,2007-05-01,22,531102,415000
C03,2007-05-01,8,453313,447250
C04,2007-05-01,33,361532,275000
C06,2007-05-01,6,264533,247850
C07,2007-05-01,78,246205,240000
C08,2007-05-01,126,303812,281250
C09,2007-05-01,26,536346,390000
C10,2007-05-01,36,300765,293500
C11,2007-05-01,23,179698,154000
C12,2007-05-01,10,677550,372500
C13,2007-05-01,45,267713,242000
C14,2007-05-01,185,271642,260000
C15,2007-05-01,58,225648,206250
E01,2007-05-01,9,306267,340000
E02,2007-05-01,10,293475,292925
E03,2007-05-01,28,177568,152500
E04,2007-05-01,29,160697,159900
E05,2007-05-01,60,218978,202250
E06,2007-05-01,2,392000,392000
E07,2007-05-01,37,176823,178000
E08,2007-05-01,33,155610,155000
E09,2007-05-01,82,201081,198900
E10,2007-05-01,6,166817,168500
E11,2007-05-01,22,137841,145000
W01,2007-05-01,24,245569,241250
W02,2007-05-01,16,358338,312500
W03,2007-05-01,13,233077,245000
W04,2007-05-01,25,151420,153000
W05,2007-05-01,25,145640,150000
W06,2007-05-01,64,347823,278000
W07,2007-05-01,23,348926,264500
W08,2007-05-01,45,252789,214500
W09,2007-05-01,25,164816,161500
W10,2007-05-01,31,154350,151500
