Area,Date,Sales,Avg_Price,Med_Price
C01,2011-10-01,343,418344,376000
C02,2011-10-01,32,841644,687500
C03,2011-10-01,3,599000,625000
C04,2011-10-01,11,733391,440000
C06,2011-10-01,8,326250,338750
C07,2011-10-01,41,335354,315700
C08,2011-10-01,118,406277,365000
C09,2011-10-01,17,918571,519000
C10,2011-10-01,35,460859,426688
C11,2011-10-01,20,195688,189500
C12,2011-10-01,10,635040,527000
C13,2011-10-01,42,295896,265000
C14,2011-10-01,135,383455,371000
C15,2011-10-01,66,369683,341000
E01,2011-10-01,10,429143,410613
E02,2011-10-01,11,435518,420000
E03,2011-10-01,14,183214,139250
E04,2011-10-01,27,196019,190000
E05,2011-10-01,29,245352,243000
E06,2011-10-01,8,251300,239250
E07,2011-10-01,41,229651,234500
E08,2011-10-01,14,162964,150250
E09,2011-10-01,38,242534,238500
E10,2011-10-01,7,137286,143000
E11,2011-10-01,19,144300,135900
W01,2011-10-01,29,362166,346500
W02,2011-10-01,8,369474,347500
W03,2011-10-01,7,219786,200000
W04,2011-10-01,24,196771,187500
W05,2011-10-01,22,159464,138000
W06,2011-10-01,63,348324,310000
W07,2011-10-01,3,783667,425000
W08,2011-10-01,59,306735,279500
W09,2011-10-01,16,191156,161000
W10,2011-10-01,28,171571,165750
