Area,Date,Sales,Avg_Price,Med_Price
C01,2011-12-01,203,409572,367700
C02,2011-12-01,25,950261,480000
C03,2011-12-01,9,391389,380000
C04,2011-12-01,10,446400,403000
C06,2011-12-01,5,305398,308500
C07,2011-12-01,43,303856,310000
C08,2011-12-01,72,412843,396250
C09,2011-12-01,12,574450,511000
C10,2011-12-01,18,453478,425500
C11,2011-12-01,17,235335,210000
C12,2011-12-01,5,848000,755000
C13,2011-12-01,30,291417,270000
C14,2011-12-01,81,380333,355000
C15,2011-12-01,42,381849,360000
E01,2011-12-01,14,455909,459250
E02,2011-12-01,6,350633,355450
E03,2011-12-01,9,219711,174000
E04,2011-12-01,20,176830,150750
E05,2011-12-01,28,256270,215875
E06,2011-12-01,2,289450,289450
E07,2011-12-01,32,243690,240450
E08,2011-12-01,16,140906,148000
E09,2011-12-01,35,245881,245500
E10,2011-12-01,2,96750,96750
E11,2011-12-01,16,166769,169500
W01,2011-12-01,10,378240,377500
W02,2011-12-01,9,306222,277500
W03,2011-12-01,6,224250,246500
W04,2011-12-01,11,168718,155000
W05,2011-12-01,19,167984,144000
W06,2011-12-01,39,325008,307000
W07,2011-12-01,2,418500,418500
W08,2011-12-01,52,302907,293050
W09,2011-12-01,15,154200,126000
W10,2011-12-01,28,186461,168500
