Area,Date,Sales,Avg_Price,Med_Price
C01,2003-04-01,193,256129,225000
C02,2003-04-01,19,457947,298000
C03,2003-04-01,4,432500,385000
C04,2003-04-01,18,294200,252000
C06,2003-04-01,4,193650,193800
C07,2003-04-01,43,252965,238000
C08,2003-04-01,79,212244,206000
C09,2003-04-01,16,340993,287250
C10,2003-04-01,19,277574,274000
C11,2003-04-01,21,163157,145500
C12,2003-04-01,8,538488,312500
C13,2003-04-01,23,208017,189000
C14,2003-04-01,93,237615,217000
C15,2003-04-01,52,203131,199500
E01,2003-04-01,3,213667,177000
E02,2003-04-01,11,259273,216000
E03,2003-04-01,26,169492,156950
E04,2003-04-01,20,152240,153250
E05,2003-04-01,44,203263,177500
E06,2003-04-01,4,159000,149500
E07,2003-04-01,42,169650,167000
E08,2003-04-01,22,161400,163500
E09,2003-04-01,50,181505,177500
E10,2003-04-01,5,156300,162000
E11,2003-04-01,29,135355,130000
W01,2003-04-01,9,220667,195000
W02,2003-04-01,2,265000,265000
W03,2003-04-01,7,155557,160000
W04,2003-04-01,13,145231,146000
W05,2003-04-01,31,124877,130000
W06,2003-04-01,20,295306,231813
W07,2003-04-01,4,285750,316500
W08,2003-04-01,37,233111,188000
W09,2003-04-01,23,155170,116000
W10,2003-04-01,53,137862,144000
