Area,Date,Sales,Avg_Price,Med_Price
C01,2011-08-01,371,422135,365000
C02,2011-08-01,24,801904,520500
C03,2011-08-01,23,613178,475000
C04,2011-08-01,14,304821,251000
C06,2011-08-01,10,306848,301000
C07,2011-08-01,56,343806,317500
C08,2011-08-01,157,387756,362000
C09,2011-08-01,11,814821,510000
C10,2011-08-01,20,651169,437000
C11,2011-08-01,29,258937,254000
C12,2011-08-01,10,458800,469000
C13,2011-08-01,32,279337,274000
C14,2011-08-01,133,389316,365000
C15,2011-08-01,61,371989,324000
E01,2011-08-01,6,457467,478750
E02,2011-08-01,5,366300,340000
E03,2011-08-01,12,154542,143500
E04,2011-08-01,18,192111,202500
E05,2011-08-01,42,255207,249750
E06,2011-08-01,4,423500,421000
E07,2011-08-01,34,228141,235650
E08,2011-08-01,18,174583,170000
E09,2011-08-01,54,238094,231000
E10,2011-08-01,1,209000,209000
E11,2011-08-01,27,160756,160000
W01,2011-08-01,27,341385,295000
W02,2011-08-01,13,355608,343000
W03,2011-08-01,6,230833,237500
W04,2011-08-01,19,200211,170000
W05,2011-08-01,15,162233,140000
W06,2011-08-01,42,350405,309000
W07,2011-08-01,2,297000,297000
W08,2011-08-01,56,306128,275000
W09,2011-08-01,17,192994,217500
W10,2011-08-01,24,205646,197500
