Area,Date,Sales,Avg_Price,Med_Price
C01,2012-06-01,330,411803,377000
C02,2012-06-01,35,763037,685000
C03,2012-06-01,6,665839,473516
C04,2012-06-01,17,619846,575000
C06,2012-06-01,7,305929,305000
C07,2012-06-01,51,358825,350000
C08,2012-06-01,118,417253,398900
C09,2012-06-01,9,728444,610000
C10,2012-06-01,38,433787,397000
C11,2012-06-01,16,197280,181550
C12,2012-06-01,11,944309,540000
C13,2012-06-01,42,311040,271200
C14,2012-06-01,114,375243,360450
C15,2012-06-01,63,394946,342000
E01,2012-06-01,15,453033,470000
E02,2012-06-01,11,353618,342500
E03,2012-06-01,14,210386,183750
E04,2012-06-01,24,162423,138875
E05,2012-06-01,40,267073,243250
E06,2012-06-01,2,326251,326251
E07,2012-06-01,42,234292,236445
E08,2012-06-01,25,184680,175000
E09,2012-06-01,51,244782,243000
E10,2012-06-01,5,169300,149000
E11,2012-06-01,28,172964,175750
W01,2012-06-01,16,357806,341750
W02,2012-06-01,18,384847,329500
W03,2012-06-01,8,270613,268750
W04,2012-06-01,26,223523,209500
W05,2012-06-01,27,212841,172000
W06,2012-06-01,72,388106,341000
W07,2012-06-01,0,0,0
W08,2012-06-01,85,307733,283000
W09,2012-06-01,14,257610,228444
W10,2012-06-01,35,177414,167500
