Area,Date,Sales,Avg_Price,Med_Price
C01,2002-04-01,198,261948,226000
C02,2002-04-01,28,394145,305000
C03,2002-04-01,5,397200,380000
C04,2002-04-01,18,356299,304000
C06,2002-04-01,2,190250,190250
C07,2002-04-01,23,244248,223500
C08,2002-04-01,120,243600,219750
C09,2002-04-01,9,440611,415000
C10,2002-04-01,26,346834,268062
C11,2002-04-01,20,143425,135500
C12,2002-04-01,13,540700,418000
C13,2002-04-01,29,224407,220800
C14,2002-04-01,68,233510,228500
C15,2002-04-01,34,186726,178900
E01,2002-04-01,5,267780,283000
E02,2002-04-01,5,250920,214000
E03,2002-04-01,46,165587,152000
E04,2002-04-01,38,150900,152100
E05,2002-04-01,62,190365,170750
E06,2002-04-01,6,198933,179500
E07,2002-04-01,52,172922,169000
E08,2002-04-01,45,153567,150200
E09,2002-04-01,42,181745,183000
E10,2002-04-01,8,139125,139500
E11,2002-04-01,30,144460,144500
W01,2002-04-01,17,221735,199900
W02,2002-04-01,3,237333,242000
W03,2002-04-01,5,126820,107500
W04,2002-04-01,15,121023,133000
W05,2002-04-01,41,118495,122000
W06,2002-04-01,49,254620,233000
W07,2002-04-01,5,191900,200000
W08,2002-04-01,43,203442,170000
W09,2002-04-01,30,129257,107950
W10,2002-04-01,43,133335,136000
