Area,Date,Sales,Avg_Price,Med_Price
C01,2020-07-01,406,737306,695000
C02,2020-07-01,42,1330227,916750
C03,2020-07-01,15,873135,689000
C04,2020-07-01,12,812083,637000
C06,2020-07-01,22,602618,587450
C07,2020-07-01,42,664974,644000
C08,2020-07-01,198,765214,703500
C09,2020-07-01,6,1235167,935500
C10,2020-07-01,59,680901,640000
C11,2020-07-01,33,582338,532000
C12,2020-07-01,9,2286556,1605000
C13,2020-07-01,36,548374,527500
C14,2020-07-01,76,632968,601500
C15,2020-07-01,83,594239,581000
E01,2020-07-01,17,886877,855313
E02,2020-07-01,21,763510,715000
E03,2020-07-01,13,549692,500000
E04,2020-07-01,25,433696,441000
E05,2020-07-01,36,514978,489000
E06,2020-07-01,9,559688,510000
E07,2020-07-01,42,482990,484000
E08,2020-07-01,24,489479,457450
E09,2020-07-01,38,490389,476500
E10,2020-07-01,6,387315,395944
E11,2020-07-01,24,427288,405450
W01,2020-07-01,29,713698,670000
W02,2020-07-01,34,760066,727500
W03,2020-07-01,4,549500,494000
W04,2020-07-01,44,526058,518500
W05,2020-07-01,32,489805,500000
W06,2020-07-01,107,657542,615000
W07,2020-07-01,3,715000,600000
W08,2020-07-01,89,647934,560000
W09,2020-07-01,16,503681,404000
W10,2020-07-01,37,447934,452000
