Area,Date,Sales,Avg_Price,Med_Price
C01,2020-06-01,318,751439,677501
C02,2020-06-01,43,1096215,910000
C03,2020-06-01,9,704277,586500
C04,2020-06-01,10,798250,717500
C06,2020-06-01,13,585846,630000
C07,2020-06-01,37,629901,618000
C08,2020-06-01,150,738965,678000
C09,2020-06-01,7,1614771,1410000
C10,2020-06-01,44,702297,633500
C11,2020-06-01,19,522682,490000
C12,2020-06-01,6,1482167,1004000
C13,2020-06-01,27,590037,524999
C14,2020-06-01,61,681099,641000
C15,2020-06-01,56,623503,578444
E01,2020-06-01,11,807755,760000
E02,2020-06-01,16,724875,628500
E03,2020-06-01,9,459389,417000
E04,2020-06-01,22,466705,457750
E05,2020-06-01,19,498721,507000
E06,2020-06-01,7,633929,580500
E07,2020-06-01,24,494458,484500
E08,2020-06-01,14,440128,415000
E09,2020-06-01,34,490923,469000
E10,2020-06-01,3,372000,295000
E11,2020-06-01,13,409269,412000
W01,2020-06-01,29,634021,630000
W02,2020-06-01,22,690455,622500
W03,2020-06-01,8,570750,542750
W04,2020-06-01,35,465537,479000
W05,2020-06-01,25,442426,462500
W06,2020-06-01,91,644973,606500
W07,2020-06-01,3,613667,620000
W08,2020-06-01,72,557419,537450
W09,2020-06-01,8,478375,462000
W10,2020-06-01,22,450455,460000
