Area,Date,Sales,Avg_Price,Med_Price
C01,2004-12-01,122,283114,239450
C02,2004-12-01,15,575400,320000
C03,2004-12-01,8,349938,327500
C04,2004-12-01,10,230385,208500
C06,2004-12-01,2,228000,228000
C07,2004-12-01,18,202611,185500
C08,2004-12-01,73,228346,215600
C09,2004-12-01,15,506920,344900
C10,2004-12-01,18,297069,270000
C11,2004-12-01,8,157813,139500
C12,2004-12-01,5,630980,395000
C13,2004-12-01,20,276700,272750
C14,2004-12-01,88,230341,216400
C15,2004-12-01,18,227294,190500
E01,2004-12-01,2,383500,383500
E02,2004-12-01,2,252776,252776
E03,2004-12-01,16,138625,134500
E04,2004-12-01,8,171750,165750
E05,2004-12-01,26,198990,197500
E06,2004-12-01,3,199200,194100
E07,2004-12-01,24,166038,164500
E08,2004-12-01,18,146850,143150
E09,2004-12-01,37,184470,177000
E10,2004-12-01,1,119000,119000
E11,2004-12-01,23,133087,139000
W01,2004-12-01,8,266375,227500
W02,2004-12-01,0,0,0
W03,2004-12-01,4,157125,151000
W04,2004-12-01,17,149758,143000
W05,2004-12-01,13,135038,137000
W06,2004-12-01,20,347260,318250
W07,2004-12-01,4,230625,222000
W08,2004-12-01,21,202510,171000
W09,2004-12-01,16,147975,132750
W10,2004-12-01,20,148625,146500
