Area,Date,Sales,Avg_Price,Med_Price
C01,2005-11-01,191,268016,249000
C02,2005-11-01,18,448350,346000
C03,2005-11-01,5,529200,450000
C04,2005-11-01,24,280458,224000
C06,2005-11-01,3,223833,220000
C07,2005-11-01,46,237895,220500
C08,2005-11-01,112,253713,233500
C09,2005-11-01,14,391321,387500
C10,2005-11-01,27,276319,256000
C11,2005-11-01,13,168577,157000
C12,2005-11-01,4,461575,353900
C13,2005-11-01,24,244171,215000
C14,2005-11-01,127,247591,230000
C15,2005-11-01,44,206041,196000
E01,2005-11-01,1,149900,149900
E02,2005-11-01,6,363583,310500
E03,2005-11-01,31,170361,156000
E04,2005-11-01,24,153335,159000
E05,2005-11-01,36,202108,197750
E06,2005-11-01,4,233125,217250
E07,2005-11-01,41,175316,176800
E08,2005-11-01,24,185563,159500
E09,2005-11-01,39,180836,187000
E10,2005-11-01,1,110000,110000
E11,2005-11-01,18,134139,140500
W01,2005-11-01,13,208085,214900
W02,2005-11-01,6,252750,254750
W03,2005-11-01,4,183120,183745
W04,2005-11-01,25,150620,150000
W05,2005-11-01,20,129385,131250
W06,2005-11-01,46,250285,226000
W07,2005-11-01,12,224000,235000
W08,2005-11-01,30,205440,179500
W09,2005-11-01,18,129611,111000
W10,2005-11-01,28,134382,136350
