Area,Date,Sales,Avg_Price,Med_Price
C01,2013-05-01,334,431293,374000
C02,2013-05-01,45,692042,524000
C03,2013-05-01,10,690150,699000
C04,2013-05-01,23,532922,467000
C06,2013-05-01,17,297076,287000
C07,2013-05-01,58,346253,337450
C08,2013-05-01,157,425322,400000
C09,2013-05-01,18,509327,433000
C10,2013-05-01,29,516948,499000
C11,2013-05-01,34,250625,219750
C12,2013-05-01,11,665672,480000
C13,2013-05-01,37,320265,304000
C14,2013-05-01,121,397327,385000
C15,2013-05-01,58,365264,337000
E01,2013-05-01,21,483285,499900
E02,2013-05-01,13,464800,490000
E03,2013-05-01,9,187144,148800
E04,2013-05-01,37,182288,184500
E05,2013-05-01,28,247763,228000
E06,2013-05-01,4,345625,365000
E07,2013-05-01,38,238165,231500
E08,2013-05-01,12,194883,185500
E09,2013-05-01,61,251331,250000
E10,2013-05-01,4,177750,177000
E11,2013-05-01,14,166136,156000
W01,2013-05-01,13,385846,364000
W02,2013-05-01,15,378193,410000
W03,2013-05-01,6,274417,298250
W04,2013-05-01,24,220354,202000
W05,2013-05-01,29,218131,191000
W06,2013-05-01,76,357765,331450
W07,2013-05-01,0,0,0
W08,2013-05-01,80,341753,304450
W09,2013-05-01,17,170071,117000
W10,2013-05-01,46,159452,168000
