Area,Date,Sales,Avg_Price,Med_Price
C01,2009-07-01,413,333302,315000
C02,2009-07-01,26,446732,370950
C03,2009-07-01,16,546688,475000
C04,2009-07-01,29,356128,309900
C06,2009-07-01,10,272799,278000
C07,2009-07-01,83,299422,289800
C08,2009-07-01,138,332083,313500
C09,2009-07-01,19,795289,438000
C10,2009-07-01,52,490132,365950
C11,2009-07-01,18,179917,169500
C12,2009-07-01,9,706222,419000
C13,2009-07-01,35,261999,237500
C14,2009-07-01,142,314500,299000
C15,2009-07-01,68,293413,252000
E01,2009-07-01,7,367200,350000
E02,2009-07-01,11,385656,360218
E03,2009-07-01,32,175438,158000
E04,2009-07-01,39,171992,169500
E05,2009-07-01,62,219610,217500
E06,2009-07-01,3,237933,210800
E07,2009-07-01,41,180322,181800
E08,2009-07-01,30,186855,170500
E09,2009-07-01,73,216608,224500
E10,2009-07-01,2,155900,155900
E11,2009-07-01,17,126632,120000
W01,2009-07-01,25,310397,262000
W02,2009-07-01,7,340443,340000
W03,2009-07-01,6,174400,167500
W04,2009-07-01,14,163386,161000
W05,2009-07-01,22,143416,150250
W06,2009-07-01,67,347043,311000
W07,2009-07-01,38,266941,255875
W08,2009-07-01,54,268333,223500
W09,2009-07-01,25,174252,132000
W10,2009-07-01,42,166683,157000
