Area,Date,Sales,Avg_Price,Med_Price
C01,2006-08-01,225,294688,256500
C02,2006-08-01,22,543372,391000
C03,2006-08-01,10,489050,496000
C04,2006-08-01,13,338654,305000
C06,2006-08-01,10,200690,196700
C07,2006-08-01,57,245481,236000
C08,2006-08-01,86,263818,239000
C09,2006-08-01,9,326811,305000
C10,2006-08-01,19,296726,290000
C11,2006-08-01,17,227165,211500
C12,2006-08-01,9,500222,396000
C13,2006-08-01,27,251505,220000
C14,2006-08-01,166,250111,238100
C15,2006-08-01,38,227503,216500
E01,2006-08-01,2,151500,151500
E02,2006-08-01,11,328991,329900
E03,2006-08-01,26,151931,132500
E04,2006-08-01,29,144859,133000
E05,2006-08-01,35,207386,193000
E06,2006-08-01,2,260000,260000
E07,2006-08-01,29,176089,173000
E08,2006-08-01,23,156739,157000
E09,2006-08-01,63,199826,185000
E10,2006-08-01,2,123500,123500
E11,2006-08-01,21,139376,148000
W01,2006-08-01,9,255933,217900
W02,2006-08-01,4,202000,179250
W03,2006-08-01,7,191071,195000
W04,2006-08-01,10,139550,137500
W05,2006-08-01,18,117678,126500
W06,2006-08-01,41,293406,250000
W07,2006-08-01,11,310273,281000
W08,2006-08-01,43,238219,221000
W09,2006-08-01,20,160525,135500
W10,2006-08-01,25,146232,144000
