Area,Date,Sales,Avg_Price,Med_Price
C01,2015-04-01,443,464765,396500
C02,2015-04-01,38,1004703,750000
C03,2015-04-01,14,626746,546500
C04,2015-04-01,9,523656,390000
C06,2015-04-01,14,305020,306500
C07,2015-04-01,70,385071,371000
C08,2015-04-01,174,450529,408500
C09,2015-04-01,5,655200,618000
C10,2015-04-01,43,538868,524000
C11,2015-04-01,32,303166,275000
C12,2015-04-01,9,814900,755000
C13,2015-04-01,39,359023,321800
C14,2015-04-01,148,431851,394400
C15,2015-04-01,72,385217,324500
E01,2015-04-01,12,504250,514000
E02,2015-04-01,4,366500,390000
E03,2015-04-01,10,199525,204300
E04,2015-04-01,28,183511,163250
E05,2015-04-01,42,309583,301400
E06,2015-04-01,4,511350,458700
E07,2015-04-01,54,265085,264500
E08,2015-04-01,21,246810,225000
E09,2015-04-01,50,278582,280000
E10,2015-04-01,2,211245,211245
E11,2015-04-01,24,205885,220000
W01,2015-04-01,21,361895,360000
W02,2015-04-01,24,375516,338750
W03,2015-04-01,9,314658,310000
W04,2015-04-01,27,241019,230000
W05,2015-04-01,31,224690,208000
W06,2015-04-01,80,403031,350000
W07,2015-04-01,3,434000,335000
W08,2015-04-01,101,331520,305000
W09,2015-04-01,9,264678,310000
W10,2015-04-01,40,206550,207500
