Area,Date,Sales,Avg_Price,Med_Price
C01,2019-06-01,359,712649,650000
C02,2019-06-01,40,1043642,717450
C03,2019-06-01,12,714600,722500
C04,2019-06-01,20,736770,680000
C06,2019-06-01,17,562582,515000
C07,2019-06-01,52,605325,560500
C08,2019-06-01,164,693007,627000
C09,2019-06-01,17,1574759,1305000
C10,2019-06-01,46,689921,637500
C11,2019-06-01,18,532872,426250
C12,2019-06-01,7,1179653,866500
C13,2019-06-01,26,537362,479450
C14,2019-06-01,101,599174,583000
C15,2019-06-01,87,539605,487500
E01,2019-06-01,17,777548,755000
E02,2019-06-01,15,854553,728000
E03,2019-06-01,12,412692,365000
E04,2019-06-01,21,387562,379000
E05,2019-06-01,23,454248,437000
E06,2019-06-01,5,455640,435000
E07,2019-06-01,34,429652,435000
E08,2019-06-01,20,386560,360000
E09,2019-06-01,30,448785,437000
E10,2019-06-01,4,314500,316500
E11,2019-06-01,18,364817,366000
W01,2019-06-01,26,634865,593743
W02,2019-06-01,18,623868,581750
W03,2019-06-01,8,558875,574000
W04,2019-06-01,28,425828,433500
W05,2019-06-01,25,391230,412000
W06,2019-06-01,90,620397,560000
W07,2019-06-01,6,775833,577500
W08,2019-06-01,81,604520,504000
W09,2019-06-01,28,428246,396000
W10,2019-06-01,22,399023,398500
