Area,Date,Sales,Avg_Price,Med_Price
C01,2018-08-01,365,681601,610000
C02,2018-08-01,40,1300457,1002500
C03,2018-08-01,12,730750,653500
C04,2018-08-01,14,571779,511000
C06,2018-08-01,11,489871,528000
C07,2018-08-01,51,552510,514000
C08,2018-08-01,140,651859,610000
C09,2018-08-01,3,853000,851000
C10,2018-08-01,27,717135,620000
C11,2018-08-01,21,399838,387500
C12,2018-08-01,10,1006650,797500
C13,2018-08-01,20,497881,452500
C14,2018-08-01,99,577803,551500
C15,2018-08-01,78,512135,476500
E01,2018-08-01,11,635803,649900
E02,2018-08-01,4,689031,764063
E03,2018-08-01,7,365757,370000
E04,2018-08-01,29,362883,370000
E05,2018-08-01,30,421793,407500
E06,2018-08-01,2,405250,405250
E07,2018-08-01,43,408309,410000
E08,2018-08-01,19,376900,357000
E09,2018-08-01,46,416983,409350
E10,2018-08-01,7,289429,275000
E11,2018-08-01,14,380929,389000
W01,2018-08-01,18,534183,526000
W02,2018-08-01,8,618688,545000
W03,2018-08-01,8,487625,489000
W04,2018-08-01,26,395242,406000
W05,2018-08-01,33,316712,282000
W06,2018-08-01,78,616125,525000
W07,2018-08-01,4,474325,467750
W08,2018-08-01,60,471051,456500
W09,2018-08-01,11,433227,500000
W10,2018-08-01,39,329354,351500
