Area,Date,Sales,Avg_Price,Med_Price
C01,2014-02-01,234,438276,385100
C02,2014-02-01,18,662861,541000
C03,2014-02-01,7,680929,689000
C04,2014-02-01,20,465641,379750
C06,2014-02-01,13,357992,347500
C07,2014-02-01,47,371350,363000
C08,2014-02-01,99,413721,382000
C09,2014-02-01,11,619901,539000
C10,2014-02-01,19,430252,422000
C11,2014-02-01,20,225671,214250
C12,2014-02-01,4,557525,494000
C13,2014-02-01,25,319436,319900
C14,2014-02-01,90,396402,347500
C15,2014-02-01,46,369730,337500
E01,2014-02-01,22,509391,499750
E02,2014-02-01,3,349300,348000
E03,2014-02-01,6,287167,276500
E04,2014-02-01,22,223132,207000
E05,2014-02-01,27,276785,262500
E06,2014-02-01,2,320600,320600
E07,2014-02-01,21,216795,227000
E08,2014-02-01,13,213077,185000
E09,2014-02-01,29,256285,257500
E10,2014-02-01,2,210000,210000
E11,2014-02-01,15,171858,172990
W01,2014-02-01,22,355863,329500
W02,2014-02-01,11,421073,322900
W03,2014-02-01,7,265429,240000
W04,2014-02-01,16,204613,189000
W05,2014-02-01,22,212068,182500
W06,2014-02-01,37,361319,318000
W07,2014-02-01,4,379600,399450
W08,2014-02-01,59,356242,323000
W09,2014-02-01,12,231125,263250
W10,2014-02-01,26,171092,179000
