Area,Date,Sales,Avg_Price,Med_Price
C01,2003-05-01,167,255022,223000
C02,2003-05-01,24,401296,313750
C03,2003-05-01,6,611000,512000
C04,2003-05-01,20,444810,317500
C06,2003-05-01,5,190630,206000
C07,2003-05-01,34,248316,237400
C08,2003-05-01,81,237576,218800
C09,2003-05-01,24,449785,317000
C10,2003-05-01,31,276073,270000
C11,2003-05-01,18,161897,142250
C12,2003-05-01,7,446643,384000
C13,2003-05-01,27,219889,200000
C14,2003-05-01,82,242372,218250
C15,2003-05-01,59,216890,188000
E01,2003-05-01,3,302167,295000
E02,2003-05-01,6,223817,221500
E03,2003-05-01,30,169430,162950
E04,2003-05-01,28,154589,159000
E05,2003-05-01,39,187128,172500
E06,2003-05-01,3,175062,185185
E07,2003-05-01,36,170153,168950
E08,2003-05-01,25,158030,158000
E09,2003-05-01,36,181688,175000
E10,2003-05-01,3,138667,139000
E11,2003-05-01,34,146282,150500
W01,2003-05-01,17,210900,200000
W02,2003-05-01,6,287567,281500
W03,2003-05-01,7,185443,186000
W04,2003-05-01,16,139938,144000
W05,2003-05-01,31,117141,122000
W06,2003-05-01,27,267656,237000
W07,2003-05-01,7,238407,207500
W08,2003-05-01,30,226367,198450
W09,2003-05-01,26,142285,119000
W10,2003-05-01,44,141418,147250
