Area,Date,Sales,Avg_Price,Med_Price
C01,2010-08-01,285,350583,335000
C02,2010-08-01,22,1219632,555500
C03,2010-08-01,8,502175,412500
C04,2010-08-01,17,427000,264000
C06,2010-08-01,13,266192,265000
C07,2010-08-01,60,340472,330000
C08,2010-08-01,120,354981,341000
C09,2010-08-01,8,592781,507000
C10,2010-08-01,32,377909,374500
C11,2010-08-01,8,178046,139375
C12,2010-08-01,6,479167,485000
C13,2010-08-01,35,285723,260000
C14,2010-08-01,114,347157,330995
C15,2010-08-01,31,302848,270000
E01,2010-08-01,4,409725,381950
E02,2010-08-01,3,301667,315000
E03,2010-08-01,16,242525,175500
E04,2010-08-01,28,174671,178000
E05,2010-08-01,32,258306,257500
E06,2010-08-01,2,309500,309500
E07,2010-08-01,33,203232,203500
E08,2010-08-01,15,168300,163000
E09,2010-08-01,53,252866,222000
E10,2010-08-01,1,153000,153000
E11,2010-08-01,16,148831,150850
W01,2010-08-01,14,379457,332500
W02,2010-08-01,1,210000,210000
W03,2010-08-01,9,196167,189000
W04,2010-08-01,10,155700,160500
W05,2010-08-01,20,127770,120000
W06,2010-08-01,47,370201,305000
W07,2010-08-01,22,328745,280000
W08,2010-08-01,22,294991,247750
W09,2010-08-01,11,148227,114999
W10,2010-08-01,25,165940,175000
