Area,Date,Sales,Avg_Price,Med_Price
C01,2016-01-01,248,467564,398000
C02,2016-01-01,22,957950,664500
C03,2016-01-01,7,424000,455000
C04,2016-01-01,5,388700,389000
C06,2016-01-01,20,324085,328500
C07,2016-01-01,46,415467,399900
C08,2016-01-01,67,499463,443500
C09,2016-01-01,4,997038,1022500
C10,2016-01-01,17,613235,472500
C11,2016-01-01,14,281829,261100
C12,2016-01-01,5,800460,639000
C13,2016-01-01,19,383397,390000
C14,2016-01-01,83,420724,403800
C15,2016-01-01,40,371490,340500
E01,2016-01-01,8,628238,574950
E02,2016-01-01,0,0,0
E03,2016-01-01,8,222588,213500
E04,2016-01-01,23,235278,232000
E05,2016-01-01,17,305911,302000
E06,2016-01-01,2,474950,474950
E07,2016-01-01,31,257474,266500
E08,2016-01-01,8,198688,207500
E09,2016-01-01,37,265678,250000
E10,2016-01-01,4,214100,213950
E11,2016-01-01,14,229321,241750
W01,2016-01-01,13,358385,310000
W02,2016-01-01,11,434636,420000
W03,2016-01-01,0,0,0
W04,2016-01-01,7,251786,260000
W05,2016-01-01,11,215955,215000
W06,2016-01-01,43,399053,361000
W07,2016-01-01,1,630000,630000
W08,2016-01-01,41,363714,316000
W09,2016-01-01,8,269500,217500
W10,2016-01-01,13,196023,227000
