Area,Date,Sales,Avg_Price,Med_Price
C01,2009-12-01,231,392168,352700
C02,2009-12-01,15,754413,512000
C03,2009-12-01,7,594643,470000
C04,2009-12-01,18,294361,312000
C06,2009-12-01,14,265360,268750
C07,2009-12-01,47,321157,320000
C08,2009-12-01,92,381238,339950
C09,2009-12-01,8,553063,562250
C10,2009-12-01,40,483794,398000
C11,2009-12-01,14,194179,218500
C12,2009-12-01,4,382750,343000
C13,2009-12-01,27,290893,272000
C14,2009-12-01,114,356810,339250
C15,2009-12-01,43,342188,320000
E01,2009-12-01,8,398400,400750
E02,2009-12-01,2,382500,382500
E03,2009-12-01,33,174852,160000
E04,2009-12-01,32,186267,175375
E05,2009-12-01,34,237123,237000
E06,2009-12-01,2,348000,348000
E07,2009-12-01,30,188677,192500
E08,2009-12-01,21,158880,163500
E09,2009-12-01,52,228715,234950
E10,2009-12-01,4,147850,144750
E11,2009-12-01,18,126250,133500
W01,2009-12-01,18,310967,306000
W02,2009-12-01,11,349000,348500
W03,2009-12-01,13,202658,187001
W04,2009-12-01,13,189408,203000
W05,2009-12-01,15,115707,94000
W06,2009-12-01,45,359119,309000
W07,2009-12-01,15,284200,279500
W08,2009-12-01,36,310536,246000
W09,2009-12-01,16,156106,128500
W10,2009-12-01,26,180465,162750
