Area,Date,Sales,Avg_Price,Med_Price
C01,2008-08-01,258,341668,308000
C02,2008-08-01,19,598384,398800
C03,2008-08-01,4,412250,362000
C04,2008-08-01,17,366765,308000
C06,2008-08-01,4,243875,255250
C07,2008-08-01,79,297718,290000
C08,2008-08-01,99,324679,293000
C09,2008-08-01,16,449141,392250
C10,2008-08-01,21,338621,315000
C11,2008-08-01,15,182053,173000
C12,2008-08-01,3,501667,465000
C13,2008-08-01,33,240179,239000
C14,2008-08-01,108,302071,286250
C15,2008-08-01,35,287297,272000
E01,2008-08-01,7,357371,398000
E02,2008-08-01,7,284643,335000
E03,2008-08-01,19,160653,153000
E04,2008-08-01,23,179652,173000
E05,2008-08-01,27,223784,216000
E06,2008-08-01,2,255500,255500
E07,2008-08-01,37,187035,185000
E08,2008-08-01,19,191621,162000
E09,2008-08-01,49,203992,203000
E10,2008-08-01,2,136400,136400
E11,2008-08-01,14,138857,149000
W01,2008-08-01,16,289113,265500
W02,2008-08-01,9,331414,341000
W03,2008-08-01,6,184083,179750
W04,2008-08-01,13,139381,149000
W05,2008-08-01,17,138912,150000
W06,2008-08-01,49,321233,278500
W07,2008-08-01,31,275661,249500
W08,2008-08-01,36,237222,218450
W09,2008-08-01,18,147661,141000
W10,2008-08-01,37,163738,157000
