Area,Date,Sales,Avg_Price,Med_Price
C01,2002-06-01,179,258923,225000
C02,2002-06-01,17,308606,270000
C03,2002-06-01,6,379500,370000
C04,2002-06-01,11,372718,269000
C06,2002-06-01,1,210000,210000
C07,2002-06-01,33,225515,220000
C08,2002-06-01,98,242659,218500
C09,2002-06-01,12,350182,344500
C10,2002-06-01,17,273894,268000
C11,2002-06-01,16,152981,143500
C12,2002-06-01,13,423154,332000
C13,2002-06-01,24,247438,217500
C14,2002-06-01,55,235191,230000
C15,2002-06-01,29,216834,194500
E01,2002-06-01,3,222667,225000
E02,2002-06-01,3,208833,207500
E03,2002-06-01,31,149276,147000
E04,2002-06-01,28,140411,145000
E05,2002-06-01,45,184338,180000
E06,2002-06-01,1,163000,163000
E07,2002-06-01,34,168400,172000
E08,2002-06-01,33,163470,158000
E09,2002-06-01,37,170405,158000
E10,2002-06-01,2,145500,145500
E11,2002-06-01,26,140200,153400
W01,2002-06-01,11,202168,194000
W02,2002-06-01,4,233900,234800
W03,2002-06-01,7,164836,175000
W04,2002-06-01,27,133030,134900
W05,2002-06-01,22,123068,127250
W06,2002-06-01,22,270148,243000
W07,2002-06-01,2,145950,145950
W08,2002-06-01,26,194435,172200
W09,2002-06-01,26,122900,109000
W10,2002-06-01,39,135977,135000
