Area,Date,Sales,Avg_Price,Med_Price
C01,2003-11-01,144,259714,217750
C02,2003-11-01,15,435627,421500
C03,2003-11-01,5,408600,339000
C04,2003-11-01,10,342000,290000
C06,2003-11-01,4,181000,175000
C07,2003-11-01,23,224927,217000
C08,2003-11-01,86,236008,226500
C09,2003-11-01,14,361729,320500
C10,2003-11-01,18,329339,263500
C11,2003-11-01,12,143250,137750
C12,2003-11-01,3,1079963,457888
C13,2003-11-01,20,225394,205944
C14,2003-11-01,91,229993,215000
C15,2003-11-01,29,219648,183500
E01,2003-11-01,4,253162,253500
E02,2003-11-01,5,260060,285000
E03,2003-11-01,40,165503,156600
E04,2003-11-01,21,152462,148500
E05,2003-11-01,33,202176,193000
E06,2003-11-01,6,191817,189450
E07,2003-11-01,30,168233,172500
E08,2003-11-01,16,154663,158500
E09,2003-11-01,30,180971,185000
E10,2003-11-01,2,157375,157375
E11,2003-11-01,18,162161,157250
W01,2003-11-01,8,245000,220750
W02,2003-11-01,1,255000,255000
W03,2003-11-01,5,174180,170000
W04,2003-11-01,16,147125,154000
W05,2003-11-01,23,126817,129000
W06,2003-11-01,21,266419,214900
W07,2003-11-01,1,207100,207100
W08,2003-11-01,31,228585,185000
W09,2003-11-01,17,163456,153000
W10,2003-11-01,42,143052,144750
