Area,Date,Sales,Avg_Price,Med_Price
C01,2010-09-01,252,363344,337750
C02,2010-09-01,24,740000,552500
C03,2010-09-01,7,450929,442000
C04,2010-09-01,17,289729,282600
C06,2010-09-01,7,246733,293000
C07,2010-09-01,48,332427,332000
C08,2010-09-01,133,360783,328000
C09,2010-09-01,13,460477,422500
C10,2010-09-01,31,490119,369000
C11,2010-09-01,10,162340,147500
C12,2010-09-01,6,1147500,1160000
C13,2010-09-01,22,326695,301000
C14,2010-09-01,101,356488,335000
C15,2010-09-01,43,315085,263500
E01,2010-09-01,12,396358,411750
E02,2010-09-01,8,300313,305000
E03,2010-09-01,18,215389,178500
E04,2010-09-01,17,174424,180500
E05,2010-09-01,26,239096,226500
E06,2010-09-01,3,313167,345000
E07,2010-09-01,19,200921,195500
E08,2010-09-01,20,161330,151500
E09,2010-09-01,54,231942,240150
E10,2010-09-01,0,0,0
E11,2010-09-01,13,169438,155000
W01,2010-09-01,11,349491,316000
W02,2010-09-01,6,372543,350050
W03,2010-09-01,6,183833,187500
W04,2010-09-01,13,152000,133000
W05,2010-09-01,20,123245,124750
W06,2010-09-01,41,316575,295000
W07,2010-09-01,24,324704,311500
W08,2010-09-01,28,268000,237000
W09,2010-09-01,10,194365,199825
W10,2010-09-01,26,167923,159000
