Area,Date,Sales,Avg_Price,Med_Price
C01,2007-12-01,180,369687,300200
C02,2007-12-01,18,909272,589000
C03,2007-12-01,8,666550,558000
C04,2007-12-01,22,298386,282500
C06,2007-12-01,11,246500,250000
C07,2007-12-01,52,286250,272500
C08,2007-12-01,92,322082,299950
C09,2007-12-01,10,390150,405000
C10,2007-12-01,20,376824,320000
C11,2007-12-01,11,236055,250000
C12,2007-12-01,6,324083,324000
C13,2007-12-01,21,216562,208000
C14,2007-12-01,104,307516,299750
C15,2007-12-01,32,251388,222500
E01,2007-12-01,3,426267,339900
E02,2007-12-01,3,270500,257000
E03,2007-12-01,19,169711,148000
E04,2007-12-01,10,173140,177000
E05,2007-12-01,28,228493,207500
E06,2007-12-01,2,345000,345000
E07,2007-12-01,22,178141,179400
E08,2007-12-01,18,170978,148500
E09,2007-12-01,41,189848,190000
E10,2007-12-01,0,0,0
E11,2007-12-01,14,137600,143200
W01,2007-12-01,18,330556,309500
W02,2007-12-01,7,286508,319900
W03,2007-12-01,4,206000,222000
W04,2007-12-01,16,162500,160000
W05,2007-12-01,12,137292,126500
W06,2007-12-01,46,310865,273500
W07,2007-12-01,21,257356,244977
W08,2007-12-01,36,278535,208000
W09,2007-12-01,19,169868,153500
W10,2007-12-01,20,169291,150750
